,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesNoncurrent,,,,,,,,,,,2600.000,23300.000,,,,,,,,
AccountsPayableCurrent,,,,,,,2493200.000,804800.000,731800.000,890900.000,868900.000,774100.000,833400.000,852000.000,817100.000,744200.000,736400.000,426600.000,521600.000,720000.000
AccountsPayableRelatedPartiesCurrent,156000.000,169400.000,181100.000,260000.000,238900.000,266000.000,66700.000,31600.000,36200.000,44400.000,41300.000,41200.000,36200.000,10000.000,10000.000,10000.000,15000.000,10000.000,15000.000,9600.000
AccountsPayableTradeCurrentAndNoncurrent,,,,,,,1864700.000,404200.000,409700.000,451400.000,501600.000,462800.000,511500.000,536400.000,483900.000,405700.000,344600.000,219200.000,284600.000,401700.000
AccountsReceivableNetCurrent,54400.000,34200.000,38800.000,12400.000,18400.000,12100.000,26600.000,18400.000,7100.000,5800.000,9300.000,9000.000,11900.000,11800.000,3800.000,6800.000,3200.000,5100.000,3200.000,7200.000
AccruedLiabilitiesCurrent,,,,,,,,,,,,,62900.000,27300.000,129200.000,182600.000,387700.000,61000.000,71900.000,116000.000
AccruedProfessionalFeesCurrent,65000.000,74000.000,83100.000,104000.000,20000.000,20000.000,0.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,56100.000,58500.000,64800.000,63100.000,65200.000,67100.000,75000.000,70700.000,73400.000,,,,,,,
AdditionalPaidInCapital,30758900.000,31095200.000,31484400.000,32566700.000,36543500.000,-38318500.000,54298000.000,55486200.000,56749600.000,56922300.000,57350200.000,57434300.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,57576500.000,57654000.000,59288600.000,59471300.000,59963300.000,68275400.000,70764100.000,71950300.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,1200.000,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,20300.000,20600.000,22500.000,14300.000,5900.000,5900.000,5900.000,5900.000,5900.000,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000,1200.000
Assets,370000.000,461800.000,704900.000,125300.000,882100.000,831300.000,1402200.000,749600.000,924200.000,197300.000,1336100.000,507100.000,273100.000,567100.000,924300.000,659900.000,706400.000,1320100.000,2472200.000,2430100.000
AssetsCurrent,322900.000,400300.000,645800.000,81700.000,847000.000,790200.000,1363900.000,714100.000,891300.000,166800.000,1308100.000,481300.000,252600.000,548200.000,906800.000,617600.000,606800.000,1209900.000,2366300.000,2251500.000
