,2011-06-30,2011-09-30,2012-03-31
AmortizationOfDebtDiscountPremium,,,1152000.000
AmortizationOfFinancingCosts,,,399000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-45178000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,-211000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-98511000.000
CommunicationsAndInformationTechnology,19364000.000,19203000.000,16893000.000
ComprehensiveIncomeNetOfTax,,,-47786000.000
DepreciationAndAmortization,,,3543000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,276000.000,-710000.000
EarningsPerShareBasic,-1.060,,
EarningsPerShareBasicAndDiluted,,-0.430,-1.730
EarningsPerShareDiluted,-1.060,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,1303000.000
FeesAndCommissionsCorrespondentClearing,40047000.000,32216000.000,19223000.000
FloorBrokerageExchangeAndClearanceFees,11936000.000,11200000.000,7966000.000
IncomeLossFromContinuingOperations,,-10602000.000,-43087000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-48659000.000,-18316000.000,-42990000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.380,-1.540
IncomeLossFromDiscontinuedOperationsNetOfTax,,-1532000.000,-5387000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,-0.050,-0.190
IncomeTaxExpenseBenefit,-18490000.000,-7714000.000,97000.000
IncomeTaxesPaid,,,125000.000
IncreaseDecreaseInFinancialInstrumentsSoldNotYetPurchased,,,72000.000
IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,,,6314000.000
IncreaseDecreaseInOtherOperatingAssets,,,6964000.000
IncreaseDecreaseInRestrictedCashAndInvestmentsForOperatingActivities,,,189916000.000
IncreaseDecreaseInSecuritiesBorrowed,,,-181005000.000
IncreaseDecreaseInSecuritiesLoanedTransactions,,,28188000.000
InterestExpense,8999000.000,5500000.000,4481000.000
InterestExpenseLongTermDebt,9787000.000,10029000.000,9538000.000
InterestIncomeOperating,30003000.000,21490000.000,12271000.000
InterestPaid,,,1551000.000
LaborAndRelatedExpense,27318000.000,24156000.000,19996000.000
NetCashProvidedByUsedInDiscontinuedOperations,,,-25828000.000
NetCashProvidedByUsedInFinancingActivities,,,546000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,546000.000
NetCashProvidedByUsedInInvestingActivities,,,-931000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-931000.000
NetCashProvidedByUsedInOperatingActivities,,,-20268000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-20268000.000
NetIncomeLoss,-30169000.000,-12134000.000,-48474000.000
OccupancyNet,8026000.000,7314000.000,4590000.000
OperatingExpenses,127112000.000,80830000.000,72270000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,-1131000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,-688000.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,,,443000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,688000.000
OtherExpenses,7537000.000,8664000.000,10595000.000
PaymentsForRepurchaseOfCommonStock,,,154000.000
PaymentsToAcquireBusinessesNetOfCashAcquired,,,500000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,431000.000
ProceedsFromRepaymentsOfShortTermDebt,,,7700000.000
ProvisionForDoubtfulAccounts,43144000.000,264000.000,2692000.000
RepaymentsOfLinesOfCredit,,,7000000.000
RevenueOtherFinancialServices,12128000.000,8633000.000,-2985000.000
Revenues,87452000.000,68014000.000,33761000.000
RevenuesNetOfInterestExpense,78453000.000,62514000.000,29280000.000
SalesRevenueNet,87452000.000,68014000.000,33761000.000
ShareBasedCompensation,,,905000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,,905000.000
TechnologyServicesRevenue,5274000.000,5675000.000,5252000.000
TreasuryStockValueAcquiredCostMethod,,,154000.000
WeightedAverageNumberOfDilutedSharesOutstanding,28546000.000,,
WeightedAverageNumberOfSharesOutstandingBasic,28546000.000,,
