,2015-06-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AmortizationOfIntangibleAssets,,,,,,2600000.000,3000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,500000.000,500000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,54300000.000,,,,10400000.000,
ComprehensiveIncomeNetOfTax,-25400000.000,63700000.000,32200000.000,18900000.000,-3900000.000,75700000.000,60900000.000
CostOfGoodsSold,203500000.000,277000000.000,192400000.000,207300000.000,245100000.000,288000000.000,191100000.000
DeconsolidationGainOrLossAmount,0.000,,0.000,0.000,,,
DeferredIncomeTaxesAndTaxCredits,,3400000.000,,,,4800000.000,
DepreciationDepletionAndAmortization,,7800000.000,,,,10600000.000,
EarningsPerShareBasic,-0.320,1.060,0.270,0.390,0.340,1.550,0.760
EarningsPerShareBasicAndDiluted,-0.320,,,,,,
EarningsPerShareDiluted,-0.320,1.050,0.260,0.390,0.340,1.520,0.750
EffectOfExchangeRateOnCashAndCashEquivalents,,-3000000.000,,,,-17600000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.307,0.219,,,0.287,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,700000.000,1700000.000,2300000.000,1700000.000,1200000.000,2000000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,800000.000,,,,0.000,
GainsLossesOnSalesOfInvestmentRealEstate,,,,,,,15200000.000
GoodwillTranslationAdjustments,,-400000.000,,,,-800000.000,
GrossProfit,170800000.000,229800000.000,141600000.000,153700000.000,187300000.000,271600000.000,167900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-40500000.000,94500000.000,21000000.000,23700000.000,26500000.000,134100000.000,59300000.000
IncomeTaxExpenseBenefit,-20900000.000,29000000.000,4600000.000,-500000.000,4900000.000,38500000.000,12400000.000
IncreaseDecreaseInOperatingCapital,,-13400000.000,,,,21900000.000,
IncrementalCommonSharesAttributableToContingentlyIssuableShares,,,,200000.000,,500000.000,500000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,300000.000,500000.000,700000.000,-1000000.000,600000.000,500000.000
InterestExpense,37500000.000,12900000.000,13100000.000,13100000.000,15200000.000,13300000.000,13100000.000
MarketingAndAdvertisingExpense,35100000.000,30100000.000,18100000.000,22800000.000,31400000.000,34300000.000,16600000.000
NetCashProvidedByUsedInFinancingActivities,,-31000000.000,,,,-63200000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-31000000.000,,,,-63200000.000,
NetCashProvidedByUsedInInvestingActivities,,-3300000.000,,,,-600000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-3300000.000,,,,-600000.000,
NetCashProvidedByUsedInOperatingActivities,,91600000.000,,,,91800000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,91600000.000,,,,91800000.000,
NetIncomeLoss,-19600000.000,65500000.000,16400000.000,24200000.000,21600000.000,95600000.000,46900000.000
NonoperatingIncomeExpense,5800000.000,600000.000,-100000.000,400000.000,-600000.000,-1500000.000,1100000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,200000.000,-2100000.000,-600000.000,-2300000.000,25100000.000,-3800000.000,-600000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,1600000.000,-4600000.000,23200000.000,-8500000.000,100000.000,-31900000.000,15500000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,-1300000.000,,,,-21300000.000,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,-2200000.000,0.000,,-300000.000,,3700000.000,-600000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,-100000.000,500000.000,,-500000.000,,-600000.000,-700000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-7200000.000,700000.000,-8000000.000,900000.000,-500000.000,8200000.000,-2100000.000
OtherNoncashIncomeExpense,,1500000.000,,,,400000.000,
OtherOperatingActivitiesCashFlowStatement,,-4700000.000,,,,-2100000.000,
PaymentsForRepurchaseOfCommonStock,,21800000.000,,,,8100000.000,
PaymentsOfDividends,,,,,,1100000.000,
PaymentsOfDividendsCommonStock,,15400000.000,,,,18100000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,8100000.000,
PaymentsToAcquireBusinessesGross,,0.000,,,,,
PaymentsToAcquireProductiveAssets,,3300000.000,,,,4900000.000,
PensionAndOtherPostretirementBenefitExpense,-100000.000,,,,,,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,,,,,,-27900000.000,
ProceedsFromSaleOfProductiveAssets,,0.000,,,,4300000.000,
ProceedsFromShortTermDebtMaturingInThreeMonthsOrLess,,5400000.000,,,,,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,500000.000,,,,-1400000.000,
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,,,,,,1000000.000,
ResearchAndDevelopmentExpense,6500000.000,6100000.000,6400000.000,6600000.000,7500000.000,5800000.000,5100000.000
RestructuringCharges,,3100000.000,,,,0.000,
Revenues,374300000.000,506800000.000,334000000.000,361000000.000,432400000.000,559600000.000,359000000.000
SalesRevenueNet,374300000.000,506800000.000,334000000.000,361000000.000,432400000.000,559600000.000,359000000.000
SellingGeneralAndAdministrativeExpense,108200000.000,83700000.000,83400000.000,87000000.000,98500000.000,81300000.000,89600000.000
ShareBasedCompensation,,4600000.000,,,,5200000.000,
