,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31
IncreaseDecreaseInAccruedLiabilities,786000.000,,,,-842000.000
IncreaseDecreaseInInventories,35505000.000,,,,28849000.000
IncreaseDecreaseInOtherOperatingCapitalNet,5213000.000,,,,1076000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,1339000.000,1090000.000,,1266000.000
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,,0.000,6603000.000,,
IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,,218000.000,-1251000.000,,641000.000
InterestPaidNet,4716000.000,,,,3531000.000
InterestRevenueExpense,,-7959000.000,-8476000.000,,-6185000.000
InterestRevenueExpenseNet,,-7959000.000,-8476000.000,,-6185000.000
NetCashProvidedByUsedInFinancingActivities,19766000.000,,,,44011000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,19766000.000,,,,44011000.000
NetCashProvidedByUsedInInvestingActivities,-12109000.000,,,,-10315000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-12109000.000,,,,-10315000.000
NetCashProvidedByUsedInOperatingActivities,-37206000.000,,,,600000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-37206000.000,,,,600000.000
OperatingIncomeLoss,59502000.000,70757000.000,81110000.000,78425000.000,84329000.000
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,,,,,-3078000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,1268000.000,1268000.000,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,,,,,2069000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,22438000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-1939000.000,-31836000.000,,
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,,,27585000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,25663000.000
OtherComprehensiveIncomeLossTaxPortionAttributableToParent,,,,,-1922000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,1853000.000,2330000.000,,
OtherGeneralAndAdministrativeExpense,,5206000.000,13709000.000,,19710000.000
OtherNonoperatingIncomeExpense,-985000.000,-717000.000,1387000.000,1057000.000,-574000.000
PaymentsForProceedsFromOtherInvestingActivities,-2000.000,,,,-165000.000
PaymentsToAcquirePropertyPlantAndEquipment,12111000.000,,,,10480000.000
ProceedsFromStockOptionsExercised,18518000.000,,,,35740000.000
ProductWarrantyAccrualPayments,,724000.000,1595000.000,,709000.000
ProductWarrantyAccrualPreexistingIncreaseDecrease,,-12000.000,14000.000,,-196000.000
ProductWarrantyAccrualWarrantiesIssued,,1136000.000,853000.000,,1760000.000
ProfitLoss,35526000.000,43457000.000,54333000.000,56837000.000,55075000.000
RepaymentsOfUnsecuredDebt,78000.000,,,,133000.000
Revenues,523135000.000,566342000.000,604426000.000,603628000.000,607088000.000
SalesRevenueNet,523135000.000,566342000.000,604426000.000,603628000.000,607088000.000
SellingGeneralAndAdministrativeExpense,104101000.000,99166000.000,110389000.000,115070000.000,115564000.000
ShareBasedCompensation,3742000.000,,,,3216000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,2884.000,4269.000,,4313.000
StandardProductWarrantyAccrualAdditionsFromBusinessAcquisition,,,609000.000,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,143039.000,18179.000,,1088428.000
StockRepurchasedDuringPeriodShares,,,500000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,52917000.000,53289000.000,52990000.000,-106413000.000,53226000.000
WeightedAverageNumberOfSharesOutstandingBasic,51546000.000,51950000.000,51900000.000,-103726000.000,51960000.000
