,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AllocatedShareBasedCompensationExpense,,,,,3216000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,1900000.000,1500000.000,,2000000.000
AmortizationOfIntangibleAssets,,8399000.000,9131000.000,,8466000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,200000.000,700000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-20915000.000,,,,45997000.000
ComprehensiveIncomeNetOfTax,,,,,80738000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,44639000.000,26095000.000,,
CostOfGoodsAndServicesSold,359532000.000,396419000.000,412927000.000,410133000.000,407195000.000
DeferredIncomeTaxExpenseBenefit,3599000.000,,,,4437000.000
DepreciationDepletionAndAmortization,21037000.000,,,,20220000.000
EarningsPerShareBasic,0.690,0.840,1.050,1.100,1.060
EarningsPerShareDiluted,0.670,0.820,1.030,1.080,1.030
EffectOfExchangeRateOnCashAndCashEquivalents,8634000.000,,,,11701000.000
EffectiveIncomeTaxRateContinuingOperations,,0.300,0.266,,0.290
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,1326000.000,,,,8404000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,1326000.000,,,,8404000.000
FiniteLivedIntangibleAssetsAmortizationExpense,,8399000.000,9131000.000,,8466000.000
GoodwillAcquiredDuringPeriod,,0.000,7434000.000,,
GoodwillTranslationAndPurchaseAccountingAdjustments,,-916000.000,-8622000.000,,6198000.000
GrossProfit,163603000.000,169923000.000,191499000.000,193495000.000,199893000.000
IncomeLossFromContinuingOperations,35526000.000,43457000.000,54333000.000,56837000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,50752000.000,62081000.000,74021000.000,71670000.000,77570000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.690,0.840,1.050,1.100,
IncomeLossFromContinuingOperationsPerDilutedShare,0.670,0.820,1.030,1.080,
IncomeTaxExpenseBenefit,15226000.000,18624000.000,19688000.000,14833000.000,22495000.000
IncomeTaxExpenseBenefitContinuingOperations,,18600000.000,19700000.000,,
IncomeTaxesPaidNet,26768000.000,,,,10406000.000
IncreaseDecreaseInAccountsPayableTrade,-7487000.000,,,,-10233000.000
IncreaseDecreaseInAccountsReceivable,41364000.000,,,,38604000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,-11001000.000,,,,5660000.000
