,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-9000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,,,5000000.000,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,18000000.000,18000000.000,15000000.000,,22000000.000,17000000.000,15000000.000,,16000000.000
AmortizationOfAcquiredIntangibleAssets,,,,,40000000.000,,,,48000000.000,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,500000.000,1000000.000,1000000.000,-1600000.000,1200000.000,1700000.000,900000.000,-3000000.000,500000.000,900000.000,900000.000,-800000.000,700000.000,1400000.000,1300000.000,-2200000.000,600000.000,1100000.000,1000000.000,-1800000.000,600000.000,900000.000,900000.000,-1600000.000,1200000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,,,,,17000000.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-46000000.000,,,,-26000000.000,,,,-40000000.000,,,,-93000000.000,,,,,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,35000000.000,,,,,,,,,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,3000000.000,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,121000000.000,84000000.000,95000000.000,144000000.000,148000000.000,150000000.000,151000000.000,180000000.000,115000000.000,146000000.000,163000000.000,224000000.000,174000000.000,171000000.000,231000000.000,175000000.000,170000000.000,132000000.000,209000000.000,190000000.000,294000000.000,207000000.000,219000000.000,208000000.000,256000000.000
CostOfGoodsSold,150000000.000,145000000.000,141000000.000,165000000.000,159000000.000,155000000.000,150000000.000,164000000.000,190000000.000,157000000.000,164000000.000,184000000.000,180000000.000,171000000.000,168000000.000,198000000.000,181000000.000,168000000.000,172000000.000,210000000.000,181000000.000,180000000.000,186000000.000,200000000.000,182000000.000
CostOfServices,474000000.000,479000000.000,490000000.000,498000000.000,502000000.000,480000000.000,494000000.000,493000000.000,522000000.000,523000000.000,520000000.000,516000000.000,541000000.000,532000000.000,537000000.000,554000000.000,542000000.000,542000000.000,541000000.000,553000000.000,553000000.000,547000000.000,551000000.000,561000000.000,570000000.000
CostsAndExpenses,827000000.000,814000000.000,820000000.000,880000000.000,867000000.000,841000000.000,851000000.000,867000000.000,941000000.000,925000000.000,921000000.000,966000000.000,963000000.000,946000000.000,948000000.000,999000000.000,961000000.000,972000000.000,971000000.000,1039000000.000,992000000.000,1001000000.000,1011000000.000,1056000000.000,1029000000.000
DeferredIncomeTaxExpenseBenefit,4000000.000,,,,-1000000.000,,,,-7000000.000,,,,1000000.000,,,,4000000.000,,,,-6000000.000,,,,-3000000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,-2000000.000,,,,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,10000000.000,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.770,0.630,0.900,1.010,0.950,1.180,1.030,1.340,0.880,1.140,1.220,-0.770,0.660,0.660,0.960,0.750,0.750,0.540,0.940,0.810,1.300,0.950,0.980,0.990,1.150
EarningsPerShareDiluted,0.760,0.620,0.890,1.010,0.940,1.170,1.020,1.310,0.860,1.130,1.210,-0.760,0.650,0.650,0.950,0.730,0.730,0.530,0.920,0.810,1.270,0.940,0.960,0.980,1.130
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,0.285,0.377,0.440,-0.736,,,,,,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,,,,,,,,,,,,,,,,,,140000000.000,,,,31000000.000
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,,,,,,,,,,,,,9000000.000,,,,0.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,,,,,,,,,,,,,9000000.000,,,,0.000
GainsLossesOnExtinguishmentOfDebt,,-61000000.000,-24000000.000,,,,,,,,,,,,,,,-85000000.000,0.000,,,0.000,0.000,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,30000000.000,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperations,114000000.000,97000000.000,127000000.000,153000000.000,133000000.000,163000000.000,142000000.000,159000000.000,117000000.000,152000000.000,161000000.000,220000000.000,168000000.000,166000000.000,239000000.000,181000000.000,178000000.000,127000000.000,218000000.000,189000000.000,289000000.000,212000000.000,214000000.000,215000000.000,247000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,176000000.000,142000000.000,174000000.000,237000000.000,198000000.000,221000000.000,219000000.000,251000000.000,170000000.000,232000000.000,239000000.000,257000000.000,230000000.000,267000000.000,274000000.000,276000000.000,274000000.000,192000000.000,301000000.000,290000000.000,292000000.000,322000000.000,328000000.000,333000000.000,323000000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.780,0.680,0.900,1.080,0.960,1.200,1.050,1.190,0.880,1.150,1.240,-0.790,0.660,0.660,0.960,0.760,0.750,0.540,0.940,0.810,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,0.770,0.670,0.890,1.070,0.950,1.180,1.030,1.180,0.870,1.130,1.220,-0.780,0.650,0.650,0.950,0.740,0.730,0.530,0.920,0.810,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,-2000000.000,-7000000.000,,,-1000000.000,-2000000.000,-3000000.000,20000000.000,,-1000000.000,-2000000.000,,,,,,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.010,-0.050,,,-0.010,-0.010,-0.010,0.130,,-0.010,-0.020,,,0.000,,,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,-0.010,-0.050,,,-0.010,-0.010,-0.010,0.130,,-0.010,-0.020,,,0.000,,,0.000,0.000,0.000,0.000,,,,,
IncomeLossFromEquityMethodInvestments,2000000.000,4000000.000,8000000.000,4000000.000,3000000.000,3000000.000,3000000.000,2000000.000,5000000.000,1000000.000,1000000.000,73000000.000,4000000.000,,85000000.000,,,1000000.000,34000000.000,,146000000.000,0.000,0.000,1000000.000,26000000.000
