,2011-03-27,2011-06-26,2011-09-25,2011-12-31,2012-03-25,2012-06-24,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2014-12-31,2015-03-29,2015-06-28,2015-09-27,2015-12-31,2016-03-27,2016-06-26,2016-09-25,2016-12-31,2017-03-26,2017-06-25
AccountsPayableCurrent,2374000000.000,2219000000.000,2328000000.000,2269000000.000,2384000000.000,2359000000.000,2184000000.000,2038000000.000,2123000000.000,2044000000.000,1928000000.000,1397000000.000,1942000000.000,1956000000.000,2000000000.000,1570000000.000,1945000000.000,2016000000.000,2215000000.000,1974000000.000,2715000000.000,2778000000.000,2840000000.000,1653000000.000,2718000000.000,2554000000.000
AccrualForEnvironmentalLossContingencies,,,,,,961000000.000,959000000.000,950000000.000,986000000.000,978000000.000,982000000.000,997000000.000,1000000000.000,980000000.000,963000000.000,965000000.000,950000000.000,955000000.000,976000000.000,1000000000.000,991000000.000,1000000000.000,1000000000.000,1000000000.000,978000000.000,975000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,7859000000.000,,,,8310000000.000,,,,8660000000.000,,,,8740000000.000,,,,9057000000.000,,,,9328000000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,11186000000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-8828000000.000,-8671000000.000,-8567000000.000,-11257000000.000,-11030000000.000,-10864000000.000,-10582000000.000,-13493000000.000,-13282000000.000,-13041000000.000,-12735000000.000,-9601000000.000,-9437000000.000,-9984000000.000,-9864000000.000,-11870000000.000,-11715000000.000,-11456000000.000,-11321000000.000,-11444000000.000,-11254000000.000,-11104000000.000,-10991000000.000,-12102000000.000,-11892000000.000,-11637000000.000
AdditionalPaidInCapitalCommonStock,,,,,4000000.000,19000000.000,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Assets,36677000000.000,35718000000.000,36187000000.000,37908000000.000,38340000000.000,38386000000.000,39321000000.000,38657000000.000,39580000000.000,38947000000.000,38907000000.000,36188000000.000,36919000000.000,37250000000.000,36933000000.000,37073000000.000,39752000000.000,39848000000.000,39617000000.000,49128000000.000,50158000000.000,50408000000.000,48739000000.000,47806000000.000,48836000000.000,48711000000.000
AssetsCurrent,14743000000.000,13954000000.000,14669000000.000,14094000000.000,14561000000.000,14800000000.000,15791000000.000,13855000000.000,14872000000.000,14379000000.000,14119000000.000,13329000000.000,14234000000.000,14163000000.000,13684000000.000,12329000000.000,15218000000.000,15287000000.000,15055000000.000,16198000000.000,15767000000.000,16073000000.000,17110000000.000,15108000000.000,16586000000.000,16566000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,377000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,133000000.000,,,,,,,,,,,,,,,,,,,,,,
