,2011-06-30
AssetRetirementObligationAccretionExpense,1777.000
CostsAndExpenses,193429.000
DepreciationDepletionAndAmortization,89072.000
GainLossOnDerivativeInstrumentsNetPretax,39294.000
GeneralAndAdministrativeExpense,39767.000
InterestIncomeDomesticDeposits,4.000
NetIncomeLossAllocatedToGeneralPartners,-408.000
NetIncomeLossAllocatedToLimitedPartners,-1635.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-4.000
OilAndGasProductionExpense,62813.000
OilAndGasSalesRevenue,152088.000
OperatingIncomeLoss,-2047.000
ProfitLoss,-2043.000
Revenues,191382.000
SalesRevenueNet,191382.000
