,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetRetirementObligation,,,,,1313157.000,1329711.000,1338880.000,1346639.000,,,,,,,,,,,,,,,,
AssetRetirementObligationsNoncurrent,1258780.000,1271535.000,1284209.000,1298683.000,1313157.000,1329711.000,1338880.000,1346639.000,1361862.000,1375438.000,1391276.000,1405300.000,1420448.000,1437222.000,1455487.000,1459036.000,1475483.000,1451160.000,1467094.000,1464994.000,1481628.000,1489077.000,1518996.000,1536420.000
Assets,40323611.000,39091249.000,38246187.000,37464437.000,36290314.000,34619049.000,31837907.000,30626482.000,30320435.000,29432541.000,28903272.000,28605784.000,28115478.000,27321017.000,26466364.000,22390839.000,15753286.000,11852471.000,8542459.000,7450606.000,7265632.000,6778479.000,6675054.000,6622779.000
AssetsCurrent,2986031.000,2483464.000,2281145.000,2194728.000,1864981.000,1971246.000,1581665.000,1372212.000,1681850.000,1225798.000,1245213.000,1431871.000,1531060.000,1197524.000,820836.000,614216.000,578003.000,621258.000,491098.000,349587.000,438733.000,475578.000,475258.000,528975.000
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,39500914.000,,,,42091392.000,,,,44153017.000,,,,,,,,,
CapitalizedCostsAssetRetirementCosts,,,,,,,1142667.000,,,,1135697.000,,,,1136994.000,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesGross,,,,,,,69757156.000,,,,69749451.000,,,,69798545.000,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,30256242.000,,,,27658059.000,,,,25645528.000,,,,,,,,,
CapitalizedCostsProvedProperties,,,,,,,68614489.000,,,,68613754.000,,,,68661551.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1811.000,66500.000,2715.000,95695.000,58505.000,120440.000,6758.000,74476.000,7882.000,2167.000,4160.000,31867.000,13975.000,33314.000,8143.000,1436.000,12980.000,99087.000,81303.000,22747.000,2474.000,25472.000,25288.000,42124.000
DueFromAffiliateCurrent,2984099.000,2382614.000,2209623.000,1900352.000,1801164.000,1845806.000,1567407.000,1287736.000,1662915.000,1211525.000,1237894.000,1395792.000,1511820.000,1157892.000,809534.000,608568.000,559709.000,515755.000,406490.000,322434.000,431788.000,445571.000,449777.000,486594.000
DueToAffiliateCurrent,364003.000,326768.000,532649.000,455685.000,272070.000,219249.000,212110.000,417756.000,215730.000,196943.000,294380.000,328813.000,221846.000,215712.000,208001.000,285832.000,156554.000,170754.000,116906.000,145501.000,156892.000,97500.000,115022.000,134372.000
LiabilitiesAndStockholdersEquity,40323611.000,39091249.000,38246187.000,37464437.000,36290314.000,34619049.000,31837907.000,30626482.000,30320435.000,29432541.000,28903272.000,28605784.000,28115478.000,27321017.000,26466364.000,22390839.000,15753286.000,11852471.000,8542459.000,7450606.000,7265632.000,6778479.000,6675054.000,6622779.000
LiabilitiesCurrent,364003.000,326768.000,532649.000,455685.000,272070.000,219249.000,212110.000,417756.000,215730.000,196943.000,294380.000,328813.000,221846.000,215712.000,208001.000,285832.000,156554.000,170754.000,116906.000,145501.000,156892.000,97500.000,115022.000,134372.000
OilAndGasPropertyFullCostMethodGross,69488914.000,69601871.000,69712121.000,69768277.000,69781197.000,69775580.000,69757156.000,69739746.000,69736427.000,69738066.000,69749451.000,69753112.000,69744431.000,69769694.000,69798545.000,69801430.000,69813187.000,68981809.000,69797551.000,69794042.000,69794767.000,69789345.000,69798040.000,69798426.000
OilAndGasPropertyFullCostMethodNet,37337580.000,36607785.000,35965042.000,35269709.000,34425333.000,32647803.000,30256242.000,29254270.000,28638585.000,28206743.000,27658059.000,27173913.000,26584418.000,26123493.000,25645528.000,21776623.000,15175283.000,11231213.000,8051361.000,7101019.000,6826899.000,6302901.000,6199796.000,6093804.000
PartnersCapital,38700828.000,37492946.000,36429329.000,35710069.000,34705087.000,33070089.000,30286917.000,28862087.000,28742843.000,27860160.000,27217616.000,26871671.000,26473184.000,25668083.000,24802876.000,20645971.000,14121249.000,10230557.000,6958459.000,5840111.000,5627112.000,5191902.000,5041036.000,4951987.000
PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,,,859.630,,,,,,,,,,,,,,,,,,,,,
PrepaidTaxes,121.000,34350.000,68807.000,198681.000,5312.000,5000.000,7500.000,10000.000,11053.000,12106.000,3159.000,4212.000,5265.000,6318.000,3159.000,4212.000,5314.000,6416.000,3305.000,4406.000,4471.000,4535.000,193.000,257.000
