,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,18400.000,201100.000,459500.000,582100.000,758000.000
AccruedLiabilitiesCurrent,154500.000,109400.000,108600.000,96900.000,60200.000,100900.000,129800.000,18500.000,11200.000,24700.000,22200.000,23700.000,13900.000,18500.000,14400.000,18300.000,13300.000,22600.000,20000.000,26600.000,23100.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,1962900.000,1660300.000,712000.000,580400.000,477100.000,325400.000,48100.000,-16000.000,-18100.000,-11300.000,-33000.000,-48500.000,-49300.000,-31300.000,40100.000,31800.000,23400.000,16200.000,10600.000,7300.000,4300.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,6882300.000,6954600.000,7386900.000,7480300.000,7574300.000,7668400.000,7571700.000,7674500.000,7777400.000,7880400.000,7255500.000,7363200.000,7469100.000,7576800.000,10238600.000,10385000.000,10531400.000,10029000.000,10164600.000,10233000.000,10303200.000
Assets,48893200.000,46835200.000,43673200.000,41853100.000,40088900.000,38825000.000,29759200.000,28721800.000,27908400.000,26663500.000,25245100.000,25132000.000,24610300.000,23249700.000,12791500.000,12528300.000,12039500.000,6298200.000,6265300.000,6115300.000,6301000.000
AssetsCurrent,6312900.000,5602000.000,3804400.000,3169700.000,2544800.000,2459000.000,2361400.000,2215000.000,2343100.000,1921300.000,1760600.000,2101100.000,2149300.000,1281500.000,1012800.000,915100.000,601700.000,598600.000,452300.000,337500.000,325900.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,0.000,0.000,,,,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,278965400.000,,,,282079000.000,,,,296343800.000,,,,296276500.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,27284400.000,,,,23433600.000,,,,11719000.000,,,,5594500.000,,
CapitalizedCostsSupportEquipmentAndFacilities,,,,,,,5310200.000,,,,5310200.000,,,,5310200.000,,,,5016100.000,,
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,,,,300939600.000,,,,300202400.000,,,,302752600.000,,,,296854900.000,,
Cash,,,,,,,,,,,,,,,,,,,,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,919100.000,993700.000,501700.000,444800.000,275700.000,313400.000,254000.000,400700.000,264200.000,,263300.000,,,,,,0.000,0.000,0.000,,
CashEquivalentsAtCarryingValue,,,,,,,,,,,296000.000,,,,,,,,,,
CashUninsuredAmount,,,,,,,,,,,46000.000,,,,0.000,,,,,,
DerivativeAssetFairValueNet,,,,,198900.000,117800.000,141200.000,,,,,,,,,,,,,,
DerivativeAssets,,,,,,,,,,,,,,,,,,,,110100.000,42000.000
DerivativeAssetsCurrent,,,,,,,,,,,,,,,,,,,,110100.000,42000.000
DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,,,,,,,,,,,,50600.000,,,,,,,,,
DerivativeFairValueOfDerivativeNet,,,,,,,141200.000,98300.000,93200.000,98800.000,60700.000,50600.000,43900.000,57900.000,130900.000,140300.000,109700.000,116600.000,135100.000,,
DueFromRelatedPartiesCurrent,5393800.000,4608300.000,3302700.000,2724900.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesNoncurrent,1767600.000,1389400.000,788900.000,604400.000,,,,,,,,,,,,,,,,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesCashInflows,,,,,,,,,,,,,,,52050600.000,,,,9277500.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesDevelopmentCosts,,,,,,,,,,,,,,,143800.000,,,,101600.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesNetCashFlows,,,,,,,,,,,,,,,23673600.000,,,,3098700.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesProductionCosts,,,,,,,,,,,,,,,28233200.000,,,,6077200.000,,
FutureNetCashFlowsRelatingToProvedOilAndGasReservesTenPercentAnnualDiscountForEstimatedTimingOfCashFlows,,,,,,,,,,,,,,,10427800.000,,,,1015700.000,,
GeneralPartnersCapitalAccount,14248400.000,13902500.000,13101500.000,12809800.000,12483300.000,12265500.000,10549400.000,10352600.000,10234600.000,9933600.000,9846000.000,9929400.000,9828900.000,9393700.000,5262800.000,5136500.000,4933400.000,3748900.000,3581100.000,3452200.000,3438600.000
GeneralPartnersContributedCapital,19000.000,122400.000,123200.000,,,,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,48893200.000,46835200.000,43673200.000,41853100.000,40088900.000,38825000.000,29759200.000,28721800.000,27908400.000,26663500.000,25245100.000,25132000.000,24610300.000,23249700.000,12791500.000,12528300.000,12039500.000,6298200.000,6265300.000,6115300.000,6301000.000
LiabilitiesCurrent,154500.000,109400.000,108600.000,96900.000,60200.000,100900.000,129800.000,18500.000,11200.000,24700.000,22200.000,23700.000,13900.000,36800.000,60200.000,65700.000,80800.000,274500.000,542000.000,652600.000,809700.000
LiabilitiesFairValueDisclosureNonrecurring,,,,,,,,0.000,0.000,,,,0.000,0.000,,0.000,0.000,0.000,,,
LimitedPartnersCapitalAccount,25645100.000,24208400.000,22364200.000,20885700.000,19494000.000,18464800.000,11426000.000,10641000.000,9830900.000,8743800.000,8062800.000,7783300.000,7277500.000,6214000.000,-2862500.000,-3130000.000,-3555800.000,-7783500.000,-8033000.000,-8229800.000,-8254800.000
LimitedPartnersCapitalAccountUnitsOutstanding,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100,23644.100
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,,,,,269316300.000,270289200.000,278965400.000,279833600.000,280749900.000,281577700.000,282079000.000,282525200.000,283086300.000,283579800.000,296343800.000,296507600.000,296660200.000,296808000.000,296276500.000,296310000.000,296392800.000
OilAndGasPropertySuccessfulEffortMethodNet,40812700.000,39843800.000,39079900.000,38079000.000,37128000.000,36153300.000,27284400.000,26416200.000,25493000.000,24665200.000,23433600.000,22987400.000,22425600.000,21928900.000,11719000.000,11555200.000,11402600.000,5678000.000,5594500.000,5561000.000,5478200.000
PartnersCapital,41856400.000,39771200.000,36177700.000,34275900.000,32454400.000,31055700.000,22023500.000,20977600.000,20047400.000,18666100.000,17875800.000,17664200.000,17057100.000,15576400.000,2440400.000,2038300.000,1401000.000,-4018400.000,-4441300.000,-4770300.000,-4811900.000
ProvedOilAndGasPropertySuccessfulEffortMethod,,,,,306444300.000,306442500.000,306249800.000,306249800.000,306242900.000,306242900.000,305512600.000,305512600.000,305511900.000,305508700.000,308062800.000,308062800.000,308062800.000,302486000.000,301871000.000,301871000.000,301871000.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,,,1359900.000,1392500.000,1510300.000,1382200.000,1773900.000,1725100.000,1404300.000,2042000.000,2058200.000,1143000.000,808900.000,618300.000,307200.000,283600.000,317200.000,227400.000,283900.000
