,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-11000.000,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,219000.000,,,,-301000.000,,
CostOfGoodsAndServicesSoldDepreciation,,,,,284000.000,,,,301000.000,308000.000,271000.000
CostOfGoodsSoldDepreciation,268000.000,273000.000,278000.000,281000.000,284000.000,288000.000,302000.000,298000.000,301000.000,308000.000,271000.000
CostOfGoodsSoldDirectLabor,234000.000,211000.000,221000.000,248000.000,213000.000,263000.000,254000.000,274000.000,235000.000,122000.000,129000.000
CostOfGoodsSoldDirectMaterials,291000.000,221000.000,278000.000,224000.000,212000.000,287000.000,378000.000,296000.000,174000.000,178000.000,104000.000
CostOfGoodsSoldOverhead,61000.000,72000.000,63000.000,52000.000,41000.000,49000.000,48000.000,49000.000,45000.000,27000.000,21000.000
CostOfRevenue,854000.000,777000.000,840000.000,805000.000,750000.000,887000.000,982000.000,917000.000,755000.000,635000.000,525000.000
DepreciationAndAmortization,335000.000,,,,368000.000,,,,455000.000,158000.000,160000.000
DepreciationDepletionAndAmortization,67000.000,70000.000,71000.000,80000.000,84000.000,86000.000,85000.000,101000.000,154000.000,,
EarningsPerShareBasic,0.000,-0.010,-0.010,-0.040,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,-0.030,-0.010,0.020,,-0.050,-0.040,-0.080
EarningsPerShareDiluted,0.000,-0.010,-0.010,-0.040,,,,,,,
GainLossOnDispositionOfAssets1,,-2000.000,-11000.000,,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,18000.000,,,,1000.000,0.000,26000.000,22000.000,0.000,43000.000,32000.000
GeneralAndAdministrativeExpense,229000.000,152000.000,264000.000,413000.000,301000.000,224000.000,311000.000,91000.000,443000.000,195000.000,623000.000
GrossProfit,950000.000,643000.000,770000.000,504000.000,517000.000,758000.000,1178000.000,877000.000,406000.000,249000.000,-75000.000
IncomeLossAttributableToParent,,,,,,,,,-832000.000,-554000.000,
IncomeTaxesPaidNet,0.000,,,,0.000,,,,6000.000,,
IncreaseDecreaseInAccountsPayable,78000.000,,,,259000.000,,,,-39000.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,-2000.000,,
IncreaseDecreaseInAccountsReceivable,-388000.000,,,,-168000.000,,,,-425000.000,,
IncreaseDecreaseInAccruedLiabilities,55000.000,,,,119000.000,,,,34000.000,,
IncreaseDecreaseInOtherCurrentAssets,-9000.000,,,,-30000.000,,,,-122000.000,,
InterestExpense,,,,,,,,,,55000.000,54000.000
InterestIncomeExpenseNet,-3000.000,-4000.000,-5000.000,-12000.000,-13000.000,-13000.000,-13000.000,-23000.000,-42000.000,,
InterestPaid,3000.000,,,,13000.000,,,,42000.000,,
LitigationSettlementAmount,,,,,,,,,63000.000,,
NetCashProvidedByUsedInFinancingActivities,-18000.000,,,,-20000.000,,,,687000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-18000.000,,,,-20000.000,,,,687000.000,,
NetCashProvidedByUsedInInvestingActivities,-94000.000,,,,-282000.000,,,,-1266000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-94000.000,,,,-282000.000,,,,-1266000.000,,
NetCashProvidedByUsedInOperatingActivities,101000.000,,,,521000.000,,,,278000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,101000.000,,,,521000.000,,,,278000.000,,
NetIncomeLoss,-66000.000,-173000.000,-178000.000,-449000.000,-473000.000,-108000.000,256000.000,9000.000,-842000.000,-569000.000,-1256000.000
