,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,10000.000,15000.000,30000.000
OperatingExpenses,1019000.000,810000.000,932000.000,940000.000,978000.000,853000.000,909000.000,874000.000,1167000.000,759000.000,1166000.000
OperatingIncomeLoss,-69000.000,-167000.000,-162000.000,-436000.000,-461000.000,-95000.000,269000.000,3000.000,-761000.000,-510000.000,-1241000.000
OperatingLeasesIncomeStatementLeaseRevenue,1760000.000,1411000.000,1566000.000,1277000.000,1249000.000,1333000.000,1407000.000,1520000.000,1093000.000,676000.000,426000.000
OtherIncome,6000.000,0.000,0.000,0.000,1000.000,0.000,0.000,29000.000,-39000.000,0.000,
OtherNonoperatingExpense,,,,,,,,,,4000.000,-9000.000
OtherNonoperatingIncomeExpense,3000.000,-6000.000,-16000.000,-13000.000,-12000.000,-13000.000,-13000.000,6000.000,-81000.000,-59000.000,-45000.000
PaymentsToAcquireOtherPropertyPlantAndEquipment,102000.000,,,,207000.000,,,,135000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,50000.000,,,,127000.000,,,,1170000.000,,
ProceedsFromIssuanceOrSaleOfEquity,0.000,,,,,,,,,,
ProceedsFromNotesPayable,21000.000,,,,51000.000,,,,765000.000,,
ProceedsFromSaleOfOtherProductiveAssets,58000.000,,,,42000.000,,,,39000.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,10000.000,,,,0.000,,
ProfitLoss,,,,,,,,,,,-1286000.000
ProvisionForDoubtfulAccounts,,,,,,,,,95000.000,,
RepaymentsOfNotesPayable,,,,,32000.000,,,,28000.000,,
RepaymentsOfRelatedPartyDebt,39000.000,,,,39000.000,,,,39000.000,,
Revenues,1804000.000,1420000.000,1610000.000,1309000.000,1267000.000,1645000.000,2160000.000,1794000.000,1161000.000,884000.000,450000.000
SalariesAndWages,268000.000,211000.000,202000.000,66000.000,210000.000,165000.000,206000.000,291000.000,209000.000,205000.000,175000.000
SalesRevenueGoodsNet,44000.000,9000.000,44000.000,32000.000,18000.000,312000.000,753000.000,274000.000,59000.000,179000.000,0.000
SalesRevenueNet,1798000.000,1420000.000,1610000.000,1309000.000,1266000.000,1645000.000,2160000.000,1765000.000,1200000.000,884000.000,450000.000
SalesRevenueServicesNet,,,,,,,,,9000.000,29000.000,24000.000
SellingAndMarketingExpense,473000.000,377000.000,395000.000,363000.000,384000.000,378000.000,333000.000,413000.000,361000.000,244000.000,240000.000
ShareBasedCompensation,114000.000,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,0.000,,,,0.000,0.000,0.000
StockOptionPlanExpense,114000.000,,,,51000.000,,,,30000.000,30000.000,30000.000
StockRepurchasedAndRetiredDuringPeriodValue,,,,,,,,,-11000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,15651827.000,15651827.000,15651827.000,-31303654.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,15651827.000,15651827.000,15651827.000,,15632425.000,15632425.000,15632425.000
WeightedAverageNumberOfSharesOutstandingBasic,15651827.000,15651827.000,15651827.000,-31303654.000,,,,,,,
