,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
IncreaseDecreaseInDueToAffiliates,,,-72000.000,,,,-162000.000,,,,132000.000,,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,-307000.000,-216000.000,-50000.000,,,,-165000.000,-46000.000,-34000.000,-81000.000,0.000,,
IncreaseDecreaseInLeasingReceivables,,,-1000.000,,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,42000.000,,,,-3000.000,,,,84000.000,,
IncreaseDecreaseInRestrictedCash,,,-919000.000,,,,-176000.000,,,,0.000,,
IncreaseDecreaseInSecurityDeposits,,,-274000.000,,,,-53000.000,,,,-12000.000,,
InterestAndFeeIncomeLoansLeaseFinancing,1323000.000,1006000.000,770000.000,763000.000,543000.000,397000.000,302000.000,269000.000,171000.000,195000.000,159000.000,112000.000,70000.000
InterestExpense,708000.000,605000.000,584000.000,440000.000,633000.000,692000.000,298000.000,206000.000,154000.000,137000.000,8000.000,0.000,0.000
InterestExpenseRelatedParty,230000.000,203000.000,198000.000,197000.000,197000.000,183000.000,164000.000,157000.000,153000.000,150000.000,141000.000,130000.000,113000.000
InterestPaid,,,528000.000,,,,268000.000,,,,141000.000,,
LateFeeIncomeGeneratedByServicingFinancialAssetsAmount,,,,138000.000,86000.000,,69000.000,53000.000,33000.000,20000.000,18000.000,5000.000,10000.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPManagingMemberOrGeneralPartnerOwnershipInterest,,,,,,,0.010,,,,0.010,,
ManagementFeeAmountPaid,,,,0.000,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-7043000.000,,,,-3585000.000,,,,-361000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-7043000.000,,,,-3585000.000,,,,-361000.000,,
NetCashProvidedByUsedInInvestingActivities,,,7349000.000,,,,3552000.000,,,,866000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,7349000.000,,,,3552000.000,,,,866000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-107000.000,,,,-122000.000,,,,-55000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-107000.000,,,,-122000.000,,,,-55000.000,,
NetIncomeLoss,-1611000.000,-760000.000,-495000.000,-946000.000,-1411000.000,-1390000.000,-1115000.000,347000.000,-141000.000,-570000.000,-89000.000,-562000.000,-245000.000
NetIncomeLossAllocatedToLimitedPartners,-1595000.000,-752000.000,-490000.000,-937000.000,-1397000.000,-1376000.000,-1104000.000,344000.000,-140000.000,-564000.000,-88000.000,-556000.000,-243000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-2.660,-1.270,-0.830,-1.580,-2.360,-2.310,-1.860,0.580,-0.240,-0.950,-0.150,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,,-0.940,-0.410
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnBasicEarningsPerShare,,,,,-0.520,,,,,,,,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,,,,,-312000.000,,,,,,,,
OperatingExpenses,3498000.000,2058000.000,1515000.000,1933000.000,2137000.000,1921000.000,1499000.000,123000.000,692000.000,788000.000,344000.000,698000.000,368000.000
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,157000.000,133000.000,37000.000,23000.000,17000.000,18000.000,5000.000,6000.000,8000.000,2000.000,6000.000,3000.000,2000.000
OperatingLeasesIncomeStatementLeaseRevenue,271000.000,176000.000,47000.000,38000.000,31000.000,21000.000,21000.000,16000.000,13000.000,8000.000,6000.000,5000.000,3000.000
OtherIncome,252000.000,134000.000,156000.000,164000.000,99000.000,95000.000,78000.000,65000.000,38000.000,20000.000,20000.000,8000.000,15000.000
PartnersCapitalAccountDistributions,,,298000.000,,,,295000.000,,,,,,
PartnersCapitalAccountPublicSaleOfUnits,,,,,,,60000000.000,,,,60000000.000,,
PartnersCapitalAccountUnitsSoldInPublicOffering,,,,,,,600000.000,,,,600000.000,,
PaymentsOfCapitalDistribution,,,298000.000,,,,295000.000,,,,0.000,,
PaymentsOfFinancingCosts,,,78000.000,,,,66000.000,,,,0.000,,
ProceedsFromRelatedPartyDebt,,,78000.000,,,,,,,,,,
ProceedsFromSaleOfLoansAndLeasesHeldForInvestment,,,7623000.000,,,,3605000.000,,,,878000.000,,
ProvisionForLoanAndLeaseLosses,1519000.000,504000.000,359000.000,767000.000,1112000.000,810000.000,718000.000,-438000.000,254000.000,202000.000,72000.000,432000.000,163000.000
RelatedPartyCosts,166000.000,168000.000,91000.000,74000.000,59000.000,43000.000,32000.000,25000.000,24000.000,22000.000,21000.000,20000.000,19000.000
RepaymentsOfBankDebt,,,7595000.000,,,,2935000.000,,,,0.000,,
RepaymentsOfRelatedPartyDebt,,,69000.000,,,,465000.000,,,,361000.000,,
Revenues,1887000.000,1298000.000,1020000.000,987000.000,726000.000,531000.000,384000.000,470000.000,551000.000,218000.000,255000.000,136000.000,123000.000
SalesRevenueNet,1635000.000,1164000.000,864000.000,823000.000,627000.000,436000.000,306000.000,405000.000,513000.000,198000.000,235000.000,128000.000,108000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,,,,,,,,,,,592809.000,592809.000
