,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,700000.000,,,,600000.000,,,,900000.000,,,,1100000.000,,,,400000.000,,,,400000.000
AmortizationOfIntangibleAssets,,,,300000.000,300000.000,,,,,,,,,,,,,,,0.000,0.000,,
AssetImpairmentCharges,,,,600000.000,600000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,,,,,500000.000,400000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,3900000.000,,,,-16900000.000,,,,-7800000.000,,,,-7400000.000,,,,1300000.000,,,,6100000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,6000000.000,,,,,,,,0.000,,,,,,,,700000.000,,,,0.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,,,,,82300000.000,,,,-1100000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-400000.000,,,,-1700000.000,,,,-200000.000,,,,-100000.000,,,,1300000.000,,,,0.000
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,,0.030,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,,,,,,,,,0.030,,0.060,0.060,0.060,0.070,0.070,0.070,0.070,0.070,0.070
ComprehensiveIncomeNetOfTax,,,5400000.000,-13100000.000,-11000000.000,-12500000.000,-3600000.000,121900000.000,20900000.000,59000000.000,8200000.000,17900000.000,7300000.000,-7300000.000,4900000.000,23200000.000,18600000.000,7500000.000,24400000.000,8000000.000,8900000.000,-700000.000,8700000.000
CostOfGoodsAndServicesSold,152800000.000,147900000.000,168500000.000,155200000.000,139400000.000,150300000.000,153000000.000,170800000.000,158800000.000,163600000.000,153400000.000,175700000.000,160900000.000,195200000.000,162400000.000,165100000.000,146200000.000,68700000.000,125400000.000,127300000.000,141400000.000,130700000.000,134200000.000
DebtIssuanceCosts,,,,,,,1900000.000,,,,1900000.000,,,,,,,,,,,,
