,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-10-31
AvailableForSaleSecuritiesGrossUnrealizedGains,,918000.000,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,-1012000.000,,,,
CashPeriodIncreaseDecrease,844.000,,,,
EarningsPerShareBasicAndDiluted,0.030,-0.010,0.000,0.010,0.000
ForeignCurrencyTransactionGainBeforeTax,,-11.000,-68.000,,
GainLossOnSaleOfProperties,1534000.000,,,,
GainLossOnSaleOfProperty,-1534000.000,,,,
GeneralAndAdministrativeExpense,4294.000,1221.000,1300.000,1865.000,1181.000
IncomeLossFromContinuingOperations,-59023.000,-45051.000,-32074.000,-388727.000,-7086.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,-32142.000,,
IncomeTaxExpenseBenefit,,,484.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,32410.000,,,,
IncreaseDecreaseInReceivables,7776.000,,,,
InvestmentIncomeInterest,,,,,500.000
LegalFees,3729.000,3343.000,3000.000,3500.000,1000.000
NetCashProvidedByUsedInFinancingActivities,33600.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,33600.000,,,,
NetCashProvidedByUsedInInvestingActivities,-15000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-15000.000,,,,
NetCashProvidedByUsedInOperatingActivities,-17756.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-17756.000,,,,
NetIncomeLoss,1474977.000,-45062.000,-32626.000,-477569.000,-6586.000
OperatingExpenses,59023.000,45051.000,32074.000,388727.000,7086.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,918000.000,,,
OtherIncome,1534000.000,-11.000,,,
OtherOperatingIncomeExpenseNet,,,-68.000,,500.000
PaymentsToAcquireMineralRights,-15000.000,,,,
ProceedsFromIssuanceOfCommonStock,33600.000,,,,
ProfessionalFees,2810.000,4620.000,4377.000,10833.000,3000.000
ProfitLoss,462977.000,872938.000,,,-127276.000
UnrealizedLossOnSecurities,,,,,-120690.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,56095345.000
