,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableCurrent,605000000.000,563000000.000,574000000.000,489000000.000,507000000.000,437000000.000,394000000.000,411000000.000,420000000.000,368000000.000,401000000.000,330000000.000,380000000.000,446000000.000,406000000.000,304000000.000,373000000.000,382000000.000,413000000.000,367000000.000,417000000.000,418000000.000
AccountsReceivableGrossCurrent,,,,,787000000.000,838000000.000,727000000.000,579000000.000,762000000.000,825000000.000,732000000.000,652000000.000,785000000.000,940000000.000,604000000.000,554000000.000,692000000.000,786000000.000,542000000.000,454000000.000,665000000.000,764000000.000
AccountsReceivableNetCurrent,1034000000.000,1026000000.000,767000000.000,584000000.000,769000000.000,823000000.000,718000000.000,569000000.000,751000000.000,808000000.000,718000000.000,635000000.000,772000000.000,923000000.000,589000000.000,539000000.000,680000000.000,770000000.000,533000000.000,447000000.000,658000000.000,751000000.000
AccountsReceivableRelatedPartiesNoncurrent,,,,,,,825000000.000,,,,838000000.000,,,,47000000.000,,,,0.000,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,,132000000.000,157000000.000,94000000.000,82000000.000,111000000.000,134000000.000,108000000.000,115000000.000,145000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,6224000000.000,6551000000.000,5937000000.000,7200000000.000,7600000000.000,7800000000.000,7056000000.000,8500000000.000,8800000000.000,9100000000.000,4065000000.000,4700000000.000,4900000000.000,4200000000.000,2768000000.000,4295000000.000,4456000000.000,4624000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-222000000.000,,,,-47000000.000,-46000000.000,-45000000.000,-45000000.000,-63000000.000,-64000000.000,-64000000.000,-76000000.000,-130000000.000,-130000000.000,-130000000.000,-130000000.000,-126000000.000,-127000000.000,-127000000.000,-128000000.000
AdditionalPaidInCapitalCommonStock,,,7947000000.000,,,,7959000000.000,,,,7962000000.000,,,,7968000000.000,,,,7968000000.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,18000000.000,15000000.000,9000000.000,10000000.000,11000000.000,17000000.000,14000000.000,17000000.000,13000000.000,17000000.000,15000000.000,15000000.000,12000000.000,16000000.000,9000000.000,7000000.000,7000000.000,13000000.000
AssetRetirementObligation,,,,,517000000.000,506000000.000,536000000.000,525000000.000,514000000.000,504000000.000,524000000.000,512000000.000,506000000.000,496000000.000,614000000.000,612000000.000,733000000.000,736000000.000,830000000.000,846000000.000,858000000.000,860000000.000
AssetRetirementObligationCurrent,,,,,51000000.000,48000000.000,84000000.000,76000000.000,68000000.000,60000000.000,84000000.000,66000000.000,49000000.000,33000000.000,54000000.000,58000000.000,61000000.000,65000000.000,66000000.000,60000000.000,56000000.000,51000000.000
AssetRetirementObligationsNoncurrent,,,,,466000000.000,458000000.000,452000000.000,449000000.000,446000000.000,444000000.000,440000000.000,446000000.000,457000000.000,463000000.000,560000000.000,554000000.000,672000000.000,671000000.000,764000000.000,786000000.000,802000000.000,809000000.000
Assets,45072000000.000,44025000000.000,44077000000.000,44194000000.000,43440000000.000,42735000000.000,40970000000.000,40105000000.000,39107000000.000,38690000000.000,36446000000.000,35212000000.000,36598000000.000,35884000000.000,29248000000.000,26548000000.000,26272000000.000,24528000000.000,23330000000.000,23026000000.000,23909000000.000,24700000000.000
AssetsCurrent,4955000000.000,5043000000.000,5303000000.000,5582000000.000,5286000000.000,5005000000.000,5513000000.000,4858000000.000,4173000000.000,4169000000.000,4467000000.000,3480000000.000,5147000000.000,5290000000.000,5083000000.000,4006000000.000,4166000000.000,4508000000.000,4323000000.000,3937000000.000,3410000000.000,4070000000.000
CapitalLeaseObligationsCurrent,,,,,,,12000000.000,,,,52000000.000,,,,5000000.000,,,,3000000.000,,,
CapitalLeaseObligationsNoncurrent,,,,,,,52000000.000,,,,0.000,,,,39000000.000,,,,2000000.000,,,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,,,70000000.000,,,,59000000.000,,,,51000000.000,,,,1000000.000,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,72000000.000,,,,58000000.000,,,,48000000.000,,,,5000000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,14000000.000,,,,10000000.000,,,,6000000.000,,,,3000000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,35000000.000,,,,0.000,,,,0.000,,,,0.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,6000000.000,,,,35000000.000,,,,0.000,,,,0.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,7000000.000,,,,6000000.000,,,,35000000.000,,,,0.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,10000000.000,,,,7000000.000,,,,7000000.000,,,,2000000.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,8000000.000,,,,6000000.000,,,,4000000.000,,,,0.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,64000000.000,,,,52000000.000,,,,44000000.000,,,,5000000.000,,,
CashAndCashEquivalentsAtCarryingValue,780000000.000,838000000.000,826000000.000,1141000000.000,1063000000.000,1112000000.000,1913000000.000,2311000000.000,1563000000.000,1816000000.000,1217000000.000,733000000.000,3402000000.000,3606000000.000,3428000000.000,2437000000.000,2163000000.000,2501000000.000,2286000000.000,1753000000.000,1328000000.000,2566000000.000
CommonStockParOrStatedValuePerShare,,,0.000,,,,0.001,,,,0.001,,,,0.001,,,,0.001,,,
CommonStockSharesAuthorized,,,0.000,,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000
CommonStockSharesOutstanding,,,1679539245.000,,1678739245.000,1680539245.000,1680539245.000,1681908837.000,1669861383.000,1669861383.000,1669861383.000,1669861383.000,1669861383.000,1669861379.000,1669861379.000,1669861379.000,1669861379.000,1669861379.000,1669861379.000,1669861379.000,1669861379.000,1669861379.000
CommonStockValue,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,
ConstructionInProgressGross,,,,,,,465000000.000,,,,361000000.000,,,,464000000.000,,,,323000000.000,,,
