,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,1372000000.000,1554000000.000,1733000000.000,1826000000.000,1941000000.000,2113000000.000,2136000000.000,2041000000.000,2197000000.000,2251000000.000,2278000000.000,2365000000.000,2525000000.000,2727000000.000,3005000000.000,2814000000.000,2424000000.000,2181000000.000,2193000000.000,2019000000.000,1844000000.000,1490000000.000,1543000000.000,1764000000.000,2006000000.000,2166000000.000
AccrualForEnvironmentalLossContingencies,47000000.000,46000000.000,58000000.000,81000000.000,79000000.000,75000000.000,72000000.000,,71000000.000,70000000.000,69000000.000,66000000.000,60000000.000,60000000.000,58000000.000,57000000.000,58000000.000,57000000.000,57000000.000,50000000.000,49000000.000,51000000.000,53000000.000,50000000.000,49000000.000,46000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,6313000000.000,6611000000.000,6842000000.000,7096000000.000,7393000000.000,7514000000.000,7727000000.000,8056000000.000,8381000000.000,8796000000.000,9137000000.000,9480000000.000,10004000000.000,10318000000.000,10656000000.000,11007000000.000,11246000000.000,9340000000.000,9540000000.000,9789000000.000,11976000000.000,10847000000.000,10944000000.000,11198000000.000,11446000000.000,11708000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,3000000.000,3000000.000,1000000.000,1000000.000,,0.000,1000000.000,,2000000.000,2000000.000,1000000.000,,3000000.000,1000000.000,1000000.000,,-6000000.000,-11000000.000,2000000.000,,-65000000.000,-62000000.000,-61000000.000,,-58000000.000,-58000000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,,,,,,,,,,,,,,106000000.000,-62000000.000,67000000.000,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,175000000.000,176000000.000,175000000.000,208000000.000,,194000000.000,193000000.000,241000000.000,237000000.000,235000000.000,233000000.000,-241000000.000,239000000.000,236000000.000,238000000.000,-326000000.000,323000000.000,318000000.000,315000000.000,-221000000.000,221000000.000,220000000.000,220000000.000,-313000000.000,314000000.000,313000000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,-66000000.000,-64000000.000,,,,-67000000.000,-70000000.000,,-68000000.000,-69000000.000,-68000000.000,,-67000000.000,-68000000.000,-70000000.000,,-73000000.000,-75000000.000,-76000000.000,,-78000000.000,-79000000.000,-79000000.000,,-80000000.000,-79000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,-261000000.000,-262000000.000,-309000000.000,-303000000.000,-302000000.000,-300000000.000,-307000000.000,-303000000.000,-303000000.000,-307000000.000,-399000000.000,-402000000.000,-298000000.000,-451000000.000,-363000000.000,-364000000.000,-361000000.000,-360000000.000,-454000000.000,-452000000.000,-450000000.000
AdditionalPaidInCapital,385000000.000,360000000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,430000000.000,455000000.000,478000000.000,424000000.000,455000000.000,486000000.000,485000000.000,367000000.000,401000000.000,415000000.000,410000000.000,244000000.000,299000000.000,309000000.000,309000000.000,176000000.000,243000000.000,274000000.000,279000000.000,253000000.000,184000000.000,201000000.000,222000000.000,131000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,139000000.000,128000000.000,141000000.000,137000000.000,120000000.000,117000000.000,121000000.000,92000000.000,106000000.000,96000000.000,96000000.000,117000000.000,112000000.000,111000000.000,117000000.000,137000000.000,175000000.000,166000000.000,138000000.000,145000000.000,191000000.000,193000000.000,197000000.000,175000000.000,156000000.000,156000000.000
Assets,18990000000.000,19956000000.000,21204000000.000,23677000000.000,24668000000.000,25571000000.000,26312000000.000,27410000000.000,27684000000.000,27418000000.000,27948000000.000,29223000000.000,29256000000.000,30484000000.000,31583000000.000,32240000000.000,30587000000.000,30606000000.000,30248000000.000,36942000000.000,33932000000.000,27737000000.000,26755000000.000,27000000000.000,24885000000.000,25325000000.000
AssetsCurrent,9028000000.000,9540000000.000,10306000000.000,11577000000.000,12018000000.000,12534000000.000,12766000000.000,13086000000.000,13152000000.000,12621000000.000,12890000000.000,13704000000.000,13486000000.000,14165000000.000,14847000000.000,15068000000.000,13825000000.000,15224000000.000,14919000000.000,21609000000.000,19105000000.000,12580000000.000,11760000000.000,11677000000.000,9828000000.000,10260000000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,,,,2800000000.000,2104000000.000,2082000000.000,2115000000.000,,,,,,
AvailableForSaleSecurities,,,,,,,,,,,,373000000.000,378000000.000,281000000.000,280000000.000,103000000.000,105000000.000,93000000.000,89000000.000,96000000.000,98000000.000,101000000.000,96000000.000,92000000.000,92000000.000,102000000.000
AvailableForSaleSecuritiesCurrent,852000000.000,451000000.000,400000000.000,150000000.000,,,,,,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,150000000.000,100000000.000,50000000.000,,398000000.000,418000000.000,277000000.000,273000000.000,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1030000000.000,1438000000.000,1775000000.000,2698000000.000,2655000000.000,2172000000.000,2032000000.000,2484000000.000,2029000000.000,1412000000.000,1491000000.000,2356000000.000,2123000000.000,2360000000.000,2029000000.000,2291000000.000,2294000000.000,2760000000.000,2249000000.000,10077000000.000,9593000000.000,3108000000.000,3289000000.000,4009000000.000,2107000000.000,2139000000.000
CommonStockParOrStatedValuePerShare,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500,2.500
CommonStockSharesAuthorized,2000000000.000,2000.000,2000.000,2000.000,2000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000,2000000000.000
