,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccretionExpenseIncludingAssetRetirementObligations,,,,,,,123.000,,,,,190.000,2478.000
AmortizationOfDebtDiscountPremium,,,,,,,25846.000,,,,180694.000,,
AssetRetirementObligationAccretionExpense,,,,,,,123.000,,,,2113.000,,
AssetRetirementObligationRevisionOfEstimate,,,,,,,,,,,-2025.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,6417.000,,,,-1469.000,,-20042.000,,,,73226.000,,
CostOfGoodsSold,,,,,,-37262.000,-54059.000,-96295.000,-73815.000,,,,
CostOfServicesOilAndGas,,,,,,,,,,,39765.000,10673.000,32569.000
Depletion,,,,,,,30068.000,,,,2363.000,,
Depreciation,,,,,,,2024.000,,,,3778.000,,
EarningsPerShareBasicAndDiluted,-0.003,,-0.000,,-0.000,-0.000,0.000,-0.010,-0.010,-22.900,-0.580,-0.040,
EffectOfExchangeRateOnCash,,,,,,,,,,,-2679.000,,
GainLossOnSaleOfDerivatives,,,,,,,,,,,672876.000,-431283.000,-265972.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,365577.000,-44123.000,-63400.000
GeneralAndAdministrativeExpense,112818.000,4669.000,93103.000,150737.000,30219.000,410670.000,102849.000,379254.000,155362.000,406215.000,2140154.000,892240.000,120149.000
GrossProfit,,,,,,14736.000,-36112.000,-52352.000,-32161.000,124954.000,-3977.000,13566.000,6399.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,,,,,,,,,,,-3895664.000,-1390026.000,-211527.000
IncreaseDecreaseInAccountsPayable,,,,,,,19134.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,125100.000,,,,,,,,,,15252.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,-14820.000,,,,8940.000,,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,-1530.000,,
IncreaseDecreaseInAssetRetirementObligations,,,,,,,,,,,-2025.000,-2025.000,
IncreaseDecreaseInDeferredCompensation,90000.000,,,,30000.000,,,,,,,,
IncreaseDecreaseInInterestPayableNet,1537.000,,,,12450.000,,,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,7605.000,,
InterestExpense,1537.000,2119.000,28516.000,12450.000,12450.000,24900.000,-56824.000,-174743.000,-297415.000,1251776.000,-248117.000,252057.000,300349.000
InterestExpenseDebt,,,,,,,-449181.000,-23767.000,-73438.000,,,,
MarketingExpense,73512.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,120000.000,,,,,,101800.000,,,,41178.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,120000.000,,,,,,101800.000,,,,41178.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,,,141470.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,,,141470.000,,
NetCashProvidedByUsedInOperatingActivities,-113583.000,,,,-1469.000,,-121842.000,,,,-106743.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-113583.000,,,,-1469.000,,-121842.000,,,,-106743.000,,
NetIncomeLoss,-330220.000,-147351.000,-145994.000,-74437.000,-43919.000,-420834.000,-644966.000,-902150.000,-643252.000,-263200.000,-3893330.000,-1334632.000,-182697.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,-2334.000,-55394.000,-28830.000
OperatingExpenses,328683.000,145232.000,117478.000,61987.000,31469.000,,,,,,,,
OperatingIncomeLoss,-328683.000,-145232.000,-117478.000,-61987.000,-31469.000,-395934.000,-138961.000,-431606.000,-187523.000,-281261.000,-2144131.000,-878674.000,-113750.000
OperatingLeasesRentExpenseNet,,,,,,,,,3755.000,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,,,,,-2679.000,-6136.000,14538.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,-3895129.000,-1337181.000,-177800.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,-880.000,-3587.000,-9641.000
OtherExpenses,,,,,,,,,,,,-1145.000,
OtherExtraordinaryGainLoss,,,,,,,-506005.000,-470544.000,-643252.000,,,,
OtherGeneralAndAdministrativeExpense,,,,,,,,379254.000,155362.000,,2140154.000,892240.000,120149.000
ProceedsFromConvertibleDebt,,,,,,,42800.000,,,,30678.000,,
ProceedsFromIssuanceOfDebt,,,,,,,65000.000,,,,,,
ProceedsFromNotesPayable,120000.000,,,,,,,,,,,,
ProfessionalAndContractServicesExpense,136103.000,38188.000,8750.000,1250.000,1250.000,,,,,,,,
RepaymentsOfDebt,,,,,,,,,,,-1000.000,,
ResearchAndDevelopmentExpense,6250.000,12375.000,15625.000,0.000,,,,,,,,,
ResultsOfOperationsIncomeBeforeIncomeTaxes,,,,,,,,,,,-1751533.000,-1390026.000,-211527.000
Revenues,,,,,,51998.000,17947.000,43943.000,41654.000,29825.000,35788.000,24239.000,38968.000
SalesRevenueNet,,,,,,51998.000,17947.000,43943.000,41654.000,29825.000,35788.000,24239.000,38968.000
ShareBasedCompensation,,90000.000,,,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,,,,2059413.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,100000000.000,100000000.000,100000000.000,,100000000.000,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,116576987.000,,,,,6663600.000,30799157.000,790151987.000
WeightedAverageNumberOfSharesOutstandingBasic,100000000.000,100000000.000,100000000.000,-289979726.000,100000000.000,,59000172.000,62846865.000,128436920.000,,,,
