,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,,,,3000000.000,,,,3000000.000,,,
AllocatedShareBasedCompensationExpense,,,,,-2000000.000,3000000.000,3000000.000,-7000000.000,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,4000000.000,,,,6000000.000,,,,6000000.000,,,,5000000.000,,,,5000000.000,,,
AssetImpairmentCharges,,,,,,,,,,,,,,,,,1000000.000,,,,0.000,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,108000000.000,,,,67000000.000,,,,59000000.000,,,,69000000.000,,,,49000000.000,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,,,,,,,1000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6000000.000,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,-182000000.000,,,,-96000000.000,,,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,-8000000.000,-41000000.000,-145000000.000,219000000.000,2000000.000,,,,2000000.000,,,,-3000000.000,,,,-2000000.000,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments,,,,,-13000000.000,24000000.000,-4000000.000,-21000000.000,12000000.000,,,,,,,,,,,,,,,
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,,,,,,,,,,4000000.000,3000000.000,,1000000.000,-1000000.000,12000000.000,-12000000.000,35000000.000,-15000000.000,-2000000.000,-22000000.000,-7000000.000,4000000.000,21000000.000,-13000000.000
ComprehensiveIncomeNetOfTax,,,,,7000000.000,82000000.000,85000000.000,-49000000.000,-28000000.000,185000000.000,46000000.000,78000000.000,66000000.000,-96000000.000,-23000000.000,-269000000.000,7000000.000,-108000000.000,1000000.000,123000000.000,-21000000.000,-11000000.000,-76000000.000,108000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,-1000000.000,2000000.000,0.000,0.000,-1000000.000,-1000000.000,0.000,0.000,1000000.000,-2000000.000,0.000,16000000.000,-2000000.000,0.000,-1000000.000,-8000000.000,0.000,1000000.000,2000000.000,1000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,128000000.000,-101000000.000,-17000000.000,,6000000.000,84000000.000,85000000.000,-49000000.000,-29000000.000,184000000.000,46000000.000,78000000.000,67000000.000,-98000000.000,-23000000.000,-283000000.000,5000000.000,-108000000.000,2000000.000,113000000.000,-21000000.000,-10000000.000,-74000000.000,109000000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,2708000000.000,2549000000.000,2224000000.000,2262000000.000,2202000000.000,2077000000.000,2036000000.000,2162000000.000,2105000000.000,2087000000.000,2112000000.000,2164000000.000,2329000000.000,2483000000.000,2498000000.000,2483000000.000,2400000000.000,2241000000.000,2051000000.000,2035000000.000,1930000000.000,1980000000.000,1924000000.000,2182000000.000
CostsAndExpenses,2977000000.000,2757000000.000,2483000000.000,2717000000.000,2438000000.000,2354000000.000,2307000000.000,2427000000.000,2391000000.000,2378000000.000,2412000000.000,2471000000.000,2621000000.000,2795000000.000,2798000000.000,2771000000.000,2679000000.000,2498000000.000,2332000000.000,2355000000.000,2236000000.000,2423000000.000,2202000000.000,2533000000.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,,,,9000000.000,0.000,
