,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableAndAccruedLiabilities,4796.000,4000.000,15.000,15.000
AccountsReceivableNet,5348.000,6388.000,1635.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-22232.000,-24706.000,-22663.000,-22940.000
AdditionalPaidInCapital,509805.000,509805.000,509805.000,509805.000
Assets,6056.000,6999.000,3084.000,1424.000
AssetsCurrent,5839.000,6999.000,3084.000,1424.000
CashEquivalentsAtCarryingValue,491.000,611.000,1449.000,1424.000
CommonStockValue,5365.000,5365.000,5365.000,5365.000
LiabilitiesAndStockholdersEquity,6056.000,6999.000,3084.000,1424.000
LiabilitiesCurrent,97451.000,108623.000,186311.000,257656.000
LineOfCredit,10362.000,11241.000,,
PropertyPlantAndEquipmentNet,218.000,,,
RetainedEarningsAccumulatedDeficit,-584334.000,-592089.000,-675735.000,-748464.000
StockholdersEquity,-91396.000,-101625.000,-183228.000,-256234.000
