,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdvertisingExpense,,,,,,,,129736.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-413590.000,,,,43151.000,,,,,,,,-104134.000,,,,-106297.000
ComprehensiveIncomeNetOfTax,597786.000,-132852.000,-441833.000,-79582.000,,-515098.000,-809981.000,56695.000,-299242.000,-233999.000,-233381.000,-120775.000,-109652.000,,,,,
Depreciation,,22007.000,22002.000,22009.000,21774.000,21809.000,21734.000,21550.000,13878.000,,,,,,,,,
DepreciationAndAmortization,21882.000,,,,,,,,,,,,,,,,,
DepreciationNonproduction,,,,,,21809.000,,,,,,,,,,,,
EarningsPerShareBasic,0.010,,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.020,,,,,,,,,
EarningsPerShareDiluted,0.010,,,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-127.000,,,,-315.000,,,,,,,,-595.000,,,,-922.000
FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLossIncludedInInvestmentIncome,,152727.000,-138373.000,,,,,,,,,,,,,,,
GainLossOnInvestments,769748.000,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,598683.000,-287012.000,-302141.000,-472508.000,-353867.000,-427210.000,-433530.000,-413959.000,-470731.000,-234646.000,-231714.000,-120878.000,-109844.000,-107263.000,-101022.000,-90301.000,-88655.000,-105966.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,-234646.000,-231714.000,-120878.000,-109844.000,-107263.000,-101022.000,-90301.000,-88655.000,-105966.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-2149.000,,,,290671.000,,,,,,,,2039.000,,,,1411.000
