,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncreaseDecreaseInDeferredRevenue,,,,,,103151.000,,,,,,,,,,,,
IncreaseDecreaseInDeposits,,-21274.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,9916.000,,,,,,,,1685.000,,,,-820.000
IncreaseDecreaseInPrepaidExpense,,-124494.000,,,,,,,,,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,,,19.000,4.000,4.000,2.000,,2.000,,1.000
InterestIncomeExpenseNonoperatingNet,,,,,,,,2.000,,,,,,,,,,
InvestmentIncomeInterest,35101.000,29.000,17.000,11.000,3.000,1.000,,,,,,,,,,,,
MarketableSecuritiesRealizedGainLoss,,,,77339.000,,,,,,,,,,,,,,
MarketableSecuritiesUnrealizedGainLoss,,,,-188955.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,45129.000,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,45129.000,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,,-541.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-541.000,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-412922.000,,,,-1663.000,,,,,,,,-103539.000,,,,-105375.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-412922.000,,,,-1663.000,,,,,,,,-103539.000,,,,-105375.000
NetIncomeLoss,598683.000,-287012.000,,-472508.000,,-427210.000,-433530.000,-413959.000,-470731.000,-234646.000,-231714.000,-120878.000,-109844.000,-107263.000,-101022.000,-90301.000,-88655.000,-105966.000
NonoperatingIncomeExpense,,,,,,,,,,,,,,,2.000,2.000,,
OperatingExpenses,206166.000,287041.000,302158.000,361439.000,464950.000,427211.000,433532.000,413961.000,361896.000,234671.000,231733.000,120882.000,109848.000,107265.000,,,,105967.000
OperatingIncomeLoss,-206166.000,-287041.000,-302158.000,-361439.000,-464950.000,-427211.000,-433532.000,-413961.000,-361896.000,-234671.000,-231733.000,-120882.000,-109848.000,-107265.000,-101024.000,-90303.000,-88656.000,-105967.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,,,,,,,,,,,,,,,,16.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-897.000,1433.000,-1319.000,88199.000,-95753.000,-4033.000,109149.000,183470.000,-290622.000,647.000,-1667.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,-433.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,,103.000,,,,,,-963.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationNetOfTax,,,,,,,,,,,,,192.000,,,,,
OtherComprehensiveIncomeLossTax,,,,,,,,,,,,,,-107866.000,-101465.000,-90285.000,-88731.000,-106929.000
OtherNonoperatingIncomeExpense,,,,536.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,-541.000,,,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfRelatedPartyDebt,,,,,,45129.000,,,,,,,,,,,,
ProfitLoss,,-287012.000,,,,-427210.000,,,,,,,,-107263.000,,,,-105966.000
SellingGeneralAndAdministrativeExpense,184284.000,265034.000,280156.000,339430.000,443176.000,405402.000,411798.000,392411.000,348018.000,234671.000,231733.000,120882.000,109848.000,107265.000,101024.000,90303.000,88656.000,105967.000
WeightedAverageNumberOfDilutedSharesOutstanding,94915855.000,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,,,,,94915852.000,94915852.000,94915852.000,94915852.000,94915852.000,-189831704.000,94915852.000
WeightedAverageNumberOfSharesOutstandingBasic,94915855.000,,,,,,,,,,,,,,,,,
