,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayable,,,,2413201.000,2351542.000,2245329.000,2032597.000,,,,,,,,,,,,,,,
AccountsPayableCurrent,2150552.000,2245149.000,2189873.000,,,,,,,,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,2751894.000,2453441.000,2742238.000,2308611.000,2433534.000,2532039.000,2031767.000,2330940.000,1955898.000,1844032.000,1843418.000,1914342.000,2755230.000,2792693.000,2489795.000
AccountsReceivableNetCurrent,3862602.000,3687238.000,3766299.000,3667086.000,3704913.000,3764702.000,3633247.000,3246712.000,3256432.000,3001381.000,2905918.000,3165396.000,3162301.000,2957485.000,2853000.000,3172939.000,3016545.000,3337486.000,3523731.000,3455396.000,3384968.000,2925080.000
AccruedIncomeTaxesPayable,,,,,2676.000,10314.000,11142.000,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,358706.000,447768.000,324524.000,386229.000,249818.000,425663.000,270080.000,347221.000,388855.000,346834.000,260729.000,342716.000,199527.000,348764.000,280568.000,159468.000,273385.000,51223.000,358787.000,161412.000,286460.000,322373.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-4403016.000,,,,-4821122.000,,,,-5215656.000,,,,,,,-5174462.000,,,
AllowanceForDoubtfulAccountsReceivableCurrent,322383.000,350741.000,370266.000,201349.000,242833.000,289248.000,333139.000,247708.000,269071.000,293188.000,306985.000,325355.000,357250.000,373150.000,392898.000,423076.000,446867.000,366886.000,389050.000,413195.000,437123.000,459700.000
Assets,15141152.000,15014018.000,15402559.000,15270930.000,15238039.000,15367807.000,14930297.000,15104587.000,14900156.000,15135334.000,14413198.000,14295144.000,18275554.000,17676748.000,18002503.000,17127308.000,16866187.000,15568784.000,15272698.000,15297860.000,16358838.000,17721587.000
AssetsCurrent,10758879.000,10607816.000,10827187.000,10654158.000,10714797.000,11041737.000,10693628.000,10879449.000,10748424.000,11133829.000,10428317.000,10378927.000,10720938.000,10241555.000,10461314.000,11421350.000,11301766.000,10087011.000,9754849.000,9910498.000,11105594.000,12312979.000
BuildingsAndImprovementsGross,,,,3745404.000,,,,3746472.000,,,,,,,,,,,,,,
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,127312.000,168588.000,170956.000,175792.000,178260.000,180764.000,183302.000,185876.000,188487.000,191134.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,3636350.000,3552737.000,3509100.000,3419978.000,3374476.000,3328336.000,3281547.000,3234101.000,3185989.000,3137202.000
CapitalLeasedAssetsGross,,,,,,,,,,,,,,,,,,,3800000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,,,,,,94752.000,328384.000,173357.000,173357.000,,,,334950.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,2544.000,355450.000,216694.000,216694.000,,,,362566.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,5088.000,348478.000,204937.000,204937.000,,,,355450.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,54852.000,341648.000,193818.000,193818.000,,,,348478.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,84777.000,334950.000,183302.000,183302.000,,,,341648.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,3607692.000,2666097.000,2666097.000,,,,3245126.000,,,
Cash,,,,,,,170681.000,,,,,,,,,2080775.000,2134140.000,1078406.000,,,,
CashAndCashEquivalentsAtCarryingValue,340962.000,254460.000,218536.000,278263.000,285639.000,405189.000,170681.000,302050.000,220660.000,418378.000,132394.000,332800.000,677829.000,199593.000,341434.000,2080775.000,2134140.000,1078406.000,966183.000,868864.000,1665739.000,3352694.000
