,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccountsPayableCurrent,3524000.000,2349000.000,4315000.000,3443000.000
AccountsReceivableNetCurrent,18432000.000,19896000.000,21540000.000,18899000.000
AccruedLiabilitiesCurrent,14813000.000,17217000.000,16783000.000,16699000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-15141000.000,-16359000.000,-27770000.000,-27777000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,1748000.000,
Assets,610421000.000,609992000.000,612076000.000,610379000.000
AssetsCurrent,42094000.000,39675000.000,35922000.000,34497000.000
AssetsHeldForSaleCurrent,6996000.000,5743000.000,4756000.000,4756000.000
CashAndCashEquivalentsAtCarryingValue,11047000.000,8932000.000,4208000.000,5446000.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,14091000.000,14091000.000,14060000.000,14330000.000
CommonStockSharesOutstanding,14091000.000,14091000.000,14060000.000,14330000.000
CommonStockValue,145401000.000,146177000.000,146498000.000,147904000.000
DeferredRevenueCurrent,7946000.000,8148000.000,8051000.000,8170000.000
DeferredTaxAssetsNetCurrent,1899000.000,2052000.000,2226000.000,2299000.000
DeferredTaxLiabilitiesNoncurrent,55896000.000,55311000.000,49126000.000,48569000.000
EmployeeRelatedLiabilitiesCurrent,6430000.000,8192000.000,7593000.000,7679000.000
Goodwill,45814000.000,45814000.000,45814000.000,45814000.000
IncomeTaxesReceivable,284000.000,177000.000,280000.000,123000.000
Liabilities,337879000.000,,,
LiabilitiesAndStockholdersEquity,610421000.000,609992000.000,612076000.000,610379000.000
LiabilitiesCurrent,47713000.000,50906000.000,44242000.000,43491000.000
LongTermDebtCurrent,15000000.000,15000000.000,7500000.000,7500000.000
LongTermDebtNoncurrent,195000000.000,191250000.000,196875000.000,200000000.000
PensionAndOtherPostretirementDefinedBenefitPlansLiabilitiesNoncurrent,34570000.000,34960000.000,54354000.000,54957000.000
PrepaidExpenseCurrent,3436000.000,2875000.000,2912000.000,2974000.000
RetainedEarningsAccumulatedDeficit,142282000.000,141769000.000,141967000.000,136573000.000
StockholdersEquity,,271587000.000,260695000.000,256700000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,272542000.000,,,
