,2011-09-30
CostOfGoodsSoldOilAndGas,14904.000
DepreciationAndAmortization,67057.000
EarningsPerShareBasic,-0.000
EarningsPerShareDiluted,-0.000
GainLossOnInvestmentsExcludingOtherThanTemporaryImpairments,439.000
GainsLossesOnSalesOfAssets,35856.000
GrossProfit,43537.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-177323.000
InterestExpense,-7300.000
InvestmentIncomeInterest,20842.000
NetIncomeLoss,-177323.000
OilAndGasRevenue,8976.000
OperatingExpenses,373726.000
OperatingIncomeLoss,-330189.000
OtherSalesRevenueNet,13609.000
Revenues,58441.000
SalesRevenueNet,58441.000
SellingGeneralAndAdministrativeExpense,210669.000
ShareBasedGoodsAndNonemployeeServicesTransactionExpense,96000.000
WeightedAverageNumberOfSharesOutstandingBasic,297986687.000
