,2011-06-30,2011-09-30,2011-12-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndOtherAccruedLiabilities,,,,172282.000,102446.000,58670.000,70372.000,79117.000,87495.000,45195.000,53297.000,109399.000,105219.000,134077.000,92319.000,103619.000,94544.000,62400.000,78162.000,110742.000,169004.000,164535.000,180563.000,40044.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,,5618508.000,,,,5618508.000
Assets,15733517.000,13861587.000,,11978644.000,5055323.000,4870056.000,4838287.000,2933132.000,2944437.000,2812235.000,2803351.000,,2752740.000,2701868.000,2658749.000,,2703736.000,2520090.000,2333874.000,2327967.000,2284467.000,2169407.000,2111341.000,1958933.000
AssetsNet,,,,,10786492.000,10983619.000,11217992.000,13140279.000,-13249535.000,-13380722.000,-13511275.000,13733253.000,-13852115.000,-13998044.000,-14122561.000,14244660.000,-14326048.000,-14523485.000,-14705767.000,-14867356.000,-15087098.000,-15268083.000,-15476698.000,-15546422.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,1805894.000,0.000,,7659960.000,105000.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,433398.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,,4369919.000,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,2405591.000,2227095.000,,1811841.000,2744031.000,2708351.000,2692232.000,2568335.000,2579937.000,2424129.000,2435487.000,2421161.000,2401094.000,2342275.000,2303756.000,2309123.000,2326705.000,2130536.000,1947404.000,1943788.000,1888924.000,1771844.000,1709432.000,1513762.000
CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,,,,1948675.000,,2708351.000,2692232.000,2568335.000,2579937.000,2424129.000,2435487.000,2421161.000,2401094.000,2342275.000,2303756.000,2309123.000,2326705.000,2130536.000,,,,,,1585419.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,,250000.000
