,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,5000.000,,,,5000.000,,,
AccountsPayableCurrentAndNoncurrent,,7500.000,11697.000,,,,,,,,,,,
Assets,3012441.000,2944427.000,1530647.000,219878.000,218199.000,200221.000,203412.000,197036.000,192541.000,177266.000,200175.000,161598.000,156184.000,135543.000
CashAndCashEquivalentsAtCarryingValue,3012441.000,2944427.000,1465189.000,219878.000,218199.000,200221.000,203412.000,197036.000,192541.000,177266.000,200175.000,161598.000,156184.000,135543.000
DueToAffiliateCurrentAndNoncurrent,5477490.000,5492709.000,2856571.000,2864506.000,2872441.000,2880376.000,2887841.000,2895071.000,2902301.000,2908734.000,2600276.000,2573981.000,2575313.000,2576645.000
GeneralPartnersCapitalAccount,-802379.000,-803285.000,-494356.000,-259264.000,-259360.000,-259619.000,-259712.000,-259798.000,-259915.000,-260132.000,-256869.000,-256941.000,-257008.000,-257228.000
Liabilities,,,,2864506.000,,,2892841.000,2895071.000,2902301.000,2908734.000,2605276.000,2573981.000,2575313.000,2576645.000
LiabilitiesAndStockholdersEquity,3012441.000,2944427.000,1530647.000,219878.000,218199.000,200221.000,203412.000,197036.000,192541.000,177266.000,200175.000,161598.000,156184.000,135543.000
LimitedPartnersCapitalAccount,-1662670.000,-1752497.000,-843265.000,-2385364.000,-2394882.000,-2420536.000,-2429717.000,-2438237.000,-2449845.000,-2471336.000,-2148232.000,-2155442.000,-2162121.000,-2183874.000
LimitedPartnersCapitalAccountUnitsAuthorized,10000000.000,10000000.000,10000000.000,,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
LimitedPartnersCapitalAccountUnitsIssued,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000,9800600.000
LimitedPartnersCapitalAccountUnitsOutstanding,9795600.000,9795600.000,9795600.000,9775100.000,9775100.000,9775100.000,9775100.000,9768100.000,9768100.000,9768100.000,9762900.000,9762900.000,9762900.000,9762900.000
OtherAssets,,,65458.000,,,,,,,,,,,
OtherInvestments,,,,,,,,1596334.000,,,,174076.000,,
PartnersCapital,-2465049.000,-2555782.000,-1337621.000,-2644628.000,-2654242.000,-2680155.000,-2689429.000,-2698035.000,-2709760.000,-2731468.000,-2405101.000,-2412383.000,-2419129.000,-2441102.000
PartnersCapitalAccountDistributionPerUnitOfLimitedPartnerInterest,10.000,10.000,10.000,,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000
PreferredUnitsPreferredPartnersCapitalAccounts,,,,,,,,-1825519.000,,,,-332349.000,,
RealEstateInvestmentPropertyNet,,,,,,,,0.000,,,,0.000,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,-2644628.000,,,-2689429.000,-2698035.000,-2709760.000,-2731468.000,-2405101.000,-2412383.000,-2419129.000,-2441102.000
