,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,391589.000
ComprehensiveIncomeNetOfTax,,587064.000
CostOfGoodsSold,18829218.000,18158713.000
Depreciation,,357794.000
EarningsPerShareBasic,0.100,0.050
EffectOfExchangeRateOnCashAndCashEquivalents,,-21038.000
ForeignCurrencyTransactionGainLossBeforeTax,,353.000
GainLossOnDispositionOfAssets,,-158683.000
GainLossOnDispositionOfProperty,,-158683.000
GeneralAndAdministrativeExpense,132200.000,205770.000
GrossProfit,2545374.000,1947242.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1830519.000,865951.000
IncomeTaxExpenseBenefit,438058.000,257496.000
IncomeTaxesPaid,,-463019.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,-431414.000
IncreaseDecreaseInAccruedLiabilities,,14328.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,,2322946.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,-1676.000
IncreaseDecreaseInInventories,,481894.000
IncreaseDecreaseInNotesPayableCurrent,,1602052.000
IncreaseDecreaseInNotesReceivables,,-2210865.000
IncreaseDecreaseInOtherReceivables,,39020.000
IncreaseDecreaseInRestrictedCash,,1596228.000
InterestExpense,270504.000,238591.000
InterestPaidNet,,238591.000
InvestmentIncomeInterest,2668.000,37890.000
NetCashProvidedByUsedInFinancingActivities,,-226360.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-226360.000
NetCashProvidedByUsedInInvestingActivities,,-5119485.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-5119485.000
NetCashProvidedByUsedInOperatingActivities,,5758472.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,5758472.000
NetIncomeLoss,1392461.000,608455.000
OperatingExpenses,547274.000,720669.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-21391.000
OtherCostOfOperatingRevenue,2672.000,114436.000
OtherNonoperatingIncomeExpense,100255.000,-1591.000
OtherSalesRevenueNet,88164.000,41220.000
PaymentsToAcquirePropertyPlantAndEquipment,,3046635.000
ProceedsFromShortTermDebt,,1587495.000
ProvisionForDoubtfulAccounts,,284.000
RepaymentsOfShortTermDebt,,1575264.000
Revenues,21374592.000,20105955.000
SalesRevenueNet,21374592.000,20105955.000
SellingAndMarketingExpense,415074.000,514899.000
