,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2015-10-03,2016-01-02,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsNotesAndLoansReceivableNetCurrent,196395000.000,191684000.000,195750000.000,189565000.000,193896000.000,187126000.000,190841000.000,186932000.000,187967000.000,185874000.000,192119000.000,179819000.000,193303000.000,191744000.000,192849000.000,180603000.000,195518000.000,182940000.000,185983000.000,171149000.000
AccountsPayableCurrent,191802000.000,209886000.000,181264000.000,193604000.000,193565000.000,218404000.000,204713000.000,209172000.000,197047000.000,220031000.000,195081000.000,201285000.000,228842000.000,281478000.000,227591000.000,242973000.000,259453000.000,248576000.000,221099000.000,232813000.000
AccruedInsuranceCurrent,,,,,,23626000.000,,,,27564000.000,,,,,,,,,,
AccruedInsuranceNoncurrent,,,,,,36124000.000,,,,41316000.000,,,,,,,,,,
AccruedLiabilitiesCurrent,59448000.000,62047000.000,62750000.000,62595000.000,60857000.000,64285000.000,67000000.000,68203000.000,63891000.000,68564000.000,67293000.000,66989000.000,66031000.000,46287000.000,45733000.000,44733000.000,45834000.000,44331000.000,41564000.000,41195000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,144384000.000,,,,146701000.000,,,,169482000.000,,,,148986000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,,,,,,,-71697000.000,,,,-103705000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-29323000.000,-36340000.000,-35728000.000,-34214000.000,-36438000.000,-60153000.000,-43747000.000,-43544000.000,-45371000.000,-12280000.000,-13656000.000,-14410000.000,-14846000.000,-72230000.000,-72236000.000,-71963000.000,-71649000.000,-103595000.000,-103677000.000,-102842000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,2464000.000,3248000.000,2298000.000,2930000.000,2962000.000,3418000.000,3536000.000,3558000.000,3628000.000,3762000.000,3596000.000,4171000.000,4041000.000,4497000.000,3760000.000,3584000.000,2524000.000,2612000.000
AllowanceForNotesAndLoansReceivableNoncurrent,625000.000,581000.000,598000.000,73000.000,877000.000,877000.000,68000.000,62000.000,47000.000,43000.000,39000.000,,53000.000,54000.000,108000.000,58000.000,20000.000,0.000,0.000,0.000
Assets,911750000.000,923678000.000,912189000.000,909694000.000,900078000.000,920975000.000,897548000.000,894321000.000,900333000.000,913382000.000,904430000.000,915604000.000,925656000.000,964325000.000,808734000.000,790079000.000,797225000.000,781048000.000,773284000.000,755838000.000
AssetsCurrent,471331000.000,482109000.000,468262000.000,458733000.000,453460000.000,461750000.000,444232000.000,437514000.000,447955000.000,462419000.000,457438000.000,457026000.000,468924000.000,620304000.000,465097000.000,445165000.000,461708000.000,456681000.000,458004000.000,437118000.000
AssetsHeldByInsuranceRegulators,,,,,7300000.000,7300000.000,7200000.000,7500000.000,7800000.000,7800000.000,7700000.000,7700000.000,7800000.000,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,,,125904000.000,,,,5429000.000,5429000.000,5429000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,0.000,0.000,0.000,,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,0.000,0.000,0.000,,,,
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,,,,,,,0.000,0.000,0.000,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,21831000.000,8091000.000,13212000.000,15923000.000,50618000.000,35806000.000,39355000.000,45969000.000,18113000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,18750000.000,6484000.000,11631000.000,14238000.000,48584000.000,33000000.000,37727000.000,44632000.000,4683000.000,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,3081000.000,1607000.000,1581000.000,1685000.000,2034000.000,2806000.000,1628000.000,1337000.000,13430000.000,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,650000.000,322000.000,348000.000,244000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,770000.000,391000.000,552000.000,313000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,120000.000,69000.000,204000.000,69000.000,,,,,,,,,,,,
BuildingsAndImprovementsGross,,,,,,142646000.000,,,,142503000.000,,,,,,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,,2097000.000,,,,2891000.000,,
CapitalLeaseObligationsCurrent,,,,,,19000.000,,,,,,,,409000.000,,,,699000.000,,
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,1688000.000,,,,2192000.000,,
CapitalLeasedAssetsGross,,,,,,524000.000,,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,,,,,19000.000,,,,,,,,2097000.000,,,,3021000.000,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,19000.000,,,,,,,,409000.000,,,,755000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,,,,,,,,408000.000,,,,38000.000,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,,,,,,,,436000.000,,,,718000.000,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,,,,,,,,427000.000,,,,755000.000,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,,,,,,,,417000.000,,,,755000.000,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,,,,0.000,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,,,,,,,,0.000,,,,130000.000,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,19000.000,,,,,,,,,,,,,,
CapitalizedComputerSoftwareAccumulatedAmortization,,,,,,,,,,,,,,56800000.000,,,,57900000.000,,
CapitalizedComputerSoftwareNet,,,,,,,,,,,,,,12400000.000,,,,15100000.000,,
