,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,593000.000,,219000.000,,,,469000.000,,,,505000.000
AmortizationOfDebtDiscountPremium,,,,,37000.000,,,,49000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,235000.000,,-194000.000,,,,169000.000,,,,-123000.000
CostOfGoodsAndServicesSold,1561000.000,1524000.000,1737000.000,2359000.000,2793000.000,3425000.000,3311000.000,3397000.000,3548000.000,3688000.000,2450000.000,,1691000.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,,498000.000,,,,
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAccumulatedAmortizationAdjustment,,,-261000.000,,-37000.000,,,,-49000.000,,,,-76000.000
DepreciationAndAmortization,45000.000,36000.000,35000.000,39000.000,38000.000,37000.000,42000.000,28000.000,25000.000,25000.000,18000.000,18000.000,18000.000
EarningsPerShareBasicAndDiluted,-0.020,-0.010,-0.010,-0.010,0.000,-0.010,-0.010,-0.010,-0.000,-0.010,-0.010,-0.010,-0.010
ForeignCurrencyTransactionGainLossBeforeTax,,,2000.000,,2000.000,,,,-1000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1618000.000,-871000.000,-542000.000,-399000.000,-345000.000,-408000.000,-507000.000,-523000.000,-325000.000,-461000.000,-540000.000,-626000.000,-622000.000
IncomeTaxExpenseBenefit,2000.000,1000.000,0.000,2000.000,11000.000,6000.000,3000.000,15000.000,6000.000,5000.000,1000.000,-1000.000,6000.000
IncomeTaxesPaid,,,84000.000,,31000.000,36000.000,43000.000,-75000.000,6000.000,5000.000,11000.000,-11000.000,6000.000
IncomeTaxesPaidNet,,,,,31000.000,,,,6000.000,,,,
IncreaseDecreaseInAccountsPayable,,,170000.000,,-6000.000,,,,77000.000,,,,395000.000
IncreaseDecreaseInAccountsReceivable,,,124000.000,,84000.000,,,,-171000.000,,,,31000.000
IncreaseDecreaseInDeferredRevenue,,,164000.000,,-88000.000,,,,-80000.000,,,,-138000.000
IncreaseDecreaseInInventories,,,7000.000,,0.000,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,,10000.000,,92000.000,,,,-19000.000,,,,11000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,56000.000,,-69000.000,,,,-47000.000,,,,22000.000
IncreaseDecreaseInRestrictedCash,,,-134000.000,,,,,,,,,,
InterestExpense,,,,,175000.000,,,,207000.000,,,,
InterestExpenseDebt,,,132000.000,,,,,,158000.000,,,,180000.000
InterestExpenseDebtExcludingAmortization,,,,,138000.000,,,,158000.000,,,,
InterestExpenseLongTermDebt,,,,,138000.000,,,,,,,,
InterestIncomeExpenseNet,-247000.000,329000.000,459000.000,-416000.000,-207000.000,-198000.000,-279000.000,-214000.000,-242000.000,-379000.000,-416000.000,-419000.000,-318000.000
InterestPaid,,,,,0.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,0.000,,,,1000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,0.000,,,,1000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,,184000.000,,-57000.000,,,,30000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,184000.000,,-57000.000,,,,30000.000,,,,
NetCashProvidedByUsedInOperatingActivities,,,51000.000,,-137000.000,,,,138000.000,,,,-123000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,51000.000,,-137000.000,,,,138000.000,,,,-123000.000
NetIncomeLoss,-1620000.000,-872000.000,-542000.000,-401000.000,-356000.000,-414000.000,-510000.000,-538000.000,-331000.000,-466000.000,-541000.000,-625000.000,-628000.000
OperatingExpenses,3577000.000,2757000.000,2930000.000,3505000.000,3868000.000,4426000.000,4269000.000,4407000.000,4402000.000,4473000.000,3083000.000,2637000.000,2346000.000
OperatingIncomeLoss,-1371000.000,-542000.000,-83000.000,17000.000,-138000.000,-210000.000,-228000.000,-309000.000,-83000.000,-82000.000,-124000.000,-207000.000,-304000.000
OperatingLeasesRentExpenseNet,,,,3150.000,,,,,,,,,1000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,1000.000,,57000.000,,,,0.000,,,,
PaymentsToAcquireShortTermInvestments,,,-51000.000,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,0.000,,0.000,,,,,,,,
ProceedsFromSaleOfRestrictedInvestments,,,,,0.000,,,,30000.000,,,,
ProceedsFromStockOptionsExercised,,,,,,,,,1000.000,,,,
ProvisionForDoubtfulAccounts,,,0.000,,0.000,,,,,,,,
RepaymentsOfLongTermCapitalLeaseObligations,,,0.000,,0.000,,,,,,,,
ResearchAndDevelopmentExpense,459000.000,366000.000,305000.000,274000.000,293000.000,295000.000,303000.000,309000.000,275000.000,235000.000,193000.000,187000.000,145000.000
