,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,8201.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,,-10866.000
BankOwnedLifeInsuranceIncome,,58722.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,12666572.000
ComprehensiveIncomeNetOfTax,,-148208.000
DepreciationAmortizationAndAccretionNet,,432062.000
EarningsPerShareBasicAndDiluted,-0.640,-0.120
FeesAndCommissionsDepositorAccounts,626168.000,527690.000
GainsLossesOnSalesOfOtherRealEstate,-359.000,-15631.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1988549.000,-388583.000
IncomeTaxExpenseBenefit,,0.000
IncomeTaxesPaidNet,,28496.000
IncreaseDecreaseInAccruedInterestReceivableNet,,6954.000
IncreaseDecreaseInDeposits,,4317280.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,28496.000
IncreaseDecreaseInInterestPayableNet,,-331712.000
IncreaseDecreaseInOtherOperatingAssets,,-27298.000
IncreaseDecreaseInOtherOperatingLiabilities,,108890.000
InterestAndDividendIncomeOperating,3919194.000,3480213.000
InterestAndFeeIncomeLoansAndLeases,3304961.000,2821763.000
InterestExpense,754489.000,536316.000
InterestExpenseDeposits,721470.000,503745.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesShortTerm,33019.000,32571.000
InterestIncomeExpenseAfterProvisionForLoanLoss,464705.000,2343897.000
InterestIncomeExpenseNet,3164705.000,2943897.000
InterestIncomeSecuritiesTaxExempt,128210.000,109887.000
InterestIncomeSecuritiesTaxable,432321.000,494364.000
InterestPaid,,868028.000
LaborAndRelatedExpense,1727271.000,1709092.000
MortgageLoanRelatedToPropertySales1,,15120.000
NetCashProvidedByUsedInFinancingActivities,,4317280.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4317280.000
NetCashProvidedByUsedInInvestingActivities,,7302029.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,7302029.000
NetCashProvidedByUsedInOperatingActivities,,1047263.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,1047263.000
NetIncomeLoss,-1988549.000,-388583.000
NoninterestExpense,3433518.000,3599963.000
NoninterestIncome,980264.000,867483.000
NoninterestIncomeOtherOperatingIncome,354096.000,350659.000
OccupancyNet,643233.000,637663.000
OtherComprehensiveIncomeOtherNetOfTax,,240375.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeNetOfTax,,-7172.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,-3694.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,233203.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,120135.000
OtherInterestAndDividendIncome,53702.000,54199.000
OtherNoninterestExpense,806051.000,767787.000
PaymentsForProceedsFromLoansAndLeases,,-4201775.000
PaymentsToAcquireAvailableForSaleSecurities,,5113194.000
PaymentsToAcquireProductiveAssets,,1200.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,5168700.000
ProceedsFromSaleOfAvailableForSaleSecurities,,2834050.000
ProceedsFromSaleOfOtherRealEstate,,211898.000
ProvisionForLoanAndLeaseLosses,2700000.000,600000.000
ShareBasedCompensation,,8201.000
