,2011-12-31,2012-12-31,2013-12-31,2014-12-31
AssetManagementFees1,,,1707147.000,1370886.000
CostsAndExpenses,3339123.000,,2566900.000,2113241.000
FederalIncomeTaxExpenseBenefitContinuingOperations,,0.000,0.000,0.000
GainLossOnInvestments,-24933104.000,,-13832317.000,-46448972.000
GainLossOnSaleOfDerivatives,5259142.000,,-11702014.000,-41853274.000
IncomeTaxExpenseBenefit,,,0.000,0.000
IncomeTaxExpenseBenefitContinuingOperations,,0.000,,
InterestIncomeOperating,36217.000,,17467.000,13878.000
InvestmentIncomeNet,-11120429.000,,-2549433.000,-2099363.000
MarketableSecuritiesRealizedGainLoss,457236.000,,263953.000,115039.000
MarketableSecuritiesUnrealizedGainLoss,-95398.000,,-81633.000,-11383.000
NetIncomeLoss,-36053533.000,,-16381750.000,-48548335.000
NoninterestExpenseDistributionAndServicingFees,165840.000,,105051.000,81469.000
OperatingExpenses,517719.000,,492207.000,445184.000
ProfessionalAndContractServicesExpense,353909.000,,262495.000,215702.000
