,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31
AccountsPayableCurrent,,,3361742.000,,,1248169.000,1209597.000,1064731.000,1186021.000,1057259.000,1166162.000,,1726811.000,2079165.000,2703065.000,2506538.000,1976940.000,2086950.000,1767017.000,1611315.000
AccountsPayableOtherCurrent,,,,,,,113095.000,,,,264146.000,,,,618974.000,,,,517960.000,
AccountsReceivableGrossCurrent,,,,,,,2286599.000,,,,2904344.000,,,,4764513.000,,,,4011970.000,
AccountsReceivableNetCurrent,,,5610328.000,,,4606307.000,2244575.000,2637224.000,2362344.000,2897299.000,2894344.000,,3031469.000,3890872.000,4754757.000,5589856.000,6637968.000,4734856.000,3992214.000,3575613.000
AccruedIncomeTaxesCurrent,,,140977.000,,,,,,,,85023.000,,,,,,,,,
AccruedLiabilitiesCurrent,,,2116755.000,,,,1736357.000,,,,1258765.000,,,,1395341.000,,,,2733847.000,
AccruedSalesCommissionCurrent,,,631221.000,,,490765.000,436732.000,516118.000,452119.000,379287.000,429839.000,,494334.000,448433.000,763463.000,723252.000,606215.000,507874.000,683600.000,684444.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,8138074.000,,,,8837113.000,,,,9577957.000,,,,10325216.000,
AdditionalPaidInCapitalCommonStock,,,7276694.000,,,,7397963.000,7697851.000,7700525.000,7705853.000,7682170.000,,7828858.000,7856645.000,7975397.000,8202776.000,8444597.000,8449239.000,8529542.000,8879578.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,10000.000,,,,9756.000,,,,19756.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,42024.000,,,,,,,,,,,,,
Assets,,,26461897.000,,,24609292.000,25618509.000,24983423.000,26239922.000,26358304.000,27430776.000,,30084166.000,29765633.000,33665108.000,34499230.000,36248421.000,36623318.000,37488299.000,36404696.000
AssetsCurrent,,,20981560.000,,,17141496.000,17343970.000,16219286.000,17108574.000,17302600.000,18561911.000,,21355325.000,21186829.000,24731673.000,25519617.000,26997210.000,27458226.000,27621402.000,26083283.000
