,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AmortizationOfDebtDiscountPremium,36028.000,,,,14700.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,576825.000,,,,,,
CashPeriodIncreaseDecrease,,,,,3247481.000,,
Depreciation,,,,,13657.000,32228.000,
DividendIncomeOperating,,,,,3227.000,,
EarningsPerShareBasicAndDiluted,-0.070,-0.050,-0.050,-0.060,-0.080,-0.190,-0.080
EquipmentExpense,,,,,-297244.000,,
FairValueAdjustmentOfWarrants,31149.000,,,,,,
FairValueAssumptionsExpectedDividendRate,0.000,,,,,,
FairValueAssumptionsExpectedVolatilityRate,1.000,,,,,,
GeneralAndAdministrativeExpense,269525.000,427943.000,250648.000,578320.000,426932.000,1790675.000,419932.000
GrossProfit,,,10155.000,,,,
IncomeLossFromContinuingOperations,,,-918371.000,,-1322297.000,-3530310.000,-1341509.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-1116238.000,-829102.000,-934784.000,-1186162.000,-1373351.000,-3592762.000,
IncomeTaxExpenseBenefit,,,,,,,-5799.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,,,14660.000,,
IncreaseDecreaseInAccruedLiabilities,-72620.000,,,,-8168.000,,
InterestExpense,-36028.000,-20691.000,-16413.000,-41051.000,-54281.000,-62452.000,-52261.000
InterestPaid,,,,,35110.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,642716.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,1086939.000,,,,4199240.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1086939.000,,,,4199240.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,182756.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,182756.000,,
NetCashProvidedByUsedInOperatingActivities,-510114.000,,,,-1134515.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-510114.000,,,,-1134515.000,,
NetIncomeLoss,-1116073.000,-829102.000,-934784.000,-1185779.000,,,
NetIncomeLossAttributableToNoncontrollingInterest,-165.000,-108.000,-120.000,-155.000,-17.000,-17.000,-11.000
NonoperatingIncomeExpense,-36028.000,-20691.000,-16413.000,-41051.000,,,
OperatingExpenses,1090180.000,822396.000,928526.000,1161241.000,,,
OtherExpenses,642716.000,,,,1322297.000,3530310.000,1341509.000
OtherNoncashIncomeExpense,,,,,-51054.000,-62452.000,-1393770.000
PartnersCapitalAccountPublicSaleOfUnitsNetOfOfferingCosts,134750.000,,,,,,
ProceedsFromIssuanceOfCommonStock,525000.000,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,21700000.000,,
ProceedsFromNotesPayable,50000.000,,,,,,
ProfitLoss,-1116238.000,-828994.000,-934664.000,-1186390.000,-1373351.000,-3592762.000,-1399569.000
ResearchAndDevelopmentExpense,820655.000,394453.000,677878.000,582921.000,895365.000,1739635.000,921577.000
Revenues,9970.000,13985.000,13985.000,27970.000,,,
SalariesAndWages,612716.000,,,,203987.000,,
SalesRevenueNet,9970.000,13985.000,13985.000,27970.000,,,
ShareBasedCompensation,30000.000,,,,203987.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,0.015,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsGranted,370000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,50000.000,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGrantDateIntrinsicValue,1.750,,,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,1.000,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,1.000,,,,1.000,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,2.000,,,,2.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedNumberOfShares,-270000.000,,,,-87500.000,,
SharebasedCompensationArrangementBySharebasedPaymentAwardOptionsVestedWeightedAverageGrantDateFairValue,-1.750,,,,1.750,,
StockIssuedDuringPeriodSharesIssuedForServices,15000.000,,,,,,
UnrecognizedTaxBenefitsInterestOnIncomeTaxesExpense,289679.000,,,,290049.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,17020815.000,17800679.000,17981054.000,-35005803.000,18605426.000,19495426.000,19495426.000
