,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccruedLiabilitiesCurrentAndNoncurrent,223.000,,,,,,166.000,,,,,,,,,,,,,,
Assets,67744.000,62724.000,101394.000,78773.000,76439.000,91292.000,94108.000,77547.000,77551.000,58377.000,94637.000,76252.000,110284.000,99686.000,66615.000,696622.000,244623.000,244642.000,244660.000,201764.000,204439.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,169103.000,,,,,,,,169103.000,,,,,,
Cash,28881.000,34788.000,64794.000,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,,,,44664.000,71188.000,88542.000,94108.000,77547.000,77551.000,40554.000,40557.000,20558.000,12558.000,12559.000,12559.000,14559.000,242773.000,242792.000,242810.000,201164.000,203179.000
CashEquivalentsAtCarryingValue,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,,,,,
DueFromAffiliates,,17294.000,,,,,,,,,,,,,,,,,,,
DueToAffiliateCurrentAndNoncurrent,35013.000,,,,,,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,676979.000,687703.000,554490.000,532918.000,314187.000,214112.000,219748.000,226282.000,254144.000,242944.000,292423.000,290666.000,351535.000,365058.000,377996.000,390182.000,41574.000,46151.000,51973.000,21691.000,41757.000
GeneralPartnersCapitalAccount,-3101.000,-3257.000,161812.000,161802.000,163966.000,165113.000,165085.000,164856.000,164577.000,164497.000,164365.000,164199.000,163930.000,163689.000,163229.000,169407.000,87302.000,87257.000,87199.000,87073.000,86899.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,0.000,,,,,,,,,,,,,,,,,
Liabilities,677202.000,687703.000,554490.000,532918.000,314187.000,214112.000,219914.000,226282.000,254144.000,242944.000,292423.000,290666.000,351535.000,365058.000,377996.000,390182.000,41574.000,46151.000,51973.000,21691.000,41757.000
LiabilitiesAndStockholdersEquity,67744.000,62724.000,101394.000,78773.000,76439.000,91292.000,94108.000,77547.000,77551.000,58377.000,94637.000,76252.000,110284.000,99686.000,66615.000,696622.000,244623.000,244642.000,244660.000,201764.000,204439.000
LimitedPartnersCapitalAccount,-606357.000,-621722.000,-614908.000,-615947.000,-401714.000,-287933.000,-290891.000,-313591.000,-341170.000,-349064.000,-362151.000,-378613.000,-405181.000,-429061.000,-474610.000,137033.000,115747.000,111234.000,105488.000,93000.000,75783.000
LimitedPartnersCapitalAccountUnitsAuthorized,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000
LimitedPartnersCapitalAccountUnitsIssued,15600.000,15600.000,15600.000,15600.000,15600.000,15600.000,15593.000,15593.000,15593.000,15588.000,15588.000,15573.000,15573.000,15573.000,15558.000,15558.000,15543.000,15543.000,15543.000,15533.000,15513.000
LimitedPartnersCapitalAccountUnitsOutstanding,15600.000,15600.000,15600.000,15600.000,15600.000,15600.000,15593.000,15593.000,15593.000,15588.000,15588.000,15573.000,15573.000,15573.000,15558.000,15558.000,15543.000,15543.000,15543.000,,15513.000
ManagementFeePayable,,,,,,214112.000,219602.000,,,230925.000,235247.000,239568.000,243889.000,248210.000,252531.000,255503.000,9591.000,11889.000,14187.000,16485.000,18783.000
MembersEquity,,,,,,,2516000.000,,,,2224000.000,,,,2210000.000,,,,1723000.000,,
OtherAssets,3850.000,10642.000,36600.000,34109.000,5251.000,2750.000,,,,17823.000,54080.000,55694.000,97726.000,87127.000,54056.000,1250.000,1850.000,1850.000,1850.000,600.000,1260.000
PartnersCapital,-609458.000,-624979.000,-453096.000,-454145.000,-237748.000,-122820.000,-125806.000,-148735.000,-176593.000,-184567.000,-197786.000,-214414.000,-241251.000,-265372.000,-311381.000,306440.000,203049.000,198491.000,192687.000,180073.000,162682.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-609458.000,-624979.000,-453096.000,-454145.000,-237748.000,-122820.000,-125806.000,-148735.000,-176593.000,-184567.000,-197786.000,-214414.000,-241251.000,-265372.000,-311381.000,306440.000,203049.000,198491.000,192687.000,180073.000,162682.000
