,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
GeneralAndAdministrativeExpense,,2911214.000,2476989.000,2198494.000,,
IncomeLossAttributableToParent,-73960886.000,-24996834.000,-8522626.000,-5191242.000,,
IncomeTaxExpenseBenefit,,,,0.000,0.000,0.000
InterestIncomeOperating,-40509.000,,,,,103855.000
InvestmentIncomeInterest,,-37961.000,1853.000,,,
InvestmentIncomeInvestmentExpense,,,,,,2724190.000
InvestmentIncomeNet,,,,,-7250848.000,-2620335.000
LimitedLiabilityCompanyLLCOrLimitedPartnershipLPMembersOrLimitedPartnersOwnershipInterest,,1.000,1.000,1.000,1.000,
ManagementFeeExpense,,,,,,722227.000
NetIncomeLoss,,,,,-32253641.000,-7410984.000
OperatingExpenses,13754594.000,17908344.000,15481398.000,12391620.000,7292308.000,2852655.000
OtherExpenses,310939.000,242523.000,241734.000,276129.000,267899.000,
PrincipalTransactionsRevenue,,,,,-25002793.000,-4790649.000
ProfessionalFees,,,,,,254009.000
RealizedInvestmentGainsLosses,,,,,-31832074.000,-5245262.000
SellingExpense,,,,4764391.000,,1056765.000
TradingActivityGainsAndLossesNet,-60165783.000,-7050529.000,6956919.000,,,
TradingGainsLosses,,,,7200378.000,,
UnrealizedGainLossOnCommodityContracts,-14750692.000,,,,,
UnrealizedGainLossOnInvestments,,,,,6829281.000,454613.000
