,2011-09-30,2012-03-31
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationNonvestedSharesRequisiteServicePeriodRecognition,,17000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,,8000.000
AdvertisingExpense,35000.000,87000.000
AmortizationOfDeferredLoanOriginationFeesNet,,19000.000
AmortizationOfESOPAward,,14000.000
BankOwnedLifeInsuranceIncome,25000.000,24000.000
ComprehensiveIncomeNetOfTax,,143000.000
CurrentIncomeTaxExpenseBenefit,167000.000,
CustomerRefundableFeesRevenueRecognized,-129000.000,
DepreciationAndAmortization,,68000.000
EarningsPerShareBasic,0.110,0.060
EarningsPerShareDiluted,0.110,0.060
FederalDepositInsuranceCorporationPremiumExpense,26000.000,39000.000
FeesAndCommissionsDepositorAccounts,,132000.000
FeesAndCommissionsMortgageBanking,49000.000,125000.000
GainLossOnSaleOfMortgageLoans,,191000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,284000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,451000.000,233000.000
IncomeTaxExpenseBenefit,,80000.000
IncomeTaxesPaid,,71000.000
IncreaseDecreaseInAccruedInterestReceivableNet,,-18000.000
IncreaseDecreaseInDeposits,,4148000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,217000.000
IncreaseDecreaseInPrepaidExpense,,-36000.000
InformationTechnologyAndDataProcessing,115000.000,121000.000
InterestAndDividendIncomeSecurities,87000.000,63000.000
InterestAndFeeIncomeLoansAndLeases,2486000.000,2251000.000
InterestExpense,581000.000,502000.000
InterestExpenseDeposits,359000.000,283000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesLongTerm,221000.000,218000.000
InterestExpenseFederalHomeLoanBankAndFederalReserveBankAdvancesShortTerm,0.000,
InterestExpenseSecuritiesSoldUnderAgreementsToRepurchase,1000.000,1000.000
InterestIncomeExpenseNet,1992000.000,1819000.000
InterestIncomeFederalFundsSold,,7000.000
InvestmentIncomeInterestAndDividend,2573000.000,2321000.000
LaborAndRelatedExpense,959000.000,1023000.000
LeaseAndRentalExpense,191000.000,
NetCashProvidedByUsedInContinuingOperations,,8044000.000
NetCashProvidedByUsedInFinancingActivities,,4048000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,4048000.000
NetCashProvidedByUsedInInvestingActivities,,3773000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,3773000.000
NetCashProvidedByUsedInOperatingActivities,,223000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,223000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,153000.000
NetInterestIncomeLossAfterProvisionForLoanLosses,1912000.000,1755000.000
NetInvestmentIncomeInsuranceEntityShortTermInvestments,0.000,
NoninterestExpense,1664000.000,1805000.000
NoninterestIncome,203000.000,283000.000
NoninterestIncomeOther,0.000,2000.000
OccupancyNet,,214000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesAdjustmentNetOfTaxPortionAttributableToParent,,-10000.000
OtherComprehensiveIncomeAvailableforsaleSecuritiesTaxPortionAttributableToParent,,5000.000
OtherGeneralAndAdministrativeExpense,244000.000,220000.000
PaymentsForProceedsFromFederalHomeLoanBankStock,,-250000.000
PaymentsForProceedsFromLoansAndLeases,,-4802000.000
PaymentsForRepurchaseOfCommonStock,,8000.000
PaymentsToAcquireAvailableForSaleSecurities,,2072000.000
PaymentsToAcquirePropertyPlantAndEquipment,,13000.000
PaymentsToPurchaseMortgageLoansHeldForSale,,8023000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfAvailableForSaleSecurities,,301000.000
ProceedsFromMaturitiesPrepaymentsAndCallsOfHeldToMaturitySecurities,,191000.000
ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,,-146000.000
ProceedsFromSaleOfLoansHeldForInvestment,,314000.000
ProceedsFromSaleOfMortgageLoansHeldForSale,,8319000.000
ProfessionalFees,94000.000,101000.000
ProvisionForLoanAndLeaseLosses,80000.000,64000.000
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,,21000.000
StockIssuedDuringPeriodSharesRestrictedStockAwardForfeited,,2250.000
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,17506.000
StockIssuedDuringPeriodSharesTreasuryStockReissued,,9758.000
TreasuryStockSharesAcquired,,1370.000
TreasuryStockValueAcquiredCostMethod,,8000.000
WeightedAverageNumberOfDilutedSharesOutstanding,2650369.000,2658235.000
WeightedAverageNumberOfSharesOutstandingBasic,2648460.000,2658065.000
