,2012-03-31
ClearingFeesRevenue,13894.000
CommunicationsInformationTechnologyAndOccupancy,29099.000
CostsAndExpenses,661337.000
DepreciationAndAmortization,3108.000
DistributedEarnings,1617.000
EarningsPerShareBasicAndDiluted,-0.001
FeesAndCommissions,599.000
FeesAndCommissionsOther,338796.000
GeneralAndAdministrativeExpense,44446.000
IncreaseDecreaseInInventories,46439.000
InterestAndDebtExpense,580.000
InvestmentAdvisoryFees,109795.000
InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,107250.000
LaborAndRelatedExpense,187393.000
LossContingencyAccrualCarryingValuePeriodIncreaseDecrease,-54841.000
NetIncomeLossAvailableToCommonStockholdersBasic,-54841.000
OccupancyNet,26189.000
OperatingIncomeLoss,-54841.000
ProfessionalFees,51865.000
Revenues,606496.000
SalesRevenueNet,606496.000
WeightedAverageNumberOfSharesOutstandingBasic,48106415.000
