,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AcceleratedShareRepurchasesSettlementPaymentOrReceipt,,,,,,,200000000.000,,,,,,,,,,,,,,,,,,,
AccountsAndOtherReceivablesNetCurrent,,,,151000000.000,137000000.000,167000000.000,,,,,,,,,,,,,,,,,,,,
AccountsNotesAndLoansReceivableNetCurrent,,,,797000000.000,929000000.000,1027000000.000,1205000000.000,885000000.000,986000000.000,1096000000.000,1260000000.000,884000000.000,1013000000.000,1046000000.000,1187000000.000,852000000.000,858000000.000,903000000.000,980000000.000,744000000.000,781000000.000,729000000.000,859000000.000,693000000.000,707000000.000,802000000.000
AccountsPayableAndAccruedLiabilitiesCurrent,1994000000.000,2258000000.000,2021000000.000,2090000000.000,1863000000.000,1979000000.000,1975000000.000,2142000000.000,1930000000.000,2177000000.000,2175000000.000,2547000000.000,2165000000.000,2587000000.000,2519000000.000,2651000000.000,2369000000.000,2525000000.000,2527000000.000,2645000000.000,2412000000.000,2554000000.000,2627000000.000,2702000000.000,2402000000.000,2697000000.000
AccountsPayableTradeCurrent,,,,1393000000.000,,,,1469000000.000,,,,1768000000.000,,,,1881000000.000,,,,1838000000.000,,,,1951000000.000,,
AccountsReceivableFromSecuritization,,,,113000000.000,,,,216000000.000,,,,233000000.000,,,,19000000.000,,,,10000000.000,,,,9000000.000,,
AccountsReceivableGrossCurrent,,,,,,,,922000000.000,1018000000.000,1139000000.000,1324000000.000,962000000.000,1084000000.000,1137000000.000,1285000000.000,940000000.000,938000000.000,986000000.000,1064000000.000,827000000.000,867000000.000,816000000.000,936000000.000,769000000.000,784000000.000,881000000.000
AccruedIncomeTaxesCurrent,,,,13000000.000,,,,12000000.000,,,,19000000.000,,,,24000000.000,,,,40000000.000,,,,34000000.000,,
AccruedIncomeTaxesNoncurrent,,,,32000000.000,,,,29000000.000,,,,22000000.000,,,,17000000.000,,,,21000000.000,,,,20000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,3597000000.000,,,,3829000000.000,,,,3873000000.000,,,,3595000000.000,,,,3386000000.000,,,,3383000000.000,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,-48000000.000,,,,-12000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,1819000000.000,,,,1954000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-723000000.000,,,,-648000000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,-2590000000.000,,,,-2614000000.000,-2631000000.000,-2616000000.000,-2565000000.000,-2513000000.000,-2495000000.000,-2471000000.000,-2594000000.000,-2765000000.000,-2965000000.000,-2957000000.000,-3089000000.000,-3154000000.000,-3131000000.000,-3235000000.000,-3275000000.000,-3400000000.000,-3261000000.000,-3168000000.000
AdditionalPaidInCapital,,,,863000000.000,,,,668000000.000,,,,431000000.000,,,,407000000.000,,,,426000000.000,,,,446000000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,37000000.000,38000000.000,37000000.000,36000000.000,37000000.000,32000000.000,43000000.000,64000000.000,78000000.000,71000000.000,91000000.000,98000000.000,88000000.000,80000000.000,83000000.000,84000000.000,83000000.000,86000000.000,87000000.000,77000000.000,76000000.000,77000000.000,79000000.000
Assets,7476000000.000,8059000000.000,7599000000.000,6868000000.000,7178000000.000,7224000000.000,7610000000.000,7490000000.000,7701000000.000,7869000000.000,8032000000.000,8030000000.000,7885000000.000,9895000000.000,9817000000.000,9708000000.000,10144000000.000,10359000000.000,10229000000.000,10020000000.000,9940000000.000,9776000000.000,9963000000.000,9599000000.000,9870000000.000,10266000000.000
AssetsCurrent,3070000000.000,3599000000.000,3305000000.000,2603000000.000,2824000000.000,2909000000.000,3053000000.000,2750000000.000,3024000000.000,3172000000.000,3244000000.000,3180000000.000,3079000000.000,3487000000.000,3608000000.000,3624000000.000,3077000000.000,3184000000.000,3262000000.000,3049000000.000,2904000000.000,2958000000.000,3090000000.000,2841000000.000,2888000000.000,3020000000.000
