,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AcceleratedShareRepurchasesInitialPricePaidPerShare,,,,,,,,,,,63.580,,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,,,,,5100000.000,9400000.000,4900000.000,11800000.000,,5000000.000,4200000.000,,8900000.000,-18400000.000,34800000.000,80900000.000,,,,,,,,,
AccrualForEnvironmentalLossContingenciesPayments,,,,,6000000.000,,,,11500000.000,,,,11200000.000,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesPeriodIncreaseDecrease,,,,,-900000.000,,,,-6200000.000,,,,-2300000.000,,,,,,,,,,,,
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,,,,5100000.000,,,,5300000.000,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,4700000.000,,,,4300000.000,,,,3400000.000,,,,1700000.000,,,,-300000.000,,,,
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,5500000.000,7300000.000,,7100000.000,7300000.000,7600000.000,6300000.000,5100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,0.000,215406.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,374400.000,312000.000,251000.000,267000.000,-443800.000,1635000.000,1020000.000,1383000.000,-2338000.000,1900000.000,1300000.000,1200000.000,-3800000.000,700000.000
AssetsFairValueAdjustment,,,,,,,,,,,,,,,,,,,,,,,,,-184700000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,,,,4300000.000,,,,,,,,,,9200000.000
BusinessCombinationProvisionalInformationInitialAccountingIncompleteAdjustmentIntangibles,,,,,300000.000,,,,2100000.000,,,,,,,,,,,,,,,,
BusinessExitCosts,,900000.000,1200000.000,,700000.000,500000.000,500000.000,500000.000,3000000.000,2300000.000,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,11700000.000,,,,24000000.000,,,,5500000.000,,,,9100000.000,,,,3100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-75500000.000,,,,-88100000.000,,,,5500000.000,,,,-30700000.000,,,,-4300000.000,,,,-14300000.000,,,,31900000.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,200000000.000,,,,-15600000.000,,,,0.000,,,,-6200000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-8900000.000,,,,-12000000.000,,,,-12600000.000,,,,-11500000.000,,,,7700000.000,,,,-6900000.000,,,,35100000.000
CommonStockDividendsPerShareDeclared,,,,,0.180,,,,0.135,,,,0.150,,,,0.165,,,,0.165,,,,0.165
ComprehensiveIncomeNetOfTax,,114900000.000,63300000.000,,138400000.000,84800000.000,111600000.000,62500000.000,133300000.000,117800000.000,39200000.000,210600000.000,125300000.000,115600000.000,28100000.000,-135400000.000,-80200000.000,751600000.000,-35200000.000,-228700000.000,111500000.000,52400000.000,105200000.000,-81100000.000,-71300000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,4900000.000,3800000.000,,5600000.000,5000000.000,4800000.000,4300000.000,4000000.000,3900000.000,1800000.000,2800000.000,5100000.000,3400000.000,3300000.000,1000000.000,1300000.000,3700000.000,2400000.000,1700000.000,500000.000,1700000.000,-500000.000,-1100000.000,600000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,119800000.000,67100000.000,,144000000.000,89800000.000,116400000.000,66800000.000,137300000.000,121700000.000,41000000.000,213400000.000,130400000.000,119000000.000,31400000.000,-134400000.000,-78900000.000,755300000.000,-32800000.000,-227000000.000,112000000.000,54100000.000,104700000.000,-82200000.000,-70700000.000
ConsolidationLessThanWhollyOwnedSubsidiaryParentOwnershipInterestChangesPurchaseOfInterestByParent,,,,,,,,,80000000.000,,,,,,,,,,,,,,,,
CostOfRevenue,506900000.000,513400000.000,574700000.000,615500000.000,593400000.000,567400000.000,586900000.000,659400000.000,620500000.000,616500000.000,653000000.000,644400000.000,613300000.000,630200000.000,692200000.000,727000000.000,408700000.000,581300000.000,610400000.000,600700000.000,517400000.000,509000000.000,528200000.000,528000000.000,379800000.000
CostsAndExpenses,,,,,,,,,,,,,,804900000.000,912600000.000,,,,,,,,,,
DeferredIncomeTaxesAndTaxCredits,35600000.000,,,,13000000.000,,,,15200000.000,,,,1300000.000,,,,29300000.000,,,,-1200000.000,,,,4800000.000
