,2011-12-31,2012-12-31
AccumulatedDepreciationDepletionAndAmortizationReclassificationsOfPropertyPlantAndEquipment,,-310000.000
AccumulatedDepreciationDepletionAndAmortizationWritedownOfPropertyPlantAndEquipment,,-3000.000
AdvertisingExpense,,73000.000
AmortizationOfFinancingCosts,22000.000,22000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-111000.000,168000.000
DebtInstrumentPeriodicPayment,,118000.000
Depreciation,1018000.000,1049000.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsPaid,-229000.000,0.000
GeneralAndAdministrativeExpense,174000.000,161000.000
IncreaseDecreaseInAccountsPayable,42000.000,25000.000
IncreaseDecreaseInAccountsReceivable,-14000.000,21000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,0.000,
IncreaseDecreaseInAccruedTaxesPayable,5000.000,6000.000
IncreaseDecreaseInDueToAffiliates,16000.000,-8000.000
IncreaseDecreaseInOtherCurrentAssets,-13000.000,-21000.000
IncreaseDecreaseInOtherCurrentLiabilities,11000.000,128000.000
IncreaseDecreaseInSecurityDeposits,-2000.000,-6000.000
InterestExpenseBorrowings,1145000.000,1135000.000
InterestPaid,1124000.000,1107000.000
NetCashProvidedByUsedInFinancingActivities,-440000.000,-266000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-440000.000,-266000.000
NetCashProvidedByUsedInInvestingActivities,-345000.000,-527000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-345000.000,-527000.000
NetCashProvidedByUsedInOperatingActivities,674000.000,961000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,674000.000,961000.000
NetIncomeLoss,-389000.000,-248000.000
NetIncomeLossAllocatedToGeneralPartners,-46000.000,-29000.000
NetIncomeLossAllocatedToLimitedPartners,-343000.000,-219000.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-4.140,-2.650
OperatingExpenses,1473000.000,1352000.000
OtherIncome,623000.000,576000.000
OtherMaterialNoncashItems,65000.000,22000.000
ProceedsFromContributionsFromAffiliates,170000.000,50000.000
ProceedsFromInsuranceSettlementInvestingActivities,23000.000,8000.000
ProfitLoss,-389000.000,-248000.000
PropertyPlantAndEquipmentAdditions,-368000.000,-535000.000
PropertyPlantAndEquipmentDisposals,,-4000.000
PropertyPlantAndEquipmentTransfersAndChanges,,-310000.000
RealEstateRevenueNet,2948000.000,3049000.000
RealEstateTaxExpense,172000.000,183000.000
RepaymentsOfDebt,-301000.000,-316000.000
RepaymentsOfOtherDebt,-80000.000,0.000
Revenues,3571000.000,3625000.000
SalesRevenueNet,2948000.000,3049000.000
UnusualOrInfrequentItemInsuranceProceeds,22000.000,7000.000
