,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,194000.000,374000.000,,,,,,784000.000
AmortizationOfFinancingCosts,44000.000,44000.000,15000.000,4000.000,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,4300816.000,4783816.000,1596626.000,-8993173.000,2456585.000,2594728.000,9246228.000,-4611884.000,10453018.000
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,3000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,3000.000,,,,72000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,49521000.000,,,,-21336000.000,,,,-4525000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,-10057000.000,-8667000.000,-11143000.000,-13030000.000,-10688000.000
Depreciation,,1000.000,6000.000,,37000.000,36000.000,39000.000,57000.000,61000.000
DerivativeGainLossOnDerivativeNet,1997000.000,1859000.000,-46649000.000,0.000,,,,,
EarningsPerShareBasicAndDiluted,-0.210,-0.150,-2.480,-0.880,-0.380,-0.330,-0.410,-0.480,-0.400
ExtinguishmentOfDebtGainLossNetOfTax,-683000.000,,-3716000.000,,,,,,
FairValueAdjustmentOfWarrants,-267000.000,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,-522000.000,,,,,,,,
GeneralAndAdministrativeExpense,1980000.000,1728000.000,1825000.000,2309000.000,2522000.000,2315000.000,2311000.000,2746000.000,2869000.000
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,217000.000
IncreaseDecreaseInAccountsPayable,154000.000,,,,-257000.000,,,,310000.000
IncreaseDecreaseInAccruedLiabilities,170000.000,,,,730000.000,,,,-2254000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,271000.000,,,,-52000.000,,,,45000.000
InterestExpense,474000.000,564000.000,192000.000,0.000,,,525000.000,,876000.000
InterestPaid,89000.000,,,,,,,,1462000.000
InvestmentIncomeAmortizationOfPremium,,,,,43000.000,,,,71000.000
InvestmentIncomeInterest,,,33000.000,,69000.000,96000.000,120000.000,158000.000,172000.000
MarketableSecuritiesUnrealizedGainLoss,,,,,11000.000,,,,-18000.000
NetCashProvidedByUsedInFinancingActivities,51514000.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,51514000.000,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,0.000,,,,-12343000.000,,,,7094000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,,,-12343000.000,,,,7094000.000
NetCashProvidedByUsedInOperatingActivities,-1993000.000,,,,-8993000.000,,,,-11619000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1993000.000,,,,-8993000.000,,,,-11619000.000
NetIncomeLoss,-1462000.000,-2387000.000,-55961000.000,-8172000.000,-10068000.000,-8684000.000,-11128000.000,-12974000.000,-10670000.000
NetIncomeLossAvailableToCommonStockholdersBasic,-1592000.000,-2387000.000,-55961000.000,-8173000.000,-10068000.000,-8684000.000,-11128000.000,-12974000.000,-10670000.000
OperatingIncomeLoss,-3049000.000,-3682000.000,-5437000.000,-8228000.000,-10137000.000,-8780000.000,-10723000.000,-12239000.000,-9966000.000
OperatingLeasesRentExpenseNet,15000.000,20000.000,22000.000,86000.000,,,66000.000,,84000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,11000.000,17000.000,-15000.000,-56000.000,-18000.000
OtherNoncashExpense,274000.000,,,,,,,,
PaymentsOfDebtIssuanceCosts,1841000.000,,,,,,,,
PaymentsToAcquireProductiveAssets,,,,,15000.000,,,,53000.000
PaymentsToAcquireShortTermInvestments,,,,,24161000.000,,,,12722000.000
PreferredStockDividendsAndOtherAdjustments,130000.000,,,,,,,,
ProceedsFromDebtNetOfIssuanceCosts,18903000.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,38155000.000,,,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,36565000.000,,,,,,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,,,11833000.000,,,,19869000.000
RealizedInvestmentGainsLosses,,,0.000,,0.000,0.000,0.000,0.000,0.000
RepaymentsOfNotesPayable,5800000.000,,,,,,,,
ResearchAndDevelopmentExpense,1069000.000,1954000.000,3612000.000,5919000.000,7615000.000,6465000.000,8412000.000,9493000.000,7097000.000
ShareBasedCompensation,1364000.000,,,,486000.000,,,,784000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,483000000.000,,,,,,,
UnrealizedGainLossOnInvestments,,,0.000,,11000.000,17000.000,-15000.000,-56000.000,-18000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,7677575.000,16327003.000,22573195.000,-28266440.000,26423394.000,26623280.000,26930730.000,-53242229.000,26986318.000
