,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,1018000.000,,,,1018000.000,
LongTermDebtNoncurrent,155100000.000,154845000.000,154590000.000,154336000.000,154081000.000,153827000.000,153318000.000,153063000.000
MembersEquity,135149000.000,135165000.000,135180000.000,135196000.000,135211000.000,135227000.000,135242000.000,199600000.000
MultiemployerPlansCollectiveBargainingArrangementPercentageOfParticipants,0.620,0.620,0.620,,,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,378000.000,,,,132000.000,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,291000.000,,,,73000.000,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,291000.000,,,,76000.000,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,325000.000,,,,79000.000,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,341000.000,,,,115000.000,
OtherAccruedLiabilitiesCurrent,1356000.000,1662000.000,1296000.000,1334000.000,1624000.000,1732000.000,3602000.000,2033000.000
OtherAssetsCurrent,749000.000,592000.000,482000.000,402000.000,771000.000,598000.000,509000.000,478000.000
OtherAssetsNoncurrent,11290000.000,11899000.000,12576000.000,12330000.000,13050000.000,14047000.000,14607000.000,13812000.000
OtherLiabilitiesNoncurrent,1289000.000,1309000.000,850000.000,872000.000,904000.000,931000.000,2435000.000,2406000.000
PartnersCapital,125622000.000,133645000.000,144585000.000,137116000.000,143161000.000,141745000.000,136314000.000,161235000.000
PensionAndOtherPostretirementAndPostemploymentBenefitPlansLiabilitiesNoncurrent,24809000.000,24435000.000,19457000.000,17020000.000,16666000.000,16340000.000,22352000.000,22227000.000
PensionAndOtherPostretirementDefinedBenefitPlansCurrentLiabilities,,,,,,,1041000.000,1041000.000
PropertyPlantAndEquipmentGross,,,342904000.000,,,,358068000.000,
PropertyPlantAndEquipmentNet,303406000.000,304694000.000,306204000.000,311606000.000,309671000.000,307422000.000,307286000.000,308461000.000
RetainedEarningsAccumulatedDeficit,2504000.000,10511000.000,17029000.000,8726000.000,14756000.000,13324000.000,13961000.000,-25476000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,125622000.000,133645000.000,144585000.000,137116000.000,143161000.000,141745000.000,136314000.000,161235000.000
TemporaryEquityCarryingAmountIncludingPortionAttributableToNoncontrollingInterests,23150000.000,23300000.000,23450000.000,23600000.000,23750000.000,29146000.000,34543000.000,
