,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
LiabilitiesAndStockholdersEquity,2075.000,2056.000,20099.000,9907.000,7633.000,5663.000,1945.000,1464007.000,1463994.000,1412312.000,1304603.000,1207135.000,1844858.000,1227441.000,2533281.000,2978814.000,1179896.000,1107038.000,1436681.000
LiabilitiesCurrent,7348.000,8848.000,10165.000,9048.000,9048.000,9248.000,33022.000,75950.000,91648.000,76973.000,52543.000,18671.000,732701.000,93889.000,1475035.000,1950671.000,118159.000,118862.000,486132.000
MarketableSecurities,,,,,,,,,,,,350135.000,353531.000,352775.000,359857.000,257811.000,253795.000,242266.000,255824.000
OperatingLossCarryforwards,,,,,,,,92774.000,108485.000,145492.000,,326413.000,412870.000,13531000.000,13606000.000,13636000.000,,,13714000.000
OtherNotesPayableCurrent,,,,,,,,,,,,3714.000,9684.000,15604.000,23749.000,29825.000,37817.000,43653.000,51817.000
OtherPrepaidExpenseCurrent,,,,,,,,,,,,53775.000,35850.000,10000.000,,,,,
PrepaidExpenseCurrent,,,,,,,1945.000,1944.000,1944.000,5000.000,900.000,53775.000,35850.000,10000.000,0.000,,,,
PropertyPlantAndEquipmentNet,,,,,,,,,,,1955.000,1855.000,1755.000,1655.000,1555.000,1455.000,1355.000,1255.000,1155.000
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,-1326774.000,-14423649.000,-14498955.000,-14529058.000,-14495464.000,-14569025.000,-14606652.000
SharesIssued,,,3015000.000,,,,,,,,,,,,,,,,
StockholdersEquity,-5273.000,-6792.000,9934.000,859.000,-1415.000,-3585.000,-31077.000,1388057.000,1372346.000,1335339.000,1252060.000,1188464.000,1112157.000,1133552.000,1058246.000,1028143.000,1061737.000,988176.000,950549.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5273.000,-6792.000,9934.000,859.000,-1415.000,-3585.000,,,,,,,,,,,,,
