,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-1381000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,,,,,,,,6656000.000,,,,984000.000,
AmortizationOfIntangibleAssets,6394000.000,,,,6599000.000,,,,7664000.000,,,,7552000.000,,,,6905000.000,,,,5782000.000,,,,6182000.000,28918000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,100000.000,100000.000,100000.000,-198740.000,0.000,0.000,0.000,1047734.000,0.000,0.000,16609.000,825745.000,2932.000,0.000,0.000,605545.000,12414.000,21243.000,34473.000,-33667.000,34208.000,16013.000,32633.000,-19919.000,40074.000,0.000
BusinessAcquisitionProFormaEarningsPerShareBasic,0.640,1.690,1.740,0.150,0.970,2.240,2.300,0.740,1.130,2.510,2.530,0.960,1.160,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,0.630,1.660,1.710,0.130,0.950,2.180,2.250,0.740,1.110,2.460,2.470,0.940,1.140,,,,,,,,,,,,,
BusinessAcquisitionProFormaNetIncomeLoss,68316000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaRevenue,1855586000.000,,,,,,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,179115000.000,179877000.000,,100216000.000,228799000.000,235763000.000,76312000.000,116185000.000,257287000.000,257149000.000,95153000.000,115457000.000,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,2354751000.000,2484920000.000,,2136344000.000,2582156000.000,2620207000.000,2250522000.000,2167168000.000,2713889000.000,2959162000.000,2699962000.000,2366556000.000,,,,,,,,,,,,,
BusinessExitCosts,-1422000.000,,,,,,,,128000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-4638000.000,,,,-7203000.000,,,,-248660000.000,,,,-378424000.000,,,,23281000.000,,,,-135196000.000,,,,128015000.000,
CommonStockDividendsPerShareCashPaid,0.365,,,,0.390,,,,0.500,,0.500,,0.550,0.550,0.550,0.550,0.670,0.670,0.670,0.670,0.840,0.840,0.840,0.840,0.850,0.850
ComprehensiveIncomeNetOfTax,89089000.000,191507000.000,107174000.000,-35467000.000,131774000.000,214846000.000,226891000.000,55012000.000,117588000.000,213283000.000,286887000.000,184148000.000,107254000.000,305178000.000,269970000.000,32571000.000,75057000.000,361580000.000,321738000.000,180337000.000,166138000.000,284060000.000,390601000.000,338648000.000,230090000.000,349288000.000
CostOfRevenue,1058178000.000,1331996000.000,1446621000.000,1184342000.000,1226505000.000,1422425000.000,1452944000.000,1226362000.000,1204317000.000,1480310000.000,1551459000.000,1332880000.000,1300655000.000,1633342000.000,1679615000.000,1351437000.000,1317835000.000,1602153000.000,1577733000.000,1282357000.000,1312279000.000,1583732000.000,1643173000.000,1394153000.000,1418247000.000,1998761000.000
DefinedBenefitPlanNetPeriodicBenefitCost,3945000.000,,,,,,,,,,,,,,,,,,,,,,,,,
Depreciation,37332000.000,,,,37884000.000,,,,38892000.000,,,,41408000.000,,,,42500000.000,,,,42895000.000,,,,44595000.000,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,229000.000,6000.000,,,,,,,,,,,,,,,,,,,,,,,,
EarningsPerShareBasic,0.640,1.690,1.740,0.150,0.970,2.230,2.290,0.660,1.130,2.510,2.600,1.170,1.160,3.000,3.420,1.370,1.410,3.780,4.040,2.150,1.610,4.120,4.200,2.400,2.580,3.440
EarningsPerShareDiluted,0.630,1.660,1.710,0.140,0.950,2.170,2.240,0.660,1.110,2.460,2.550,1.140,1.140,2.940,3.350,1.350,1.380,3.700,3.970,2.110,1.570,3.990,4.080,2.350,2.530,3.360
