,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllowanceForLoanAndLeaseLossesForeignCurrencyTranslation,,,,,,,,,,,,,,,14000000.000,,,,-5000000.000,,,,-3000000.000
AllowanceForLoanAndLeaseLossesLoansSold,,,,,,,,,,,,,,,0.000,,,,0.000,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-24000000.000,,,,176000000.000,,,,-185000000.000,,,,290000000.000,,,,7000000.000,,,,-691000000.000
CashDividendsPaidToParentCompany,,,-250000000.000,,,,,,,,,,,,,,,,,,,,
CashFlowHedgeGainLossReclassifiedToEarningsNet,,,,-1000000.000,0.000,,0.000,0.000,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,228000000.000,-65000000.000,197000000.000,132000000.000,38000000.000,51000000.000,234000000.000,148000000.000,140000000.000,177000000.000,-168000000.000,-95000000.000,-266000000.000,239000000.000,-91000000.000,45000000.000,273000000.000,35000000.000,90000000.000,-112000000.000,197000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,3000000.000,2000000.000,2000000.000,4000000.000,3000000.000,5000000.000,4000000.000,5000000.000,2000000.000,2000000.000,2000000.000,3000000.000,1000000.000,2000000.000,-6000000.000,-3000000.000,2000000.000,-1000000.000,1000000.000,-3000000.000,2000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,231000000.000,-63000000.000,199000000.000,136000000.000,41000000.000,56000000.000,238000000.000,153000000.000,142000000.000,179000000.000,-166000000.000,-92000000.000,-265000000.000,241000000.000,-97000000.000,42000000.000,275000000.000,34000000.000,91000000.000,-115000000.000,199000000.000
DepreciationDepletionAndAmortization,,,174000000.000,,,,179000000.000,,,,219000000.000,,,,215000000.000,,,,206000000.000,,,,208000000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,-5000000.000,5000000.000,,-15000000.000,16000000.000,,,,,,,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,,13000000.000,,,,-3000000.000,,,,-3000000.000,,,,-18000000.000,,,,13000000.000,,,,6000000.000
EffectiveIncomeTaxRateContinuingOperations,,,,0.270,0.270,,0.270,0.270,0.270,,0.260,0.270,0.260,,0.280,0.290,0.290,,0.300,0.300,0.310,,0.300
FinancialServicesCosts,,532000000.000,499000000.000,514000000.000,525000000.000,557000000.000,490000000.000,514000000.000,528000000.000,515000000.000,520000000.000,522000000.000,539000000.000,529000000.000,493000000.000,528000000.000,489000000.000,517000000.000,495000000.000,507000000.000,502000000.000,515000000.000,491000000.000
FinancialServicesRevenue,,668000000.000,668000000.000,668000000.000,678000000.000,679000000.000,680000000.000,694000000.000,698000000.000,711000000.000,713000000.000,728000000.000,743000000.000,701000000.000,689000000.000,683000000.000,653000000.000,648000000.000,643000000.000,659000000.000,651000000.000,642000000.000,662000000.000
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,12000000.000,,,,14000000.000,,,,11000000.000,,,,7000000.000,,,,9000000.000
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,22000000.000,,,,52000000.000,,,,23000000.000,,,,38000000.000,,,,24000000.000
FinancingReceivableModificationsPostModificationRecordedInvestment2,,,,,,,,,196000000.000,,46000000.000,59000000.000,173000000.000,81000000.000,81000000.000,48000000.000,96000000.000,113000000.000,40000000.000,169000000.000,118000000.000,60000000.000,113000000.000
FinancingReceivableModificationsPreModificationRecordedInvestment2,,,,,,,,,195000000.000,,48000000.000,69000000.000,175000000.000,80000000.000,84000000.000,48000000.000,110000000.000,112000000.000,52000000.000,183000000.000,152000000.000,67000000.000,124000000.000
FinancingReceivableModificationsSubsequentDefaultRecordedInvestment1,,,,,,,,,1000000.000,,2000000.000,0.000,1000000.000,1000000.000,1000000.000,0.000,0.000,1000000.000,1000000.000,3000000.000,0.000,11000000.000,
GainLossOnSaleOfLoansAndLeases,,,-1000000.000,,,,-1000000.000,,,,1000000.000,,,,0.000,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,152000000.000,126000000.000,170000000.000,144000000.000,153000000.000,124000000.000,187000000.000,158000000.000,165000000.000,208000000.000,188000000.000,206000000.000,197000000.000,162000000.000,187000000.000,150000000.000,153000000.000,129000000.000,145000000.000,148000000.000,146000000.000,122000000.000,167000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,112000000.000,,,,,,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,40000000.000,29000000.000,46000000.000,39000000.000,41000000.000,22000000.000,43000000.000,44000000.000,44000000.000,43000000.000,49000000.000,58000000.000,47000000.000,55000000.000,52000000.000,46000000.000,44000000.000,16000000.000,44000000.000,44000000.000,48000000.000,35000000.000,50000000.000
IncomeTaxReconciliationTaxCreditsOther,,,,,,,7000000.000,,,,,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,6000000.000,,,,-1000000.000,,,,-19000000.000,,,,34000000.000,,,,8000000.000,,,,-2000000.000
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,26000000.000,,,,24000000.000,,,,63000000.000,,,,-16000000.000,,,,17000000.000,,,,43000000.000
IncreaseDecreaseInInterestPayableNet,,,-15000000.000,,,,-29000000.000,,,,-32000000.000,,,,13000000.000,,,,-4000000.000,,,,3000000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,-36000000.000,,,,-50000000.000,,,,-44000000.000,,,,-21000000.000,,,,-33000000.000,,,,-32000000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,,,-2000000.000,,,,0.000,,,,
IncreaseDecreaseInReceivables,,,-6000000.000,,,,-36000000.000,,,,6000000.000,,,,29000000.000,,,,-4000000.000,,,,-65000000.000
IncreaseDecreaseInRestrictedCash,,,-37000000.000,,,,20000000.000,,,,34000000.000,,,,5000000.000,,,,-5000000.000,,,,-1000000.000
InterestExpense,209000000.000,211000000.000,204000000.000,198000000.000,201000000.000,198000000.000,191000000.000,187000000.000,179000000.000,177000000.000,162000000.000,155000000.000,158000000.000,156000000.000,151000000.000,150000000.000,144000000.000,148000000.000,155000000.000,152000000.000,151000000.000,153000000.000,162000000.000
NetCashProvidedByUsedInFinancingActivities,,,359000000.000,,,,475000000.000,,,,315000000.000,,,,64000000.000,,,,916000000.000,,,,724000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,359000000.000,,,,475000000.000,,,,315000000.000,,,,64000000.000,,,,916000000.000,,,,724000000.000
NetCashProvidedByUsedInInvestingActivities,,,-612000000.000,,,,-492000000.000,,,,-793000000.000,,,,-3000000.000,,,,-1226000000.000,,,,-1775000000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-612000000.000,,,,-492000000.000,,,,-793000000.000,,,,-3000000.000,,,,-1226000000.000,,,,-1775000000.000
NetCashProvidedByUsedInOperatingActivities,,,216000000.000,,,,196000000.000,,,,296000000.000,,,,247000000.000,,,,304000000.000,,,,354000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,216000000.000,,,,196000000.000,,,,296000000.000,,,,247000000.000,,,,304000000.000,,,,354000000.000
NetIncomeLoss,107000000.000,93000000.000,120000000.000,104000000.000,109000000.000,99000000.000,141000000.000,111000000.000,118000000.000,160000000.000,136000000.000,146000000.000,148000000.000,105000000.000,133000000.000,104000000.000,109000000.000,114000000.000,100000000.000,102000000.000,97000000.000,85000000.000,115000000.000
NetIncomeLossAttributableToNoncontrollingInterest,5000000.000,4000000.000,4000000.000,1000000.000,3000000.000,3000000.000,3000000.000,3000000.000,3000000.000,5000000.000,3000000.000,2000000.000,2000000.000,2000000.000,2000000.000,0.000,0.000,-1000000.000,1000000.000,2000000.000,1000000.000,2000000.000,2000000.000
OperatingLeasesIncomeStatementDepreciationExpenseOnPropertySubjectToOrHeldForLease,176000000.000,173000000.000,169000000.000,172000000.000,174000000.000,173000000.000,175000000.000,183000000.000,198000000.000,212000000.000,216000000.000,213000000.000,226000000.000,215000000.000,212000000.000,210000000.000,207000000.000,207000000.000,203000000.000,211000000.000,213000000.000,214000000.000,205000000.000
OperatingLeasesIncomeStatementLeaseRevenue,221000000.000,218000000.000,216000000.000,214000000.000,218000000.000,212000000.000,220000000.000,229000000.000,238000000.000,258000000.000,262000000.000,259000000.000,279000000.000,257000000.000,256000000.000,256000000.000,246000000.000,254000000.000,245000000.000,254000000.000,257000000.000,259000000.000,245000000.000
OriginationOfNotesReceivableFromRelatedParties,,,29000000.000,,,,0.000,,,,,,,,50000000.000,,,,55000000.000,,,,0.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,,1000000.000,,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,106000000.000,-167000000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,,,28000000.000,47000000.000,,,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,115000000.000,,3000000.000,30000000.000,-317000000.000,-201000000.000,-400000000.000,134000000.000,-201000000.000,-69000000.000,171000000.000,-71000000.000,-14000000.000,-168000000.000,68000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,1000000.000,,,,-1000000.000,,,,2000000.000,,,,1000000.000,,,,2000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,89000000.000,,-104000000.000,-61000000.000,118000000.000,-12000000.000,4000000.000,32000000.000,-316000000.000,-201000000.000,-402000000.000,136000000.000,-206000000.000,-73000000.000,173000000.000,-68000000.000,-5000000.000,-204000000.000,80000000.000
