,2011-06-30,2011-09-30,2012-03-31
AmortizationOfFinancingCostsAndDiscounts,,,3500000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-29000000.000
ComprehensiveIncomeNetOfTax,,,62000000.000
CostOfGoodsSold,368400000.000,369600000.000,354000000.000
CostOfGoodsSoldDirectLabor,122200000.000,122300000.000,119500000.000
CostOfGoodsSoldDirectMaterials,135400000.000,134900000.000,130000000.000
CostOfGoodsSoldOverhead,110800000.000,112400000.000,104500000.000
CostsAndExpenses,492400000.000,494600000.000,484500000.000
DeferredIncomeTaxExpenseBenefit,,,-6400000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,-400000.000
DepreciationAndAmortization,,,34000000.000
DerivativeInstrumentsLossRecognizedInIncome,,,600000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,17700000.000,18400000.000,
EffectOfExchangeRateOnCashAndCashEquivalents,,,-6200000.000
ForeignCurrencyTransactionGainLossUnrealized,,,300000.000
FranchiseRevenue,148800000.000,156500000.000,
GainLossOnDispositionOfAssets,,,-8900000.000
GainsLossesOnExtinguishmentOfDebt,,,-1100000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,56500000.000,65500000.000,37100000.000
IncomeTaxExpenseBenefit,13700000.000,17400000.000,12100000.000
IncomeTaxesPaid,,,3700000.000
IncreaseDecreaseInAccountsAndNotesReceivable,,,-3400000.000
IncreaseDecreaseInAccountsPayable,,,-9700000.000
IncreaseDecreaseInOtherAccruedLiabilities,,,-5400000.000
IncreaseDecreaseInOtherOperatingCapitalNet,,,-2500000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,9200000.000
InterestExpense,47700000.000,48300000.000,47200000.000
InterestIncomeExpenseNonoperatingNet,-47300000.000,-48000000.000,
InterestPaid,,,23100000.000
InvestmentIncomeInterest,400000.000,300000.000,
NetCashProvidedByUsedInFinancingActivities,,,-67000000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-67000000.000
NetCashProvidedByUsedInInvestingActivities,,,-5800000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-5800000.000
NetCashProvidedByUsedInOperatingActivities,,,50000000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,50000000.000
NetIncomeLoss,42800000.000,48100000.000,25000000.000
OperatingIncomeLoss,103800000.000,113500000.000,85400000.000
OperatingLeasesIncomeStatementLeaseRevenue,28400000.000,29000000.000,
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostNetOfTax,,,200000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,,,6500000.000
OtherComprehensiveIncomeDefinedBenefitPlansTax,,,4200000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,,,3800000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,39300000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,,,200000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,37000000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,-400000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,200000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,-2700000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,1000000.000
OtherOperatingIncomeExpenseNet,-300000.000,3600000.000,-13000000.000
PaymentsForProceedsFromOtherInvestingActivities,,,-300000.000
PaymentsOfDividends,,,17800000.000
PaymentsToAcquirePropertyPlantAndEquipment,,,16600000.000
ProceedsFromLeasesHeldForInvestment,,,3100000.000
ProceedsFromSaleOfProductiveAssets,,,7400000.000
ProvisionForDoubtfulAccounts,,,1300000.000
RepaymentsOfDebt,,,37700000.000
RepaymentsOfLongTermDebt,,,11500000.000
Revenues,596200000.000,608100000.000,569900000.000
SalesRevenueGoodsNet,419000000.000,422600000.000,396200000.000
SalesRevenueNet,596200000.000,608100000.000,569900000.000
SellingGeneralAndAdministrativeExpense,106000000.000,110200000.000,93700000.000
ShareBasedCompensation,,,7300000.000
TranslationAdjustmentForNetInvestmentHedgeIncreaseDecreaseNetOfTax,,,-5900000.000
