,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,-383391.000,,,,22783.000,,,,14904.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,940579.000,,,,-28289.000,,,,-54831.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,448249000000.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,898000000.000,-5840000000.000,-4937000000.000
CostsAndExpensesRelatedParty,31145.000,28560.000,25644.000,19533.000,17675.000,15290.000,20507.000,17045.000,17186.000,16521.000,20371.000,19431.000,23413.000
DepreciationAndAmortization,,,14586.000,14417.000,14417.000,-5869.000,9388.000,9388.000,9388.000,9387.000,9388.000,9388.000,9388.000
DepreciationAndAmortizationDiscontinuedOperations,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,,
DepreciationNonproduction,22068.000,22064.000,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,,36249.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,52727.000,96369.000,457113.000,0.000,0.000,-216282.000,20954.000,12704.000,5683.000,-49110.000,898.000,-5840.000,31312.000
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,0.000,0.000,,156.000,198.000,678.000,472.000,-3343.000,5840.000,-4937.000
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,0.000,0.000,,21110.000,12902.000,6361.000,6362.000,4241.000,0.000,0.000
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,,-82932.000,,,,65147.000,,,,,,
GainLossOnSaleOfProperties,,,,,,,0.000,,,,,,
GainsLossesOnSalesOfInvestmentRealEstate,,,435702.000,,,,,,,,,,
ImpairmentOfRealEstate,,,,,,,,,,,,,148893.000
IncomeLossAttributableToParent,68401.000,118661.000,,,,,,,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerOutstandingLimitedPartnershipUnit,3.360,5.810,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,15674.000,22292.000,-1367.000,2954.000,10823.000,,-6879.000,-6690.000,-899.000,,-7700.000,-8286.000,-160888.000
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,0.770,1.090,,,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,-0.330,-0.040,,-0.380,-0.400,-7.820
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,2.590,4.720,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,,,,,,,,0.630,0.270,,0.050,-0.280,1.340
IncomeLossFromOperationsBeforeExtraordinaryItemsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,0.300,0.230,,-0.330,-0.680,-6.480
IncreaseDecreaseInAccountsPayableRelatedParties,,,28457.000,,,,4127.000,,,,-3752.000,,
IncreaseDecreaseInDeferredRevenue,,,9268.000,,,,9268.000,,,,9268.000,,
InvestmentIncomeInterest,1064.000,2022.000,812.000,2261.000,673.000,511.000,472.000,442.000,410.000,370.000,335.000,300.000,402.000
NetCashProvidedByUsedInOperatingActivities,,,72355.000,,,,36858.000,,,,8102.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,72355.000,,,,36858.000,,,,8102.000,,
NetIncomeLossAllocatedToGeneralPartners,684.000,1525.000,4557.000,30.000,646.000,13751.000,141.000,60.000,48.000,-1042.000,-68.000,-351.000,1045.000
NetIncomeLossAllocatedToLimitedPartners,67717.000,117136.000,451189.000,2924.000,10177.000,-265155.000,13934.000,5954.000,4736.000,-48171.000,-6734.000,-13775.000,-130621.000
OperatingCostsAndExpenses,9818.000,6731.000,7250.000,10767.000,3059.000,2763.000,6021.000,9263.000,3300.000,3130.000,6841.000,8331.000,8161.000
OperatingExpenses,63031.000,57355.000,47480.000,44717.000,35151.000,12184.000,35916.000,35696.000,29874.000,29038.000,36600.000,37150.000,189855.000
OperatingIncomeLoss,14610.000,20270.000,-2179.000,693.000,10150.000,-35633.000,-7351.000,-7132.000,-1309.000,-473.000,-8035.000,-8586.000,-161290.000
OperatingLeasesIncomeStatementLeaseRevenue,77641.000,77625.000,45301.000,45410.000,45301.000,-23449.000,28565.000,28564.000,28565.000,28565.000,28565.000,28564.000,28565.000
OtherDepreciationAndAmortization,,,14586.000,,,,9388.000,,,,9388.000,,
PartnersCapitalAccountDistributions,,,-698583.000,,,,,,,,37072.000,,
PaymentsOfCapitalDistribution,,,,,,,65147.000,,,,62933.000,,
ProceedsFromSaleOfRealEstateHeldforinvestment,,,1566807.000,,,,0.000,,,,,,
ProfitLoss,,,455746.000,2954.000,10823.000,-251404.000,14075.000,6014.000,4784.000,-49213.000,-6802.000,-14126.000,-129576.000
WeightedAverageLimitedPartnershipUnitsOutstanding,,,20166.000,20166.000,20166.000,-40332.000,20166.000,20166.000,20166.000,,20166.000,20166.000,20166.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,20166.000,20166.000,,,,,,,,,,,
