,2011-08-08,2011-12-15,2012-02-10,2012-05-14,2012-06-30
AccountsPayableCurrent,,,,,339000000.000
AccountsReceivableNetCurrent,,,,,513000000.000
AccruedLiabilitiesCurrent,,,,,285000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,1024000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,-44000000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,3000000.000
Assets,,,,,5605000000.000
AssetsCurrent,,,,,1225000000.000
AssetsFairValueDisclosure,,,,,2021000000.000
CapitalLeaseObligations,,,,,91000000.000
CashAndCashEquivalentsAtCarryingValue,,,,,38000000.000
CommonStockholdersEquity,,,,,623000000.000
DebtAndCapitalLeaseObligations,,,,,4524000000.000
DebtInstrumentUnamortizedDiscount,,,,,10000000.000
DeferredTaxAssetsNetCurrent,,,,,61000000.000
DeferredTaxLiabilitiesNoncurrent,,,,,249000000.000
DefinedBenefitPensionPlanLiabilitiesNoncurrent,,,,,73000000.000
EmployeeRelatedLiabilitiesCurrent,,,,,76000000.000
FiniteLivedIntangibleAssetsFairValueDisclosure,,,,,786000000.000
Goodwill,,,,,1635000000.000
InterestPayableCurrent,,,,,64000000.000
InventoryFinishedGoods,,,,,338000000.000
InventoryNet,,,,,568000000.000
InventoryRawMaterialsAndSupplies,,,,,230000000.000
Liabilities,,,,,5555000000.000
LiabilitiesAndStockholdersEquity,,,,,5605000000.000
LiabilitiesCurrent,,,,,660000000.000
LiabilitiesNoncurrent,,,,,4895000000.000
LongTermDebtAndCapitalLeaseObligationsCurrent,,,,,36000000.000
LongTermDebtCurrent,,,,,36000000.000
LongTermDebtNoncurrent,,,,,4488000000.000
MinorityInterest,,,,,3000000.000
OtherAccruedLiabilitiesCurrent,,,,,77000000.000
OtherAssetsMiscellaneousNoncurrent,,,,,3145000000.000
OtherAssetsNoncurrent,,,,,504000000.000
OtherLiabilitiesNoncurrent,,,,,158000000.000
PrepaidExpenseAndOtherAssetsCurrent,,,,,45000000.000
PropertyPlantAndEquipmentFairValueDisclosure,,,,,1235000000.000
PropertyPlantAndEquipmentGross,,,,,2259000000.000
PropertyPlantAndEquipmentNet,,,,,1235000000.000
RestructuringReserve,,,,,7000000.000
RetainedEarningsAccumulatedDeficit,,,,,-532000000.000
SaleLeasebackTransactionDeferredGainGross,,,,,33000000.000
StockholdersEquity,,,,,50000000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,,,50000000.000
