,2011-09-30
ComprehensiveIncomeNetOfTax,474156.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,7522.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,481678.000
CostOfRevenue,4774871.000
DepreciationAndAmortization,129021.000
EarningsPerShareBasicAndDiluted,0.000
GeneralAndAdministrativeExpense,496466.000
GrossProfit,1416423.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1699.000
IncomeTaxExpenseBenefit,36371.000
InterestExpenseDebt,114736.000
NetIncomeLoss,-51825.000
NetIncomeLossAttributableToNoncontrollingInterest,17153.000
NonoperatingIncomeExpense,55414.000
OperatingExpenses,1470138.000
OperatingIncomeLoss,-53715.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,533503.000
OtherNonoperatingIncomeExpense,170150.000
ProfitLoss,-34672.000
Revenues,6191294.000
SalesRevenueNet,6191294.000
SellingAndMarketingExpense,844651.000
