,2011-12-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,135423.000,,,,-17923.000,,,,25098.000,,,,115824.000,,,,144826.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,79566.000,,,,0.000,,,,,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,-219748.000,,,,0.000,,,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,77548.000,,,,0.000,,,,,,,,
CostOfGoodsSold,,,,,,1373155.000,917630.000,,,,,,,,,,,
CostOfRevenue,,,,,,,,,,1161036.000,1308425.000,1219744.000,,1140959.000,955045.000,976272.000,1388220.000,525000.000
DeferredIncomeTaxExpenseBenefit,,64000.000,,,,33000.000,,,,-22000.000,,,,0.000,,,,-80000.000
DepreciationDepletionAndAmortization,,55486.000,,,,27360.000,,,,19585.000,,,,17694.000,,,,24969.000
EarningsPerShareBasic,0.110,0.066,0.010,-0.014,,0.040,1.730,-0.090,0.090,0.010,-0.020,,,0.030,-0.010,-0.070,-0.280,-0.070
EarningsPerShareDiluted,0.064,0.036,0.009,-0.014,,,0.860,,,,,,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,,,0.000,,,,,,,
ExtraordinaryItemNetOfTax,,,,,,,,,,,,,,,-35500.000,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,0.000,,,,,,,,,,,,
GeneralAndAdministrativeExpense,329455.000,297990.000,323705.000,264363.000,330366.000,145862.000,184757.000,136777.000,87418.000,115605.000,96278.000,180033.000,122760.000,136006.000,133921.000,118331.000,138378.000,97018.000
GrossProfit,,,,,,,,,,208739.000,127650.000,291048.000,-939460.000,265778.000,234416.000,17405.000,-445923.000,-22826.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,258059.000,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,159067.000,21924.000,-28716.000,-1000025.000,-57629.000,356786.000,-45438.000,122953.000,24043.000,-56020.000,32685.000,-912054.000,68518.000,36780.000,-157174.000,-258151.000,-184614.000
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,-0.020,0.260,-0.090,0.090,0.010,-0.020,0.010,-0.590,,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,0.130,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,85239.000,2108051.000,0.000,0.000,0.000,0.000,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,,,0.060,1.470,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,,,,0.730,,,,,,,,,,,
IncomeTaxExpenseBenefit,100000.000,64000.000,8000.000,-9000.000,1073000.000,,,,,,,,,,,-63000.000,,
IncreaseDecreaseInAccountsPayable,,-429777.000,,,,-732950.000,,,,115812.000,,,,-126678.000,,,,-54418.000
IncreaseDecreaseInAccountsReceivable,,187825.000,,,,-797479.000,,,,42436.000,,,,100381.000,,,,-374603.000
IncreaseDecreaseInAccruedLiabilities,,-38481.000,,,,148907.000,,,,69601.000,,,,-82418.000,,,,-26084.000
IncreaseDecreaseInDeferredRevenue,,-424095.000,,,,-343350.000,,,,-41103.000,,,,-97703.000,,,,49961.000
IncreaseDecreaseInInventories,,-1053877.000,,,,-552693.000,,,,21068.000,,,,-358203.000,,,,-58999.000
IncreaseDecreaseInOtherOperatingAssets,,15921.000,,,,27642.000,,,,23868.000,,,,-7905.000,,,,4005.000
IncreaseDecreaseInRestrictedCash,,-48834.000,,,,3.000,,,,6.000,,,,0.000,,,,
InterestExpense,127245.000,116036.000,103720.000,83339.000,81999.000,74717.000,55945.000,40454.000,57251.000,44653.000,46214.000,38932.000,25599.000,36249.000,34860.000,33811.000,28159.000,39414.000
InvestmentIncomeInterest,1826.000,3165.000,4883.000,12290.000,8860.000,3.000,78.000,1207.000,287.000,237.000,27.000,7.000,0.000,0.000,918.000,0.000,0.000,
NetCashProvidedByUsedInFinancingActivities,,-62878.000,,,,-294009.000,,,,-40229.000,,,,-62602.000,,,,-89842.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-62878.000,,,,-373575.000,,,,-40229.000,,,,-62602.000,,,,-89842.000
NetCashProvidedByUsedInInvestingActivities,,-9888.000,,,,-222330.000,,,,-4239.000,,,,-4541.000,,,,-4743.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-9888.000,,,,-2582.000,,,,-4239.000,,,,-4541.000,,,,-4743.000
NetCashProvidedByUsedInOperatingActivities,,208189.000,,,,498416.000,,,,69566.000,,,,182967.000,,,,239411.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,208189.000,,,,420868.000,,,,69566.000,,,,182967.000,,,,239411.000
NetIncomeLoss,158059.000,95067.000,13924.000,-19716.000,-2073025.000,50610.000,2485837.000,-123438.000,117523.000,15043.000,-34020.000,18685.000,-841004.000,41518.000,-13720.000,-94174.000,-402151.000,-104614.000
NonoperatingIncomeExpense,-125419.000,-112871.000,-98837.000,-71049.000,-295522.000,-74714.000,384133.000,-39247.000,-56964.000,-44416.000,-46187.000,-38925.000,177350.000,-36249.000,-33942.000,-33811.000,349413.000,-39414.000
OperatingExpenses,2561320.000,3681982.000,3194633.000,1876450.000,-7147981.000,1540416.000,1152118.000,1145001.000,-3136419.000,140280.000,137483.000,219438.000,149944.000,161011.000,163694.000,140768.000,161641.000,122374.000
OperatingIncomeLoss,383478.000,271938.000,120761.000,42333.000,-704503.000,17085.000,-27347.000,-6191.000,179917.000,68459.000,-9833.000,71610.000,-1089404.000,104767.000,70722.000,-123363.000,-607564.000,-145200.000
OtherSalesRevenueNet,2036.000,168.000,334.000,1115.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,22864.000,,,,2579.000,,,,4233.000,,,,4541.000,,,,4743.000
ProceedsFromRepaymentsOfLinesOfCredit,,-62878.000,,,,,,,,,,,,,,,,
Revenues,2944798.000,3953920.000,3315394.000,1918783.000,3568957.000,1557501.000,1124771.000,1138810.000,1456755.000,1369775.000,1436075.000,1510792.000,,1406737.000,1189461.000,993677.000,942297.000,502174.000
SalesRevenueNet,2944798.000,3953920.000,3315394.000,1918783.000,3568957.000,1557501.000,1124771.000,1138810.000,1456755.000,1369775.000,1436075.000,1510792.000,,1406737.000,1189461.000,993677.000,942297.000,502174.000
SellingAndMarketingExpense,128112.000,83519.000,89125.000,87167.000,,21399.000,49731.000,37533.000,37639.000,24675.000,41205.000,39405.000,27184.000,25005.000,29773.000,22437.000,23263.000,25356.000
WeightedAverageNumberOfDilutedSharesOutstanding,2711503.000,3031503.000,3031503.000,,,,2890844.000,,,,1431503.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,1431503.000,,1431503.000,,1431503.000,,1431503.000,,1431503.000,1431503.000,1431503.000,-2863006.000,1431503.000
WeightedAverageNumberOfSharesOutstandingBasic,1431503.000,1431503.000,1431503.000,1431503.000,,,1431503.000,,,,1431503.000,,,,,,,
