,2012-03-31,2013-12-31
AccountsPayableCurrentAndNoncurrent,7885.000,6865.000
AccruedFeesAndOtherRevenueReceivable,58570.000,88712.000
AccruedLiabilities,21656.000,
AccruedLiabilitiesCurrentAndNoncurrent,28518.000,24848.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,6189257.000
AllowanceForDoubtfulAccountsReceivable,,25702.000
Assets,2741263.000,2764199.000
BuildingsAndImprovementsGross,,6151372.000
CapitalLeasedAssetsGross,,70047.000
CashAndCashEquivalentsAtCarryingValue,461220.000,460023.000
DeferredRevenue,42253.000,32492.000
DividendsPayableCurrentAndNoncurrent,181818.000,181818.000
DueToRelatedPartiesCurrentAndNoncurrent,,34932.000
EquityMethodInvestmentSummarizedFinancialInformationAssets,,680132.000
EquityMethodInvestmentSummarizedFinancialInformationLiabilities,,17982.000
EquityMethodInvestments,194101.000,
GeneralPartnersCapitalAccount,-80329.000,-79844.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,198031.000
Land,,1969877.000
Liabilities,317374.000,291872.000
LiabilitiesAndPartnersCapital,2741263.000,
LiabilitiesAndStockholdersEquity,,2764199.000
LimitedPartnersCapitalAccount,2504218.000,2552171.000
LimitedPartnersCapitalAccountUnitsOutstanding,,24000.000
OtherAssets,14500.000,15394.000
OtherLiabilities,35244.000,10917.000
PartnersCapital,2423889.000,2472327.000
PrepaidAdvertising,5695.000,0.000
PropertyPlantAndEquipmentGross,,8191296.000
PropertyPlantAndEquipmentNet,2007177.000,2002039.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,2472327.000
