,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsAndOtherReceivablesNetCurrent,5967046.000,6331156.000,7188309.000,6370882.000,7019463.000,7517934.000,7057649.000,4472459.000,4966338.000,,,,,,,,,,,,,
AccountsPayableCurrent,56673.000,45376.000,73011.000,50949.000,86772.000,46259.000,59921.000,121219.000,47314.000,353427.000,389357.000,164938.000,836792.000,989363.000,1369166.000,1058665.000,1783929.000,1966547.000,3148272.000,2585207.000,3917747.000,2334000.000
AccountsReceivableGross,,,,,,,,,,,,,1509736.000,2244861.000,3579674.000,4670122.000,5479437.000,7980682.000,9825142.000,12583233.000,11690495.000,10085861.000
AccountsReceivableGrossCurrent,,,,7912772.000,8921203.000,9076705.000,8628028.000,6203951.000,6085940.000,,,,,,,,,,,,,
AccountsReceivableNet,,,,,,,,,,,,,128834.000,168441.000,413156.000,366523.000,752159.000,851214.000,1081634.000,1382465.000,2181787.000,2120401.000
AccountsReceivableNetCurrent,,,,,,,,,,12087.000,19394.000,25641.000,128834.000,168441.000,413156.000,366523.000,752159.000,851214.000,1081634.000,1382465.000,2181787.000,2120401.000
AccruedLiabilitiesCurrent,39734.000,29609.000,33134.000,70604.000,59252.000,33882.000,25382.000,90777.000,55412.000,31386.000,116644.000,127481.000,197584.000,204199.000,279353.000,260101.000,487120.000,783672.000,378168.000,397506.000,259104.000,405086.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,215517.000,220066.000,224229.000,232723.000,239748.000,258391.000,273379.000,291787.000,300515.000,420601.000,525393.000,651642.000,808617.000,999000.000,1221232.000,1480201.000,1774818.000,2111127.000,2481594.000
AdditionalPaidInCapital,7464211.000,7465386.000,7470522.000,7488719.000,7496693.000,7500835.000,7545982.000,7553232.000,8545914.000,8781962.000,12935865.000,15335324.000,14513433.000,23073127.000,23103496.000,23133396.000,23208629.000,23229067.000,21781237.000,22286375.000,22298439.000,22321329.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,1380902.000,2076420.000,3166518.000,4303599.000,4727278.000,7129468.000,8743508.000,11200768.000,9508708.000,7965460.000
