,2011-04-02,2011-07-02,2011-10-01,2011-12-31,2012-03-31,2012-06-30,2012-09-29,2012-12-31,2013-03-30,2013-06-29,2013-09-28,2013-12-31,2014-03-29,2014-06-28,2014-09-27,2014-12-31,2015-03-28,2015-06-27,2015-09-26,2015-12-31,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01
AccountsPayableCurrent,560900000.000,638000000.000,664100000.000,752700000.000,550800000.000,535100000.000,534200000.000,571400000.000,562300000.000,527200000.000,482300000.000,494600000.000,488900000.000,495600000.000,488400000.000,462000000.000,432800000.000,461700000.000,185500000.000,176900000.000,147600000.000,148800000.000,143300000.000,137600000.000,133100000.000
AccountsReceivableNetCurrent,1198400000.000,1301300000.000,1276300000.000,1416300000.000,1291700000.000,1305100000.000,1355900000.000,1333000000.000,1284000000.000,1236500000.000,1200200000.000,1206700000.000,1180700000.000,1172800000.000,1152000000.000,1067400000.000,1026200000.000,1081800000.000,433900000.000,367000000.000,339500000.000,340500000.000,318000000.000,251700000.000,232700000.000
AccruedEmployeeBenefitsCurrent,,,,211000000.000,,,,187900000.000,,,,214700000.000,,,,219600000.000,,,,83800000.000,,,,69300000.000,
AccruedIncomeTaxesCurrent,16300000.000,9700000.000,16700000.000,28200000.000,27400000.000,29200000.000,28300000.000,126500000.000,9800000.000,6300000.000,15000000.000,73100000.000,238800000.000,134100000.000,83200000.000,43700000.000,42900000.000,42100000.000,2400000.000,1700000.000,2700000.000,4200000.000,2000000.000,1700000.000,6000000.000
AccruedLiabilitiesCurrent,1015200000.000,1009200000.000,1024800000.000,1091400000.000,1007500000.000,1005800000.000,1014600000.000,996600000.000,949500000.000,910500000.000,935100000.000,989200000.000,944400000.000,929300000.000,898200000.000,892300000.000,846100000.000,852100000.000,488900000.000,403700000.000,367000000.000,383200000.000,356400000.000,304300000.000,276700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,546800000.000,564600000.000,572100000.000,576100000.000,495400000.000,502500000.000,516500000.000,512200000.000,509900000.000,521300000.000,509700000.000,527200000.000,550800000.000,563400000.000,581100000.000,573200000.000,574000000.000,591300000.000,291700000.000,274400000.000,280800000.000,288200000.000,291300000.000,267000000.000,271700000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,900000.000,-1600000.000,-1500000.000,1300000.000,-100000.000,-3000000.000,-3100000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,-3600000.000,-4800000.000,-4400000.000,-3800000.000,-3800000.000,-3300000.000,-3300000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,411600000.000,407500000.000,440300000.000,437600000.000,430800000.000,427100000.000,520600000.000,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,345100000.000,253000000.000,199700000.000,258500000.000,122500000.000,200300000.000,298100000.000,,,,,,,,,,,,,,,,,
