,2012-03-31,2013-03-31,2014-03-31,2015-03-31,2016-03-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,2534965.000,5854041.000,3111235.000,5666845.000
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,-753583.000,1107450.000,2463005.000,-11170036.000,-12639124.000,-5439560.000
AmortizationOfFinancingCosts,,,,,5893.000,3712.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-509149.000,223908.000,-41200.000,-369589.000,,1240392.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,160712.000,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,0.000,-329617.000,-176044.000,-163372.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,678099.000,-32117.000,225007.000,477518.000
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,-703643.000,284632.000,-84403.000,-399788.000
CostOfPropertyRepairsAndMaintenance,825951.000,619484.000,573925.000,478645.000,376272.000,
DebtInstrumentDecreaseForgiveness,,,,-296360.000,,
DebtInstrumentIncreaseAccruedInterest,,,,130061.000,,
DebtInstrumentInterestRateEffectivePercentageRateRangeMaximum,,,,,0.081,
DebtInstrumentInterestRateEffectivePercentageRateRangeMinimum,,,,,0.000,
Depreciation,,,200354.000,79295.000,8410.000,
DepreciationAmortizationAndAccretionNet,782479.000,696815.000,234150.000,106384.000,14303.000,
DepreciationAndAmortization,863525.000,780076.000,313735.000,108954.000,141263.000,5415.000
DepreciationAndAmortizationDiscontinuedOperations,,,,,106308.000,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,2381140.000,5303934.000,331965.000,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,5223004.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,,,11574669.000,,
GainLossOnSaleOfOtherAssets,,65499.000,60171.000,59109.000,135180.000,298500.000
GainLossOnSaleOfProperty,,,,11555138.000,10604000.000,5223000.000
GainLossOnSaleOfPropertyPlantEquipment,2312341.000,5390970.000,819451.000,11555138.000,10604339.000,
GainLossOnSalesOfAssetsAndAssetImpairmentCharges,,5332554.000,2406000.000,0.000,,
GeneralAndAdministrativeExpense,1324609.000,1160046.000,1206678.000,899934.000,,
ImpairedAssetsToBeDisposedOfByMethodOtherThanSaleAmountOfImpairmentLoss,0.000,5332554.000,2406000.000,0.000,,
ImpairmentOfRealEstate,0.000,5332554.000,2406000.000,0.000,35686000.000,35686000.000
IncomeLossFromContinuingOperations,-1411016.000,-6271299.000,-3040947.000,-334356.000,-333729.000,-730299.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,-2624.000,-14217.000,-8620.000,865.000,181.000,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-30.410,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,-65.480,-7.240,-7.210,-15.770
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,10544249.000,5360144.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,47751.000,1056403.000,-703371.000,481214.000,3527047.000,-131772.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,50.390,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnitBasic,,,22.360,239.560,151.540,118.600
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,970124.000,-967365.000,-2708982.000,11240313.000,,
IncomeTaxCreditsAndAdjustments,,8276.000,0.000,,,
IncreaseDecreaseDueFromAffiliates,47379.000,139769.000,8915.000,-207405.000,-96261.000,
IncreaseDecreaseInAccountsPayable,,,,,110193.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-36363.000,-26204.000,94482.000,7480.000,33101.000,55122.000
IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities,,,,,,-104217.000
IncreaseDecreaseInDeferredCharges,-36.000,10401.000,13949.000,-24349.000,,
IncreaseDecreaseInDerivativeAssetsAndLiabilities,,,,,-20000.000,
IncreaseDecreaseInDueToAffiliates,295447.000,95195.000,242907.000,-459994.000,,
