,2011-03-19,2011-06-11,2011-09-03,2012-03-24,2012-06-16,2012-09-08,2013-03-23,2013-06-15,2013-09-07,2014-03-22,2014-06-14,2014-09-06,2015-03-21,2015-06-13,2015-09-05,2016-03-19,2016-06-11,2016-09-03,2017-03-25,2017-06-17
GainLossOnSaleOfEquityInvestments,,,,,,,,,,,,,,,,,,,,95000000.000
GrossProfit,,,,,,,,,,,,,6775000000.000,8756000000.000,8936000000.000,6711000000.000,8565000000.000,8743000000.000,6763000000.000,8654000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,1547000000.000,2169000000.000,2619000000.000,1471000000.000,2679000000.000,2577000000.000,1616000000.000,2705000000.000,2655000000.000,1601000000.000,2697000000.000,1193000000.000,1387000000.000,2731000000.000,2604000000.000,1721000000.000,2774000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,1563000000.000,2575000000.000,2697000000.000,,,,,,,,,,,,,,,,,
IncomeTaxExpenseBenefit,419000000.000,670000000.000,686000000.000,414000000.000,668000000.000,706000000.000,386000000.000,654000000.000,654000000.000,389000000.000,718000000.000,637000000.000,370000000.000,703000000.000,650000000.000,442000000.000,718000000.000,600000000.000,392000000.000,656000000.000
IncreaseDecreaseInAccountsAndNotesReceivable,271000000.000,,,71000000.000,,,175000000.000,,,358000000.000,,,435000000.000,,,349000000.000,,,128000000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1028000000.000,,,-960000000.000,,,-578000000.000,,,-813000000.000,,,-689000000.000,,,-661000000.000,,,-1386000000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,362000000.000,,,90000000.000,,,244000000.000,,,175000000.000,,,294000000.000,,,318000000.000,,,172000000.000,
IncreaseDecreaseInInventories,77000000.000,,,266000000.000,,,351000000.000,,,406000000.000,,,414000000.000,,,530000000.000,,,513000000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,83000000.000,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,137000000.000,,,197000000.000,,,201000000.000,,,234000000.000,,,262000000.000,,,255000000.000,,,299000000.000,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,21000000.000,21000000.000,20000000.000,15000000.000,17000000.000,18000000.000,18000000.000,18000000.000,18000000.000,15000000.000,16000000.000,17000000.000,18000000.000,14000000.000,15000000.000,12000000.000,12000000.000,13000000.000,11000000.000,12000000.000
IndefiniteLivedIntangibleAssetsAcquiredDuringPeriod,4430000000.000,,,-67000000.000,,,,,,,,,,,,,,,,
IndefiniteLivedIntangibleAssetsTranslationAndPurchaseAccountingAdjustments,368000000.000,,,1011000000.000,,,,,,,,,,,,,,,,
InterestAndOtherIncome,,,,,,,,18000000.000,17000000.000,10000000.000,18000000.000,23000000.000,15000000.000,14000000.000,2000000.000,14000000.000,22000000.000,30000000.000,40000000.000,49000000.000
InterestExpense,180000000.000,199000000.000,205000000.000,198000000.000,209000000.000,204000000.000,214000000.000,208000000.000,220000000.000,201000000.000,209000000.000,215000000.000,211000000.000,217000000.000,225000000.000,246000000.000,255000000.000,247000000.000,252000000.000,265000000.000
InterestExpenseDebt,,,16000000.000,,,,,,,,,,,,,,,,,
InvestmentIncomeInterest,17000000.000,20000000.000,,,,,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,226000000.000,,,283000000.000,,,173000000.000,,,542000000.000,,,-210000000.000,,,331000000.000,,,257000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,226000000.000,,,283000000.000,,,173000000.000,,,542000000.000,,,-210000000.000,,,331000000.000,,,257000000.000,
NetCashProvidedByUsedInInvestingActivities,-2979000000.000,,,-257000000.000,,,-285000000.000,,,-223000000.000,,,320000000.000,,,-1412000000.000,,,269000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-2979000000.000,,,-257000000.000,,,-285000000.000,,,-223000000.000,,,320000000.000,,,-1412000000.000,,,269000000.000,
NetCashProvidedByUsedInOperatingActivities,380000000.000,,,-690000000.000,,,702000000.000,,,181000000.000,,,270000000.000,,,131000000.000,,,-199000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,380000000.000,,,-690000000.000,,,702000000.000,,,181000000.000,,,270000000.000,,,131000000.000,,,-199000000.000,
NetIncomeLoss,1143000000.000,1885000000.000,2000000000.000,1127000000.000,1488000000.000,1902000000.000,1075000000.000,2010000000.000,1913000000.000,1216000000.000,1978000000.000,2008000000.000,1221000000.000,1980000000.000,533000000.000,931000000.000,2005000000.000,1992000000.000,1318000000.000,2105000000.000
NetIncomeLossAttributableToNoncontrollingInterest,1000000.000,20000000.000,11000000.000,6000000.000,13000000.000,11000000.000,10000000.000,15000000.000,10000000.000,11000000.000,9000000.000,10000000.000,10000000.000,14000000.000,10000000.000,14000000.000,8000000.000,12000000.000,11000000.000,13000000.000
NetIncomeLossAvailableToCommonStockholdersBasic,1141000000.000,1883000000.000,1999000000.000,1126000000.000,1485000000.000,1901000000.000,1073000000.000,2007000000.000,1913000000.000,1215000000.000,1976000000.000,2005000000.000,1220000000.000,1979000000.000,531000000.000,930000000.000,2004000000.000,1991000000.000,1316000000.000,2105000000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,1143000000.000,1885000000.000,2000000000.000,1127000000.000,1488000000.000,1902000000.000,1075000000.000,2010000000.000,1913000000.000,1216000000.000,1978000000.000,2008000000.000,1221000000.000,1980000000.000,533000000.000,931000000.000,2005000000.000,1992000000.000,1318000000.000,
NewAccountingPronouncementOrChangeInAccountingPrincipleEffectOfChangeOnNetIncome,9000000.000,,,,,,,,,,,,,,,,,,,
NoncashMergerRelatedCosts,55000000.000,,,3000000.000,,,,,,,,,,,,,,,,
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,,9000000.000,,,,,,,,,,,,,,,,
OperatingIncomeLoss,1726000000.000,2754000000.000,2906000000.000,1722000000.000,2377000000.000,2800000000.000,1658000000.000,2869000000.000,2780000000.000,1807000000.000,2896000000.000,2847000000.000,1797000000.000,2900000000.000,1416000000.000,1619000000.000,2964000000.000,2821000000.000,1933000000.000,2990000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,645000000.000,809000000.000,-515000000.000,1687000000.000,-2231000000.000,530000000.000,-235000000.000,-718000000.000,-700000000.000,-874000000.000,460000000.000,-737000000.000,-981000000.000,474000000.000,-1600000000.000,-220000000.000,760000000.000,-113000000.000,516000000.000,320000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,,,,,,,,,,,,,-1600000000.000,,,,,
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-3000000.000,-4000000.000,-21000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,,,,,0.000,0.000,0.000,-10000000.000,-9000000.000,-10000000.000,-9000000.000,-8000000.000,-9000000.000,-6000000.000,-5000000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,,-78000000.000,-616000000.000,-592000000.000,-779000000.000,463000000.000,-638000000.000,-859000000.000,460000000.000,-1387000000.000,-201000000.000,758000000.000,18000000.000,499000000.000,190000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,,-235000000.000,-718000000.000,-700000000.000,-874000000.000,460000000.000,-737000000.000,-981000000.000,474000000.000,,-220000000.000,760000000.000,-116000000.000,512000000.000,299000000.000
OtherComprehensiveIncomeLossNetOfTax,,,,,-2174000000.000,550000000.000,-121000000.000,-669000000.000,-633000000.000,-814000000.000,460000000.000,-665000000.000,-897000000.000,464000000.000,-1413000000.000,-250000000.000,756000000.000,-16000000.000,502000000.000,244000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,,-549000000.000,1761000000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsAndTax,,,,,,,,,,,,,,,-16000000.000,-15000000.000,11000000.000,-48000000.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,,,,,,,,,,-11000000.000,33000000.000,7000000.000,-32000000.000,10000000.000,21000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,,,,,,,,,,,,,,,,,14000000.000,27000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,,,,,,,,,,,,,,,-5000000.000,-48000000.000,4000000.000,-16000000.000,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,,,,,,,,,,,4000000.000,6000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,,,,,,,,,,,99000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesNetOfTax,,,,,,,,,,,,,,,,,,,,89000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,,,,,,,,,,,,10000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,,,,,,-10000000.000,-11000000.000,-109000000.000,-179000000.000,97000000.000,-6000000.000,21000000.000,8000000.000,-71000000.000,33000000.000,53000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,,-6000000.000,-6000000.000,-72000000.000,-109000000.000,64000000.000,-3000000.000,16000000.000,6000000.000,-43000000.000,22000000.000,34000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,,-4000000.000,-5000000.000,-37000000.000,-70000000.000,33000000.000,-3000000.000,5000000.000,2000000.000,-28000000.000,11000000.000,19000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansBeforeTax,,,,,,,,,,48000000.000,53000000.000,55000000.000,51000000.000,58000000.000,58000000.000,37000000.000,46000000.000,45000000.000,28000000.000,32000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,,,,,,,-48000000.000,-53000000.000,-55000000.000,-61000000.000,-67000000.000,-65000000.000,-46000000.000,-48000000.000,-50000000.000,-34000000.000,-37000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,,,,,,,,,,,,,,,,,-9000000.000,-9000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,,,,,,,,,,32000000.000,36000000.000,37000000.000,34000000.000,40000000.000,40000000.000,25000000.000,32000000.000,30000000.000,19000000.000,23000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,,,,,,,,,,16000000.000,17000000.000,18000000.000,17000000.000,18000000.000,18000000.000,12000000.000,14000000.000,15000000.000,9000000.000,9000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,,,59000000.000,-8000000.000,21000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,,17000000.000,13000000.000,38000000.000,-6000000.000,14000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,9000000.000,-7000000.000,21000000.000,-2000000.000,7000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationPensionAndOtherPostretirementBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,,,29000000.000,-17000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,,,,,,,43000000.000,53000000.000,41000000.000,35000000.000,3000000.000,27000000.000,38000000.000,-4000000.000,26000000.000,49000000.000,2000000.000,34000000.000,-3000000.000,-54000000.000
OtherComprehensiveIncomeOtherNetOfTax,,,,36000000.000,,,,-17000000.000,1000000.000,,,,,,,,,,,16000000.000
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-4000000.000,-3000000.000,-4000000.000,-7000000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,-5000000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostNetOfTax,-3000000.000,26000000.000,26000000.000,25000000.000,61000000.000,23000000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationOfDefinedBenefitPlansNetGainLossRecognizedInNetPeriodicBenefitCostTax,,,,-15000000.000,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,,,-23000000.000,5000000.000,4000000.000,16000000.000,-41000000.000,-42000000.000,-155000000.000,48000000.000,13000000.000,0.000,-32000000.000,-14000000.000,-3000000.000,20000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,8000000.000,-25000000.000,-46000000.000,-14000000.000,-11000000.000,-15000000.000,-6000000.000,4000000.000,,11000000.000,-29000000.000,-26000000.000,-91000000.000,28000000.000,12000000.000,-1000000.000,-24000000.000,0.000,-5000000.000,10000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,-1000000.000,11000000.000,2000000.000,-17000000.000,1000000.000,4000000.000,5000000.000,-12000000.000,-16000000.000,-64000000.000,20000000.000,1000000.000,1000000.000,-8000000.000,-14000000.000,2000000.000,10000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,,,-1000000.000,20000000.000,9000000.000,18000000.000,-7000000.000,-13000000.000,16000000.000,-7000000.000,-11000000.000,-12000000.000,3000000.000,-16000000.000,9000000.000,18000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,-13000000.000,11000000.000,-18000000.000,13000000.000,-10000000.000,-1000000.000,-1000000.000,10000000.000,5000000.000,9000000.000,-4000000.000,-6000000.000,8000000.000,-3000000.000,-6000000.000,-5000000.000,1000000.000,-8000000.000,4000000.000,19000000.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodTax,,,,,,,,10000000.000,4000000.000,9000000.000,-3000000.000,-7000000.000,8000000.000,-4000000.000,-5000000.000,-7000000.000,2000000.000,-8000000.000,5000000.000,-1000000.000
OtherOperatingActivitiesCashFlowStatement,,,,-115000000.000,,,-34000000.000,,,-137000000.000,,,20000000.000,,,-171000000.000,,,-37000000.000,
OtherRestructuringCosts,,,,,,,,,,,,,,,44000000.000,1000000.000,-3000000.000,0.000,,
PaymentsForMergerRelatedCosts,117000000.000,,,20000000.000,,,11000000.000,,,0.000,,,,,,,,,,
PaymentsForProceedsFromOtherInvestingActivities,1000000.000,,,-13000000.000,,,,,,-5000000.000,,,0.000,,,,,,-1000000.000,
PaymentsForProceedsFromShortTermInvestments,-57000000.000,,,-52000000.000,,,-40000000.000,,,-59000000.000,,,-3000000.000,,,-7000000.000,,,0.000,
PaymentsForRepurchaseOfCommonStock,361000000.000,,,142000000.000,,,626000000.000,,,1249000000.000,,,1124000000.000,,,619000000.000,,,444000000.000,
PaymentsForRepurchaseOfRedeemableConvertiblePreferredStock,2000000.000,,,1000000.000,,,2000000.000,,,2000000.000,,,1000000.000,,,2000000.000,,,1000000.000,
PaymentsForRestructuring,1000000.000,,,44000000.000,,,30000000.000,,,25000000.000,,,47000000.000,,,30000000.000,,,7000000.000,
PaymentsOfDividends,769000000.000,,,816000000.000,,,831000000.000,,,888000000.000,,,978000000.000,,,1038000000.000,,,1098000000.000,
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,,,,,,,,,,,116000000.000,
PaymentsToAcquireAvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,3436000000.000,
PaymentsToAcquireBusinessesAndInterestInAffiliates,28000000.000,,,32000000.000,,,30000000.000,,,24000000.000,,,9000000.000,,,0.000,,,36000000.000,
PaymentsToAcquireProductiveAssets,433000000.000,,,316000000.000,,,303000000.000,,,355000000.000,,,270000000.000,,,389000000.000,,,317000000.000,
PensionAndOtherPostretirementBenefitContributions,59000000.000,,,1100000000.000,,,87000000.000,,,84000000.000,,,83000000.000,,,93000000.000,,,79000000.000,
PensionAndOtherPostretirementBenefitExpense,119000000.000,,,129000000.000,,,149000000.000,,,119000000.000,,,104000000.000,,,60000000.000,,,44000000.000,
PreferredStockDividendsAndOtherAdjustments,,,,,1000000.000,,,1000000.000,,,,,,,1000000.000,,,,,
PreferredStockRedemptionPremium,2000000.000,1000000.000,1000000.000,1000000.000,2000000.000,1000000.000,2000000.000,2000000.000,,1000000.000,2000000.000,3000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,2000000.000,0.000
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,,,,,,,,,,85000000.000,,,68000000.000,,,55000000.000,,,41000000.000,
ProceedsFromIssuanceOfLongTermDebt,9000000.000,,,2733000000.000,,,2491000000.000,,,1990000000.000,,,0.000,,,2532000000.000,,,0.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,,-1000000.000,,,-1000000.000,,,0.000,,,-1000000.000,,,-2000000.000,,,-1000000.000,
ProceedsFromRepaymentsOfShortTermDebtMaturingInThreeMonthsOrLess,1160000000.000,,,-1696000000.000,,,306000000.000,,,2125000000.000,,,3729000000.000,,,480000000.000,,,2396000000.000,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,3866000000.000,
ProceedsFromSaleOfAvailableForSaleSecurities,,,,,,,,,,,,,,,,,,,138000000.000,
ProceedsFromSaleOfProductiveAssets,12000000.000,,,17000000.000,,,8000000.000,,,7000000.000,,,11000000.000,,,25000000.000,,,12000000.000,
ProceedsFromShortTermDebtMaturingInMoreThanThreeMonths,21000000.000,,,13000000.000,,,5000000.000,,,0.000,,,10000000.000,,,0.000,,,28000000.000,
ProceedsFromStockOptionsExercised,218000000.000,,,274000000.000,,,449000000.000,,,171000000.000,,,171000000.000,,,165000000.000,,,245000000.000,
ProfitLoss,1144000000.000,1905000000.000,2011000000.000,1133000000.000,1501000000.000,1913000000.000,1085000000.000,2025000000.000,1923000000.000,1227000000.000,1987000000.000,2018000000.000,1231000000.000,1994000000.000,543000000.000,945000000.000,2013000000.000,2004000000.000,1329000000.000,2118000000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,,-38000000.000,-42000000.000,-109000000.000,-143000000.000,24000000.000,-170000000.000,-9000000.000,-26000000.000,-73000000.000,3000000.000,100000000.000
RepaymentsOfDebt,,,,,,,,,,,,,,,,1300000000.000,,,800000000.000,
RepaymentsOfLongTermDebt,10000000.000,,,9000000.000,,,1190000000.000,,,1652000000.000,,,2052000000.000,,,1251000000.000,,,752000000.000,
RepaymentsOfShortTermDebtMaturingInMoreThanThreeMonths,64000000.000,,,107000000.000,,,464000000.000,,,0.000,,,2000000.000,,,9000000.000,,,0.000,
RestructuringCostsAndAssetImpairmentCharges,,,,33000000.000,,,11000000.000,,,98000000.000,,,36000000.000,,,30000000.000,,,27000000.000,
RestructuringSettlementAndImpairmentProvisions,,,,-7000000.000,,,,,,,0.000,1000000.000,0.000,1000000.000,,30000000.000,49000000.000,27000000.000,,
Revenues,11937000000.000,16827000000.000,17582000000.000,12428000000.000,16458000000.000,16652000000.000,12581000000.000,16807000000.000,16909000000.000,12623000000.000,16894000000.000,17218000000.000,12217000000.000,15923000000.000,16331000000.000,11862000000.000,15395000000.000,16027000000.000,12049000000.000,15710000000.000
SalesRevenueNet,11937000000.000,16827000000.000,17582000000.000,12428000000.000,16458000000.000,16652000000.000,12581000000.000,16807000000.000,16909000000.000,12623000000.000,16894000000.000,17218000000.000,12217000000.000,15923000000.000,16331000000.000,11862000000.000,15395000000.000,16027000000.000,12049000000.000,15710000000.000
SellingGeneralAndAdministrativeExpense,4739000000.000,6070000000.000,6186000000.000,4792000000.000,6136000000.000,5992000000.000,5066000000.000,6013000000.000,6158000000.000,5048000000.000,6198000000.000,6354000000.000,4962000000.000,5837000000.000,6143000000.000,5078000000.000,5584000000.000,5904000000.000,4817000000.000,5648000000.000
ShareBasedCompensation,72000000.000,74000000.000,76000000.000,56000000.000,,68000000.000,77000000.000,72000000.000,70000000.000,72000000.000,68000000.000,67000000.000,76000000.000,68000000.000,64000000.000,69000000.000,,,72000000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.029,,,,,,0.027,,,0.029,,,0.027,,,0.027,,,0.027,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.160,,,,,,0.170,,,0.160,,,0.150,,,0.120,,,0.110,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.026,,,,,,0.010,,,0.018,,,0.018,,,0.015,,,0.020,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,3400000.000,,2500000.000,,,3000000.000,,,1600000.000,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardCompensationCost1,,,,,,,,,,,,,,,,69000000.000,54000000.000,67000000.000,72000000.000,71000000.000
