,2011-04-03,2011-07-03,2011-10-02,2011-12-31,2012-04-01,2012-07-01,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-29,2013-12-31,2014-03-30,2014-06-29,2014-09-28,2015-03-29,2015-06-28,2015-09-27,2016-07-03,2016-10-02
DefinedBenefitPlanAmountsRecognizedInOtherComprehensiveIncomeNetPriorServiceCostCreditBeforeTax,,,,,-30000000.000,64000000.000,22000000.000,121000000.000,24000000.000,17000000.000,14000000.000,-141000000.000,23000000.000,3000000.000,18000000.000,46000000.000,-464000000.000,51000000.000,-48000000.000,-48000000.000
DefinedBenefitPlanRecognizedNetGainLossDueToCurtailments,,,,,,59000000.000,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,2104000000.000,,,,2252000000.000,,,,1774000000.000,,,,,,,,,,,
DerivativeInstrumentsGainLossReclassificationFromAccumulatedOCIToIncomeEstimatedNetAmountToBeTransferred,,,,,,,,,,,,,77500000.000,,,,,,,
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,510000000.000,224000000.000,-653000000.000,-320000000.000,300000000.000,-427000000.000,221000000.000,169000000.000,-381000000.000,132000000.000,313000000.000,30000000.000,-12000000.000,-74000000.000,,,,,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,-166000000.000,,,,,,,,,,,,,,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,411000000.000,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,,,,,,,0.000,,,,,,64000000.000,2000000.000,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,1328000000.000,,,,0.000,,,10418000000.000,-25000000.000,,68000000.000,2000000.000,0.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,28000000.000,,,,,119000000.000,129000000.000,,,,,,5000000.000,-3000000.000,,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodNetOfTax,10000000.000,30000000.000,-13000000.000,-19000000.000,,,104000000.000,,,141000000.000,36000000.000,,5000000.000,-2000000.000,-3000000.000,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,18000000.000,,,,,53000000.000,25000000.000,,,,,,0.000,-1000000.000,,,,,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,,,,,0.000,,,,,,-4000000.000,0.000,,,,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,2000000.000,,,,2000000.000,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,177000000.000,,,,,581000000.000,564000000.000,,,,,,0.000,0.000,,,,,,
DividendsPreferredStock,,,,,,,1000000.000,,0.000,0.000,0.000,2000000.000,0.000,1000000.000,,,,,,
EarningsPerShareBasic,0.280,0.330,0.480,0.190,0.240,0.440,0.430,0.850,0.380,2.000,0.390,0.460,0.360,0.460,0.420,0.380,0.430,0.350,0.330,0.220
EarningsPerShareDiluted,0.280,0.330,0.480,0.180,0.240,0.430,0.430,0.840,0.380,1.980,0.390,0.440,0.360,0.450,0.420,0.380,0.420,0.340,0.330,0.210
EffectOfExchangeRateOnCashAndCashEquivalents,32000000.000,,,,34000000.000,,,,0.000,,,,-25000000.000,,,-74000000.000,,,,
EffectiveIncomeTaxRateContinuingOperations,0.287,0.297,0.337,-0.606,0.294,0.288,-0.040,-0.330,0.296,0.333,0.276,-0.631,0.204,0.270,0.254,0.229,0.256,0.210,0.156,0.177
EntityWideDisclosureOnGeographicAreasRevenueFromExternalCustomersAttributedToEntitysCountryOfDomicile,7024000000.000,,,,,,,,,,,,,,,,,,,
FiniteLivedIntangibleAssetsAmortizationExpense,1400000000.000,1400000000.000,1400000000.000,1600000000.000,1500000000.000,,,,,,,,,,,,,,,
GainLossOnDispositionOfAssets,12000000.000,14000000.000,-18000000.000,-7000000.000,7000000.000,17000000.000,19000000.000,9000000.000,26000000.000,28000000.000,46000000.000,220000000.000,,,,,,,,
GainLossRelatedToLitigationSettlement,,,,,,,,,,1351000000.000,-9000000.000,,,0.000,0.000,,,,,
GainOnSaleOfInvestments,,,,,,,,,,,,,,,,120000000.000,,,,
GainsLossesOnSalesOfAssets,,,,,,,,,490000000.000,-31000000.000,0.000,,,,,,,,,
GoodwillAcquiredDuringPeriod,780000000.000,,,,361000000.000,,,,,,,,0.000,,,,,,,
GoodwillOtherChanges,145000000.000,,,,176000000.000,,,,648000000.000,,,,52000000.000,,,,,,,
ImpairmentOfIntangibleAssetsExcludingGoodwill,,,,,395000000.000,53000000.000,494000000.000,-70000000.000,395000000.000,489000000.000,185000000.000,-266000000.000,114000000.000,,242000000.000,,,163000000.000,,126000000.000
ImpairmentOfLongLivedAssetsHeldForUse,25000000.000,33000000.000,99000000.000,99000000.000,218000000.000,,,,,,,,,,,,,,,
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,,64000000.000,,,,,,,,,,,
IncomeLossFromContinuingOperations,2212000000.000,2580000000.000,2423000000.000,1482000000.000,1794000000.000,3187000000.000,3104000000.000,1405000000.000,2738000000.000,3565000000.000,2582000000.000,2495000000.000,2256000000.000,2912000000.000,2669000000.000,2371000000.000,2626000000.000,2122000000.000,2019000000.000,1320000000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,,,10000000.000,6000000.000,,,9000000.000,6000000.000,6000000.000,9000000.000,9000000.000,16000000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,3682000000.000,3669000000.000,,2553000000.000,4484000000.000,2991000000.000,2052000000.000,3921000000.000,5357000000.000,3573000000.000,2865000000.000,2847000000.000,4003000000.000,3587000000.000,3082000000.000,3539000000.000,2697000000.000,2410000000.000,1604000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3118000000.000,,,,,,,,,,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,2224000000.000,2588000000.000,2434000000.000,1493000000.000,1803000000.000,3194000000.000,3110000000.000,1411000000.000,2761000000.000,3575000000.000,2588000000.000,2486000000.000,2265000000.000,2921000000.000,2676000000.000,2376000000.000,2635000000.000,2130000000.000,2035000000.000,1320000000.000
IncomeLossFromContinuingOperationsPerBasicShare,0.280,0.330,0.310,0.190,0.240,0.430,0.420,0.180,0.380,0.510,0.390,0.390,0.350,0.460,0.420,0.380,0.430,0.340,0.330,0.220
IncomeLossFromContinuingOperationsPerDilutedShare,0.280,0.330,0.310,0.190,0.240,0.420,0.410,0.190,0.380,0.500,0.390,0.380,0.350,0.450,0.420,0.380,0.420,0.340,0.330,0.220
IncomeLossFromDiscontinuedOperationsNetOfTax,10000000.000,30000000.000,1315000000.000,-43000000.000,,66000000.000,104000000.000,,4000000.000,10559000000.000,11000000.000,88000000.000,73000000.000,0.000,-3000000.000,5000000.000,1000000.000,8000000.000,1000000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,25000000.000,0.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,10534000000.000,11000000.000,,73000000.000,0.000,-3000000.000,5000000.000,1000000.000,8000000.000,1000000.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,,0.170,,,0.010,0.010,,0.000,1.500,0.000,0.060,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,,0.170,,,0.010,0.010,,0.000,1.480,0.000,0.060,0.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,894000000.000,1094000000.000,1235000000.000,800000000.000,750000000.000,1290000000.000,-119000000.000,641000000.000,1160000000.000,1782000000.000,985000000.000,379000000.000,582000000.000,1082000000.000,911000000.000,706000000.000,905000000.000,567000000.000,375000000.000,284000000.000
IncomeTaxesPaidNet,-134000000.000,,,,451000000.000,,,,554000000.000,,,,536000000.000,,,372000000.000,,,,
IncreaseDecreaseInOperatingCapital,-522000000.000,,,,1558000000.000,,,,3393000000.000,,,,1091000000.000,,,1879000000.000,,,,
InsuranceRecoveries,,,,,,,,,80000000.000,,,,,,,,,,,
InterestExpense,458000000.000,404000000.000,423000000.000,396000000.000,390000000.000,379000000.000,382000000.000,373000000.000,391000000.000,356000000.000,340000000.000,327000000.000,321000000.000,343000000.000,343000000.000,309000000.000,278000000.000,278000000.000,292000000.000,291000000.000
InterestIncomeExpenseNet,,,,,,,,,,,,,-229000000.000,-239000000.000,,,,,,
InterestIncomeOperating,,,,,,,,,,,,,92000000.000,104000000.000,,,,,,
InterestPaid,687000000.000,,,,,,,,,,,,,,,,,,,
InterestPaidNet,,,,,508000000.000,,,,433000000.000,,,,361000000.000,,,332000000.000,,,,
InterestRevenueExpenseNet,,,,,,,,,,,,,,,-235000000.000,-216000000.000,-159000000.000,-157000000.000,-170000000.000,-168000000.000
InvestmentIncomeInterest,,,,,,,,,,,,,,,108000000.000,93000000.000,119000000.000,121000000.000,122000000.000,123000000.000
InvestmentIncomeNonoperating,105000000.000,117000000.000,110000000.000,126000000.000,81000000.000,86000000.000,108000000.000,108000000.000,95000000.000,102000000.000,94000000.000,,,,,,,,,
LossContingencyLossInPeriod,501000000.000,-14000000.000,132000000.000,171000000.000,814000000.000,474000000.000,726000000.000,206000000.000,-83000000.000,-12000000.000,1000000.000,129000000.000,694000000.000,4000000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,-6404000000.000,,,,-3507000000.000,,,,434000000.000,,,,-2133000000.000,,,-6982000000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-6404000000.000,,,,-3507000000.000,,,,434000000.000,,,,-2133000000.000,,,-6982000000.000,,,,
NetCashProvidedByUsedInInvestingActivities,725000000.000,,,,451000000.000,,,,-10930000000.000,,,,-98000000.000,,,6592000000.000,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,725000000.000,,,,451000000.000,,,,-10930000000.000,,,,-98000000.000,,,6592000000.000,,,,
NetCashProvidedByUsedInOperatingActivities,4642000000.000,,,,2774000000.000,,,,2241000000.000,,,,2935000000.000,,,685000000.000,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,4642000000.000,,,,2774000000.000,,,,2241000000.000,,,,2935000000.000,,,685000000.000,,,,
NetIncomeLoss,2222000000.000,2610000000.000,3738000000.000,1439000000.000,1794000000.000,3253000000.000,3208000000.000,6315000000.000,2750000000.000,14095000000.000,2590000000.000,2568000000.000,2329000000.000,2912000000.000,2666000000.000,2376000000.000,2626000000.000,2130000000.000,2019000000.000,1320000000.000
NetIncomeLossAttributableToNoncontrollingInterest,12000000.000,8000000.000,11000000.000,11000000.000,9000000.000,7000000.000,6000000.000,6000000.000,15000000.000,39000000.000,9000000.000,6000000.000,9000000.000,9000000.000,6000000.000,6000000.000,9000000.000,9000000.000,16000000.000,0.000
NetIncomeLossAvailableToCommonStockholdersBasic,2222000000.000,2610000000.000,3738000000.000,1437000000.000,1794000000.000,3253000000.000,3207000000.000,6314000000.000,2742000000.000,14099000000.000,2593000000.000,2567000000.000,2329000000.000,2911000000.000,2666000000.000,2375000000.000,2626000000.000,2130000000.000,2019000000.000,1319000000.000
NetIncomeLossAvailableToCommonStockholdersDiluted,2222000000.000,2610000000.000,3738000000.000,1439000000.000,1794000000.000,3253000000.000,3208000000.000,6315000000.000,2742000000.000,14099000000.000,2593000000.000,2569000000.000,2329000000.000,2912000000.000,2666000000.000,2376000000.000,2626000000.000,2130000000.000,2019000000.000,1320000000.000
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostCreditRecognizedInNetPeriodicBenefitCostBeforeTax,,,,,-19000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAmortizationOfDefinedBenefitPlanNetPriorServiceCostRecognizedInNetPeriodicPensionCostTax,,,,,,6000000.000,7000000.000,,6000000.000,,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,97000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,-24000000.000,12000000.000,-36000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,,,,,21000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlanNetPriorServiceCostCreditArisingDuringPeriodBeforeTax,,,,,,-26000000.000,3000000.000,,-3000000.000,0.000,0.000,-148000000.000,0.000,0.000,0.000,1000000.000,-507000000.000,0.000,-87000000.000,-95000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,2000000.000,77000000.000,72000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,,,,1000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,,,,,,,,,,,,,6000000.000,-11000000.000,,,,,,
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,,,,,,-118000000.000,-39000000.000,,6000000.000,5000000.000,-1000000.000,1412000000.000,1000000.000,-3000000.000,5000000.000,12000000.000,-4000000.000,-51000000.000,-8000000.000,-31000000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesBeforeTaxPeriodIncreaseDecrease,,,,,127000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,-135000000.000,11000000.000,-230000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesTaxEffectPeriodIncreaseDecrease,,,,,44000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPeriodIncreaseDecrease,,,,,263000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToNoncontrollingInterest,,,,,1000000.000,,,,3000000.000,,,,-2000000.000,,,-16000000.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,1541000000.000,1006000000.000,-68000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossBeforeReclassificationAndTax,,,,,263000000.000,-1981000000.000,153000000.000,754000000.000,-292000000.000,-755000000.000,-21000000.000,533000000.000,-75000000.000,233000000.000,-431000000.000,-1308000000.000,-327000000.000,-535000000.000,514000000.000,418000000.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTax,,,,,67000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditBeforeTax,,,,,,,,,,-13000000.000,-16000000.000,,-18000000.000,-18000000.000,-19000000.000,-35000000.000,-34000000.000,-46000000.000,-41000000.000,-45000000.000
OtherComprehensiveIncomeLossAmortizationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetPriorServiceCostCreditTax,,,,,,,,,,-6000000.000,-5000000.000,,-7000000.000,-7000000.000,-7000000.000,-13000000.000,7000000.000,-36000000.000,-15000000.000,-17000000.000
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicBenefitCostBeforeTax,,,,,,17000000.000,19000000.000,,16000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossAmortizationPensionAndOtherPostretirementBenefitPlansNetPriorServiceCostRecognizedInNetPeriodicPensionCostTaxEffect,,,,,-8000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentBeforeTax,,,,,,28000000.000,26000000.000,,-2000000.000,70000000.000,-171000000.000,17000000.000,9000000.000,-94000000.000,-185000000.000,-81000000.000,299000000.000,94000000.000,124000000.000,149000000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesTax,,,,,,-3000000.000,7000000.000,,11000000.000,32000000.000,-30000000.000,-13000000.000,-2000000.000,-15000000.000,-25000000.000,-32000000.000,25000000.000,7000000.000,21000000.000,26000000.000
OtherComprehensiveIncomeLossBeforeTax,,,,,,-2608000000.000,427000000.000,,-29000000.000,-144000000.000,121000000.000,4573000000.000,-138000000.000,258000000.000,-238000000.000,-1152000000.000,263000000.000,-721000000.000,669000000.000,794000000.000
OtherComprehensiveIncomeLossBeforeTaxPeriodIncreaseDecrease,,,,,710000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesBeforeTax,,,,,,-230000000.000,225000000.000,,-36000000.000,131000000.000,177000000.000,122000000.000,-46000000.000,75000000.000,269000000.000,-82000000.000,-291000000.000,-251000000.000,-102000000.000,24000000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesTax,,,,,,-83000000.000,85000000.000,,-13000000.000,49000000.000,73000000.000,45000000.000,-18000000.000,10000000.000,58000000.000,-41000000.000,-34000000.000,-42000000.000,-35000000.000,32000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,-1981000000.000,153000000.000,,,-584000000.000,-21000000.000,,-137000000.000,233000000.000,-430000000.000,-1308000000.000,-327000000.000,-535000000.000,514000000.000,418000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentFromAOCIRealizedUponSaleOrLiquidationBeforeTax,,,,,,,,,,-171000000.000,0.000,,62000000.000,0.000,0.000,0.000,0.000,0.000,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationReclassificationAdjustmentRealizedUponSaleOrLiquidationBeforeTax,,,,,,,0.000,,,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,,-30000000.000,-23000000.000,,71000000.000,19000000.000,-2000000.000,23000000.000,-7000000.000,-3000000.000,23000000.000,85000000.000,12000000.000,-7000000.000,-1000000.000,0.000
OtherComprehensiveIncomeLossNetOfTax,,,,,,-2403000000.000,354000000.000,,-205000000.000,-331000000.000,41000000.000,3088000000.000,-121000000.000,253000000.000,-320000000.000,-1257000000.000,35000000.000,-656000000.000,633000000.000,678000000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,1384000000.000,1106000000.000,-262000000.000,-2962000000.000,506000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,-202000000.000,,,,-119000000.000,,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeTax,,,,,,,,,,,,,-49000000.000,-49000000.000,,,,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBenefitPlanImprovementTaxEffect,,,,,,,,,,,,,,,4000000.000,17000000.000,-176000000.000,19000000.000,-14000000.000,-18000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansNetUnamortizedGainLossArisingDuringPeriodBeforeTax,,,,,,-505000000.000,-88000000.000,,18000000.000,29000000.000,-13000000.000,3680000000.000,,,18000000.000,32000000.000,-9000000.000,-144000000.000,-19000000.000,-82000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,,16000000.000,-9000000.000,,-13000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,,,-2000000.000,3000000.000,,-2000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesBeforeTax,,,,,,,,,,18000000.000,15000000.000,,99000000.000,79000000.000,-15000000.000,-247000000.000,-498000000.000,-69000000.000,226000000.000,112000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIForSaleOfSecuritiesTax,,,,,,,,,,3000000.000,14000000.000,,29000000.000,11000000.000,-2000000.000,1000000.000,-63000000.000,-1000000.000,28000000.000,14000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesBeforeTax,,,,,,,,,,132000000.000,313000000.000,,-12000000.000,-74000000.000,-441000000.000,-234000000.000,743000000.000,35000000.000,-469000000.000,-150000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,,55000000.000,132000000.000,,1000000.000,-9000000.000,-175000000.000,-183000000.000,155000000.000,-15000000.000,-122000000.000,-32000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossBeforeTax,,,,,,,,,,,,,,,-48000000.000,-136000000.000,-134000000.000,-140000000.000,-139000000.000,-140000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansForNetGainLossTax,,,,,,,,,,,,,,,-15000000.000,-46000000.000,-45000000.000,-43000000.000,-47000000.000,-47000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,,427000000.000,-221000000.000,,381000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,,133000000.000,-52000000.000,,144000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossTax,,,,,204000000.000,-205000000.000,73000000.000,-297000000.000,176000000.000,187000000.000,80000000.000,1485000000.000,-17000000.000,5000000.000,83000000.000,105000000.000,228000000.000,-65000000.000,36000000.000,116000000.000
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeBeforeTax,,,,,17000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentForSaleOfSecuritiesIncludedInNetIncomeTax,,,,,7000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,,,,-300000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,,-115000000.000,,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodBeforeTax,,,,,427000000.000,-657000000.000,446000000.000,468000000.000,-417000000.000,263000000.000,490000000.000,152000000.000,-58000000.000,1000000.000,-172000000.000,-315000000.000,452000000.000,-217000000.000,-571000000.000,-126000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,,,159000000.000,-216000000.000,137000000.000,166000000.000,-157000000.000,104000000.000,205000000.000,65000000.000,-17000000.000,1000000.000,-117000000.000,-224000000.000,120000000.000,-57000000.000,-157000000.000,0.000
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,,80000000.000,12000000.000,35000000.000,8000000.000,11000000.000,88000000.000,-156000000.000,208000000.000,108000000.000,-15000000.000,-200000000.000,-328000000.000,-200000000.000,25000000.000,350000000.000,261000000.000
