,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetImpairmentCharges,-1020000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,-228960.000,,,,1765661.000
CostOfOtherPropertyOperatingExpense,,,,,15460.000,15568.000,23913.000,24160.000,21273.000
Depreciation,,,,,1697.000,1513.000,,,
DepreciationAndAmortization,,,,,41098.000,,,,58680.000
DepreciationDepletionAndAmortization,,,,,41098.000,41673.000,43139.000,55989.000,58680.000
EarningsPerShareBasic,,,,,,,,,0.050
EarningsPerShareBasicAndDiluted,0.670,,-0.000,0.020,-0.010,-0.010,,,
EarningsPerShareDiluted,,,,,,,,,0.050
GainLossOnSaleOfPropertyPlantEquipment,,,,,,-1843.000,,,831753.000
GeneralAndAdministrativeExpense,2500.000,2500.000,2000.000,5432.000,51621.000,52679.000,47692.000,52037.000,45374.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,1016000.000,-2500.000,-2000.000,35714.000,-236653.000,-172860.000,73582.000,-165645.000,888667.000
IncreaseDecreaseInAccountsPayable,,,,,31499.000,,,,-72571.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,2000.000,,,,,,
IncreaseDecreaseInAccruedLiabilities,,,,,-22148.000,,,,2332.000
IncreaseDecreaseInDeferredRevenue,,,,,,,,,-250.000
IncreaseDecreaseInNotesReceivables,,,,,,,,,58258.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,-6751.000,,,,-19036.000
IncreaseDecreaseInSecurityDeposits,,,,,,,,,2584.000
InterestExpense,,,,,48123.000,48123.000,48123.000,48123.000,41039.000
InterestExpenseRelatedParty,,,,,8750.000,8750.000,8750.000,8750.000,36443.000
InterestIncomeOperating,,,,,,,,,303.000
InterestPaid,,,,,48123.000,,,,41040.000
LaborAndRelatedExpense,1500.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,,,,,-80000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,,,,,-80000.000
NetCashProvidedByUsedInInvestingActivities,,,,,-206579.000,,,,1833006.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-206579.000,,,,1833006.000
NetCashProvidedByUsedInOperatingActivities,,,,,-22381.000,,,,12655.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,,,-22381.000,,,,12655.000
NetIncomeLoss,1016000.000,-2500.000,-2000.000,35714.000,-236653.000,-172860.000,73582.000,-165645.000,888667.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,796246.000
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,,,796246.000
NonoperatingIncomeExpense,,,,41146.000,,,,,
OperatingExpenses,4000.000,2500.000,2000.000,5432.000,586186.000,517820.000,350756.000,671187.000,406174.000
OperatingIncomeLoss,-4000.000,-2500.000,-2000.000,-6932.000,-179780.000,-114144.000,130455.000,-108772.000,134093.000
OtherNonoperatingIncomeExpense,,,,,-56873.000,-58716.000,-56873.000,-56873.000,754574.000
PaymentsToAcquireAndDevelopRealEstate,,,,,206579.000,,,,148596.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,,,2586.000
ProceedsFromConvertibleDebt,,,,,,,,,2020000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,1984188.000
ProfessionalFees,,,,,276522.000,205678.000,122038.000,385268.000,38478.000
RealEstateRevenueNet,,,,,60880.000,58200.000,58829.000,61269.000,50073.000
RealEstateTaxExpense,,,,,21661.000,21161.000,21160.000,47204.000,24076.000
RepaymentsOfFirstMortgageBond,,,,,,,,,2100000.000
Revenues,,,,,406406.000,403676.000,481211.000,562415.000,540267.000
SalesRevenueNet,,,,,406406.000,403676.000,481211.000,562415.000,540267.000
ShareBasedCompensation,,,,,185550.000,,,,144550.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,250000.000,,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,1.000,,,,
StockOptionPlanExpense,,,,,65729.000,,,,-17724.000
UndistributedEarningsLossAllocatedToParticipatingSecuritiesBasic,,,,,,,,,-92421.000
WeightedAverageNumberOfDilutedSharesOutstanding,,1619444.000,,,,,,,18460567.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,17112141.000,17135809.000,17160228.000,-34257234.000,
WeightedAverageNumberOfSharesOutstandingBasic,1519444.000,1619444.000,1619444.000,1619444.000,,,,,17267943.000
