,2011-09-30,2012-09-30,2013-09-30
AdjustmentForAmortization,,5503.000,23261.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-72.000,499790.000,-424505.000
DepreciationAndAmortization,,5503.000,23261.000
EarningsPerShareBasicAndDiluted,0.000,0.000,-0.010
GeneralAndAdministrativeExpense,0.000,59861.000,131665.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,-379562.000,-444040.000
IncomeTaxExpenseBenefit,,0.000,0.000
IncomeTaxesPaidNet,0.000,0.000,0.000
IncreaseDecreaseInAccountsPayable,3900.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,32097.000,20986.000
IncreaseDecreaseInPrepaidExpense,,-1000.000,1000.000
InterestExpense,,,0.000
InterestPaid,0.000,0.000,
InterestPaidNet,,,0.000
LegalFees,,,71574.000
NetCashProvidedByUsedInFinancingActivities,16480.000,793323.000,-4411.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,16480.000,793323.000,-4411.000
NetCashProvidedByUsedInInvestingActivities,,-46750.000,-37686.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-46750.000,-37686.000
NetCashProvidedByUsedInOperatingActivities,-16552.000,-246783.000,-382408.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-16552.000,-246783.000,-382408.000
NetIncomeLoss,-20452.000,-379562.000,-444040.000
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,,0.000
NonoperatingIncomeExpense,,68.000,
OperatingExpenses,20452.000,379494.000,445027.000
OperatingIncomeLoss,,-379494.000,-444040.000
OtherNonoperatingIncomeExpense,,,0.000
PaymentsToDevelopSoftware,,,-37686.000
ProceedsFromIssuanceOfCommonStock,0.000,781000.000,0.000
ProceedsFromRelatedPartyDebt,16480.000,12323.000,0.000
ProfessionalFees,19600.000,80899.000,73636.000
ProfitLoss,-20452.000,-379562.000,-444040.000
Revenues,0.000,0.000,987.000
SalariesAndWages,,91579.000,144891.000
SalesRevenueNet,0.000,0.000,987.000
ShareBasedCompensation,,96179.000,-2429.000
StockIssuedDuringPeriodValueEmployeeBenefitPlan,,,14403.000
TravelAndEntertainmentExpense,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,84321659.000
