,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,1400000.000,,,,,
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLossNetOfTax,,23200000.000,-100000.000,,-8300000.000,-24100000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-200300000.000,,,,-7900000.000,
CommonStockDividendsPerShareCashPaid,,,0.075,,0.075,0.075
CommonStockDividendsPerShareDeclared,,0.075,,,,
ComprehensiveIncomeNetOfTax,,62300000.000,14200000.000,,27700000.000,-600000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,1000000.000,-300000.000,,2000000.000,300000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,63300000.000,13900000.000,,29700000.000,-300000.000
CostOfGoodsSold,203800000.000,209100000.000,207400000.000,201300000.000,218300000.000,220700000.000
DeferredIncomeTaxExpenseBenefit,1900000.000,,,,,
DepreciationDepletionAndAmortization,12300000.000,,,,13200000.000,
DividendsCommonStockCash,,,,,13100000.000,
EarningsPerShareBasicAndDiluted,,0.180,0.140,,0.150,0.170
EffectOfExchangeRateOnCashAndCashEquivalents,2500000.000,,,,1200000.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,0.350,
GrossProfit,48200000.000,62900000.000,55100000.000,57400000.000,58400000.000,61000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,44600000.000,48100000.000,42000000.000,46000000.000,40500000.000,46600000.000
IncomeTaxExpenseBenefit,14900000.000,16000000.000,16100000.000,16500000.000,13400000.000,15200000.000
IncomeTaxReconciliationForeignIncomeTaxRateDifferential,,,,,-900000.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,14200000.000,
IncomeTaxReconciliationOtherReconcilingItems,,,,,300000.000,
IncomeTaxReconciliationStateAndLocalIncomeTaxes,,,,,700000.000,
IncomeTaxReconciliationTaxCredits,,,,,900000.000,
IncomeTaxesPaidNet,1100000.000,,,,1500000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,14700000.000,,,,-4100000.000,
IncreaseDecreaseInAccountsReceivable,25100000.000,,,,21100000.000,
IncreaseDecreaseInAccruedIncomeTaxesPayable,11900000.000,,,,10600000.000,
IncreaseDecreaseInDeferredIncomeTaxes,,,,,-1300000.000,
IncreaseDecreaseInInventories,36500000.000,,,,55000000.000,
IncreaseDecreaseInOtherOperatingCapitalNet,4600000.000,,,,6700000.000,
MarketableSecuritiesRealizedGainLoss,1300000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,,,,15900000.000,
