,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalOther,-2109958.000,-1044980.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,258816.000,4968164.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1013014.000,20661226.000
DistributionsPayableToRealEstatePartnerships,46170.000,413275.000
DividendsCommonStock,187053.000,2306267.000
DividendsCommonStockCash,164806.000,
DividendsCommonStockStock,22247.000,
EarningsPerShareBasicAndDiluted,-0.450,0.530
FeesAndCommissions,,4968164.000
GeneralAndAdministrativeExpense,163157.000,318846.000
IncreaseDecreaseInDueToOtherRelatedPartiesCurrent,39310.000,-68006.000
IncreaseDecreaseInDueToRelatedParties,,71863.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,26453.000,22550.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,434.000,131029.000
InterestExpense,,71863.000
InvestmentIncomeNet,49333.000,1928708.000
NetCashProvidedByUsedInFinancingActivities,5061509.000,57915099.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,5061509.000,57915099.000
NetCashProvidedByUsedInInvestingActivities,-4000000.000,-38687250.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-4000000.000,-38687250.000
NetCashProvidedByUsedInOperatingActivities,-48495.000,1433377.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-48495.000,1433377.000
NetIncomeLoss,-113824.000,1537999.000
NetIncomeLossAvailableToCommonStockholdersBasic,-113824.000,1537999.000
NoninterestExpenseOfferingCost,,1044980.000
OperatingExpenses,163157.000,390709.000
PaymentsForRepurchaseOfCommonStock,,183252.000
PaymentsOfDividendsCommonStock,125951.000,1394038.000
PaymentsOfStockIssuanceCosts,1397996.000,6765199.000
PaymentsToAcquireInterestInSubsidiariesAndAffiliates,4000000.000,33000000.000
PaymentsToAcquireRealEstateHeldForInvestment,,5687250.000
ProceedsFromIssuanceOfCommonStock,6585456.000,53625575.000
ProceedsFromRelatedPartyDebt,,12632013.000
StockIssued1,14932.000,545124.000
StockIssuedDuringPeriodValueDividendReinvestmentPlan,14932.000,545124.000
StockIssuedDuringPeriodValueNewIssues,6585456.000,53625575.000
StockRepurchasedAndRetiredDuringPeriodValue,,183252.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,251901.000,2894887.000
