,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,84400.000,169300.000,283900.000,361900.000,672600.000
AccruedLiabilitiesCurrent,19700.000,18800.000,36700.000,75300.000,85100.000,76000.000,3200.000,4600.000,3000.000,13900.000,10400.000,20400.000,7600.000,9900.000,9700.000,12800.000,6300.000,14000.000,10900.000,16400.000,11000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,491200.000,419000.000,178100.000,146100.000,118200.000,77300.000,13400.000,-900.000,-1600.000,-2000.000,-4200.000,-10100.000,-13100.000,-10100.000,9400.000,7400.000,5200.000,3400.000,2100.000,1500.000,800.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,
AssetRetirementObligation,3085900.000,3130600.000,3228700.000,3269800.000,3310900.000,3352100.000,3306000.000,3350900.000,3395900.000,3440800.000,3210500.000,3258100.000,3305500.000,3353100.000,4403700.000,4466700.000,4529700.000,4592700.000,4655400.000,4691100.000,4727000.000
Assets,12300400.000,11800600.000,9837800.000,9372900.000,8956100.000,8725200.000,7557400.000,7100900.000,6853000.000,6441500.000,6029500.000,6014400.000,5905200.000,5665800.000,3602200.000,3519900.000,3423400.000,2094400.000,2103300.000,2076800.000,2221700.000
AssetsCurrent,1378500.000,1249600.000,1030200.000,813100.000,632000.000,657500.000,683800.000,529900.000,617400.000,521100.000,469200.000,531600.000,504400.000,349700.000,254900.000,219500.000,168400.000,163500.000,136200.000,112900.000,113300.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,,,0.000,0.000,0.000,,0.000,0.000,0.000,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,81022200.000,,,,82051200.000,,,,85131700.000,,,,86539800.000,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,6849300.000,,,,5545000.000,,,,3330200.000,,,,1921800.000,,
