,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,323000.000,580000.000,418000.000,368000.000,336000.000,677000.000,491000.000,465000.000,371000.000,1748000.000,398000.000,390000.000,479000.000,265000.000,295000.000,714000.000,245000.000,169000.000
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,,,,51000.000,,,,,
AccountsReceivableNet,45000.000,198000.000,130000.000,99000.000,168000.000,250000.000,215000.000,67000.000,189000.000,192000.000,230000.000,276000.000,314000.000,0.000,68000.000,891000.000,958000.000,757000.000
AdvanceRent,,,234000.000,255000.000,390000.000,227000.000,140000.000,177000.000,148000.000,180000.000,295000.000,374000.000,227000.000,1000.000,27000.000,0.000,33000.000,0.000
Assets,50031000.000,49694000.000,49570000.000,49255000.000,48780000.000,48715000.000,47962000.000,47653000.000,47191000.000,47953000.000,44415000.000,43847000.000,43236000.000,42650000.000,42585000.000,32835000.000,32112000.000,7502000.000
AssetsFairValueDisclosure,,,,,,,,,,,8869000.000,,,,0.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,33596000.000,33580000.000,0.000,0.000,4379000.000
CashAndCashEquivalentsAtCarryingValue,2243000.000,2225000.000,2624000.000,2610000.000,2851000.000,2800000.000,2856000.000,3263000.000,3815000.000,3622000.000,2888000.000,3018000.000,3587000.000,3803000.000,3468000.000,27977000.000,27361000.000,2366000.000
ConstructionInProgressGross,,,,,,,,,,,,,,,,12000.000,71000.000,
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.030,0.030,0.030,0.030,,,,,,,,,,
DisposalGroupDeferredGainOnDisposal,,,,,,,,,,,,,,,,740000.000,740000.000,740000.000
DisposalGroupIncludingDiscontinuedOperationAccountsNotesAndLoansReceivableNet,,,,,,,,,,,,,,90000.000,119000.000,,,126000.000
DisposalGroupIncludingDiscontinuedOperationAccountsPayableAndAccruedLiabilities,,,,,,,,,,,,,,423000.000,172000.000,,,518000.000
DisposalGroupIncludingDiscontinuedOperationIntangibleAssets,,,,,,,,,,,,,,29603000.000,29857000.000,,,3734000.000
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,,,,,,,,,,,,,,201000.000,178000.000,,,65000.000
DisposalGroupIncludingDiscontinuedOperationPrepaidAndOtherAssets,,,,,,,,,,,,,,2348000.000,2024000.000,,,98000.000
GeneralPartnersCapitalAccount,-858000.000,-862000.000,-864000.000,-866000.000,-868000.000,-862000.000,-865000.000,-867000.000,-869000.000,-874000.000,-896000.000,-901000.000,-905000.000,-912000.000,-909000.000,45000.000,33000.000,60000.000
Liabilities,30301000.000,30371000.000,30456000.000,30327000.000,30093000.000,30157000.000,29768000.000,29662000.000,29420000.000,30708000.000,29351000.000,29298000.000,29115000.000,29172000.000,28825000.000,1454000.000,1018000.000,1492000.000
LiabilitiesAndStockholdersEquity,50031000.000,49694000.000,49570000.000,49255000.000,48780000.000,48715000.000,47962000.000,47653000.000,47191000.000,47953000.000,44415000.000,43847000.000,43236000.000,42650000.000,42585000.000,32835000.000,32112000.000,7502000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,,,,,624000.000,350000.000,0.000,0.000,583000.000
LimitedPartnersCapitalAccount,20588000.000,20185000.000,19978000.000,19794000.000,19555000.000,19420000.000,19059000.000,18858000.000,18640000.000,18119000.000,15960000.000,15450000.000,15026000.000,14390000.000,14669000.000,31336000.000,31061000.000,5950000.000
LimitedPartnersCapitalAccountUnitsOutstanding,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819.000,65819000.000,65819.000,65819.000,65819.000,65819.000,65819.000
LineOfCreditFacilityAmountOutstanding,,,,,,,7749000.000,,,,,,,,,,,
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,,0.033,,,,,,,,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,,,,,,,
LongTermDebt,,,,,21618000.000,21504000.000,21388000.000,21271000.000,28901000.000,28780000.000,20909000.000,20785000.000,28409000.000,28282000.000,20404000.000,,,
