,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-30,2016-12-31
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,29219.000,417682.000,-715835.000,-715830.000,422535.000,521572.000
BusinessCombinationAcquisitionRelatedCosts,,,,62022.000,0.000,56760.000
BusinessCombinationIntegrationRelatedCosts,0.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,1419965.000,325057.000,3294049.000,-1013040.000,-1615798.000,-2233997.000
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,2132712.000,0.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,23595.000,0.000,
ConcentrationRiskPercentage1,,,0.790,0.800,0.900,0.820
ContributionOfProperty,,,,3190628.000,0.000,
CostsAndExpensesRelatedParty,227579.000,212740.000,205016.000,221349.000,207165.000,163979.000
Depreciation,491456.000,,,,,
DepreciationAndAmortization,,490935.000,352371.000,416773.000,453098.000,522897.000
DepreciationAndAmortizationDiscontinuedOperations,,0.000,90682.000,0.000,,
DepreciationNonproduction,491456.000,,,392540.000,405079.000,450923.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,69896.000,1128749.000,0.000,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,551230.000,88975.000,1337329.000,647377.000,0.000,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,1150.000,871.000,-3145.000,0.000,
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,20229.000,300133.000,26740.000,0.000,
DistributionMadeToMemberOrLimitedPartnerCashDistributionsDeclared,,1175746.000,,,,
EntityWideRevenueMajorCustomerAmount,,981050.000,,,,
EntityWideRevenueMajorCustomerPercentage,,0.720,,,,
EquityMethodInvestmentDividendsOrDistributions,,,,-44715.000,,
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,1100726.000,,
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,,,521659.000,0.000,
GainLossOnSaleOfProperties,-467366.000,69896.000,1128749.000,0.000,,
IncomeLossAttributableToParent,1113264.000,,,,,
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciplePerOutstandingLimitedPartnershipUnit,48.500,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,562034.000,573691.000,367926.000,886210.000,491499.000,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,24.540,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,39.010,23.350,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,23.960,,,,,
